begintime,sk_object,duration,integrity,M8035C0,M8035C1,M8035C2,M8035C3,M8035C4,M8035C5,M8035C6
2022-03-17,2803.0,6.0,0.4166666666666667,2472.0,6462.0,27.0,0.0,0.0,0.0,0.0
2022-03-15,2800.0,2.0,0.1388888888888889,9028.0,14751.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,2801.0,5.0,0.3472222222222222,11028.0,12202.0,138.0,0.0,0.0,0.0,0.0
2022-03-12,2800.0,10.0,0.6944444444444444,31081.0,60903.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,2799.0,6.0,0.4166666666666667,1424.0,13962.0,7.0,0.0,0.0,0.0,0.0
2022-03-17,2802.0,6.0,0.4166666666666667,1144.0,5428.0,11.0,0.0,0.0,0.0,0.0
2022-03-19,2800.0,16.0,1.1111111111111112,52379.0,126404.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,2797.0,7.0,0.4861111111111111,17577.0,18433.0,94.0,0.0,0.0,0.0,0.0
2022-03-12,2798.0,5.0,0.3472222222222222,14729.0,23491.0,130.0,0.0,0.0,1044.0,1.0
2022-03-18,2803.0,60.0,4.166666666666667,3.0,126678.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,2800.0,13.0,0.9027777777777778,56827.0,132450.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,2798.0,6.0,0.4166666666666667,7656.0,10640.0,54.0,0.0,0.0,0.0,0.0
2022-03-19,87581.0,4.0,0.2777777777777778,5399.0,19858.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,2796.0,6.0,0.4166666666666667,15584.0,15871.0,113.0,0.0,0.0,0.0,0.0
