begintime,sk_object,duration,integrity,1282423987,1282423988
2022-03-11,630581.0,86400.0,100.0,9.921833333333334,9.4785
2022-02-05,630566.0,86400.0,100.0,9.748875,9.337583333333333
2022-02-06,630567.0,86400.0,100.0,9.55525,9.134708333333334
2022-03-03,630582.0,86400.0,100.0,9.864708333333333,9.425125
2022-02-20,630566.0,86400.0,100.0,9.457291666666666,9.016
2022-02-03,630567.0,86400.0,100.0,9.789291666666667,9.343458333333333
2022-02-10,630567.0,86400.0,100.0,9.723458333333333,9.295041666666666
2022-03-11,630566.0,86400.0,100.0,9.922666666666666,9.480083333333333
2022-03-09,630567.0,3600.0,4.166666666666667,6.731,6.233
2022-02-10,630582.0,86400.0,100.0,9.723166666666666,9.295041666666666
2022-02-20,630567.0,86400.0,100.0,9.45725,9.016041666666666
2022-02-04,630567.0,86400.0,100.0,9.957583333333334,9.5275
2022-02-11,630581.0,86400.0,100.0,9.843625,9.422291666666666
2022-03-03,630566.0,86400.0,100.0,9.864666666666666,9.42275
2022-02-12,630582.0,86400.0,100.0,9.997125,9.538875
2022-03-01,630582.0,86400.0,100.0,10.000125,9.543333333333333
2022-02-08,630567.0,86400.0,100.0,9.830791666666666,9.382083333333334
2022-02-06,630581.0,86400.0,100.0,9.556041666666667,9.130708333333333
2022-02-11,630566.0,86400.0,100.0,9.843541666666667,9.422416666666667
2022-03-06,630567.0,79200.0,91.66666666666667,10.475454545454545,10.0325
2022-03-09,630582.0,3600.0,4.166666666666667,6.732,6.244
2022-02-03,630566.0,86400.0,100.0,9.789125,9.342666666666666
2022-02-05,630582.0,86400.0,100.0,9.750208333333333,9.337708333333333
2022-03-15,630582.0,82800.0,95.83333333333333,9.04808695652174,8.678347826086956
2022-02-10,630581.0,86400.0,100.0,9.724833333333333,9.296291666666667
2022-02-18,630581.0,86400.0,100.0,9.7555,9.291208333333334
2022-02-18,630566.0,86400.0,100.0,9.754416666666666,9.29375
2022-03-11,630567.0,86400.0,100.0,9.921875,9.479291666666667
2022-03-01,630566.0,86400.0,100.0,10.001583333333333,9.543916666666666
2022-02-20,630581.0,86400.0,100.0,9.457833333333333,9.013708333333334
2022-03-13,630582.0,75600.0,87.5,9.590761904761905,9.15857142857143
2022-02-20,630582.0,86400.0,100.0,9.455875,9.016208333333333
2022-03-07,630567.0,82800.0,95.83333333333333,10.048434782608696,9.61308695652174
2022-02-18,630582.0,86400.0,100.0,9.755625,9.293083333333334
2022-02-19,630566.0,86400.0,100.0,9.750791666666666,9.311458333333333
2022-02-03,630582.0,86400.0,100.0,9.788125,9.342208333333334
2022-03-10,630581.0,79200.0,91.66666666666667,10.050727272727272,9.592454545454546
2022-02-17,630582.0,75600.0,87.5,11.001,10.515761904761904
2022-03-07,630581.0,82800.0,95.83333333333333,10.04904347826087,9.613739130434782
2022-02-11,630567.0,86400.0,100.0,9.842583333333334,9.423166666666667
2022-03-02,630566.0,86400.0,100.0,9.834333333333333,9.36325
2022-03-06,630566.0,79200.0,91.66666666666667,10.474636363636364,10.032681818181818
2022-03-13,630566.0,75600.0,87.5,9.588809523809523,9.157714285714286
2022-02-13,630581.0,86400.0,100.0,9.706166666666666,9.26675
2022-03-12,630582.0,68400.0,79.16666666666667,11.48121052631579,11.008894736842105
2022-03-06,630581.0,79200.0,91.66666666666667,10.475727272727273,10.033909090909091
2022-03-11,630582.0,86400.0,100.0,9.92225,9.479541666666666
2022-03-10,630566.0,79200.0,91.66666666666667,10.051363636363636,9.592590909090909
2022-03-12,630567.0,68400.0,79.16666666666667,11.481684210526316,11.009894736842105
2022-03-14,630581.0,86400.0,100.0,8.581916666666666,8.229041666666667
2022-02-17,630567.0,75600.0,87.5,11.002238095238095,10.51552380952381
2022-03-12,630581.0,68400.0,79.16666666666667,11.47978947368421,11.009157894736843
2022-03-13,630581.0,75600.0,87.5,9.588952380952382,9.158285714285714
2022-03-07,630566.0,82800.0,95.83333333333333,10.048782608695651,9.61295652173913
2022-02-19,630567.0,86400.0,100.0,9.752791666666667,9.3115
