begintime,sk_object,duration,integrity,73422157,73423829,73423830,73430523,73430526,73440118,73446392,73446393,73448317
2022-03-03 15:00:00,7671703.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01 23:00:00,7671723.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 13:00:00,7671697.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-03 21:00:00,7671726.0,3600.0,100.0,0.0,13429336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-07 09:00:00,7671726.0,3600.0,100.0,0.0,12209643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-11 04:00:00,7671735.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0
2022-02-04 16:00:00,7671692.0,3600.0,100.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,19597.0
2022-02-13 18:00:00,7671684.0,3600.0,100.0,35.0,0.0,0.0,19.0,18.0,30.0,18.0,16.0,35477.0
2022-03-13 12:00:00,7671692.0,3600.0,100.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,17422.0
2022-02-10 10:00:00,7671711.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-19 23:00:00,7671705.0,3600.0,100.0,55.0,0.0,0.0,35.0,0.0,48.0,30.0,0.0,11.0
2022-03-10 18:00:00,7671729.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-10 01:00:00,7671686.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2022-02-08 09:00:00,7671726.0,3600.0,100.0,0.0,12232990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 11:00:00,7671738.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 20:00:00,7671708.0,3600.0,100.0,67.0,0.0,0.0,38.0,38.0,61.0,36.0,35.0,30957.0
2022-03-15 21:00:00,7671708.0,3600.0,100.0,69.0,0.0,0.0,40.0,40.0,65.0,37.0,38.0,32210.0
2022-03-11 05:00:00,7671697.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-05 06:00:00,7671713.0,3600.0,100.0,0.0,58610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
