begintime,sk_object,duration,integrity,M51324C0,M51324C1,M51324C2
2022-03-13,15592.0,1440.0,100.0,0.0,0.0,0.0
2022-03-14,15602.0,1440.0,100.0,0.0,0.0,0.0
2022-03-11,15596.0,1440.0,100.0,0.0,0.0,0.0
2022-03-11,15597.0,1440.0,100.0,0.0,0.0,0.0
2022-03-11,15591.0,1440.0,100.0,0.0,0.0,0.0
2022-03-17,15601.0,1440.0,100.0,0.0,0.0,0.0
2022-03-16,15596.0,1400.0,97.22222222222223,0.0,0.0,0.0
2022-03-16,15603.0,1440.0,100.0,0.0,0.0,0.0
2022-03-14,15598.0,1440.0,100.0,0.0,0.0,0.0
2022-03-16,15604.0,1399.0,97.15277777777777,0.0,0.0,0.0
2022-03-14,15589.0,1440.0,100.0,0.0,0.0,0.0
2022-03-15,15592.0,1440.0,100.0,0.0,0.0,0.0
2022-03-14,15603.0,1440.0,100.0,0.0,0.0,0.0
2022-03-17,15591.0,1440.0,100.0,0.0,0.0,0.0
2022-03-11,15598.0,1440.0,100.0,0.0,0.0,0.0
2022-03-11,15605.0,1440.0,100.0,0.0,0.0,0.0
2022-03-15,15598.0,1440.0,100.0,0.0,0.0,0.0
2022-03-18,15597.0,1440.0,100.0,0.0,0.0,0.0
2022-03-13,15597.0,1440.0,100.0,0.0,0.0,0.0
2022-03-15,15601.0,1440.0,100.0,0.0,0.0,0.0
2022-03-14,15593.0,1440.0,100.0,0.0,0.0,0.0
2022-03-15,15590.0,1440.0,100.0,0.0,0.0,0.0
2022-03-11,15604.0,1440.0,100.0,0.0,0.0,0.0
2022-03-19,15599.0,1310.0,90.97222222222223,0.0,0.0,0.0
2022-03-19,15590.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-12,15599.0,1440.0,100.0,0.0,0.0,0.0
2022-03-11,15602.0,1440.0,100.0,0.0,0.0,0.0
2022-03-19,15607.0,1129.0,78.40277777777777,0.0,0.0,0.0
2022-03-15,15596.0,1378.0,95.69444444444444,0.0,0.0,0.0
2022-03-15,15607.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-16,15597.0,1378.0,95.69444444444444,0.0,0.0,0.0
2022-03-17,15590.0,1440.0,100.0,0.0,0.0,0.0
2022-03-19,15589.0,1320.0,91.66666666666667,0.0,0.0,0.0
2022-03-16,15600.0,1440.0,100.0,0.0,0.0,0.0
2022-03-15,15595.0,1440.0,100.0,0.0,0.0,0.0
2022-03-18,15600.0,1440.0,100.0,0.0,0.0,0.0
2022-03-19,15603.0,1311.0,91.04166666666667,0.0,0.0,0.0
2022-03-12,15605.0,1440.0,100.0,0.0,0.0,0.0
2022-03-17,15592.0,1378.0,95.69444444444444,0.0,0.0,0.0
2022-03-11,15595.0,1440.0,100.0,0.0,0.0,0.0
2022-03-12,15596.0,1402.0,97.36111111111111,0.0,0.0,0.0
2022-03-11,15594.0,1440.0,100.0,0.0,0.0,0.0
2022-03-16,15595.0,1440.0,100.0,0.0,0.0,0.0
2022-03-15,15603.0,1440.0,100.0,0.0,0.0,0.0
2022-03-19,15604.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-11,15600.0,1440.0,100.0,0.0,0.0,0.0
2022-03-18,15596.0,1218.0,84.58333333333333,0.0,0.0,0.0
2022-03-16,15598.0,1440.0,100.0,0.0,0.0,0.0
2022-03-12,15600.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-14,15596.0,1440.0,100.0,0.0,0.0,0.0
2022-03-17,15603.0,1440.0,100.0,0.0,0.0,0.0
2022-03-13,15594.0,1440.0,100.0,0.0,0.0,0.0
2022-03-16,15607.0,1421.0,98.68055555555556,0.0,0.0,0.0
2022-03-13,15601.0,1440.0,100.0,0.0,0.0,0.0
2022-03-12,15591.0,1440.0,100.0,0.0,0.0,0.0
2022-03-13,15595.0,1397.0,97.01388888888889,0.0,0.0,0.0
2022-03-15,15605.0,1416.0,98.33333333333333,0.0,0.0,0.0
2022-03-17,15596.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-17,15593.0,1440.0,100.0,0.0,0.0,0.0
2022-03-11,15601.0,1440.0,100.0,0.0,0.0,0.0
2022-03-12,15603.0,1440.0,100.0,0.0,0.0,0.0
2022-03-17,15600.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-15,15589.0,1363.0,94.65277777777777,0.0,0.0,0.0
2022-03-18,15598.0,1440.0,100.0,0.0,0.0,0.0
2022-03-18,15601.0,1440.0,100.0,0.0,0.0,0.0
2022-03-18,15599.0,1440.0,100.0,0.0,0.0,0.0
2022-03-14,15592.0,1440.0,100.0,0.0,0.0,0.0
2022-03-16,15591.0,1440.0,100.0,0.0,0.0,0.0
2022-03-11,15603.0,1440.0,100.0,0.0,0.0,0.0
2022-03-16,15601.0,1440.0,100.0,0.0,0.0,0.0
2022-03-11,15606.0,1440.0,100.0,0.0,0.0,0.0
2022-03-18,15595.0,1440.0,100.0,0.0,0.0,0.0
2022-03-11,15590.0,1440.0,100.0,0.0,0.0,0.0
2022-03-13,15603.0,1440.0,100.0,0.0,0.0,0.0
2022-03-14,15604.0,1440.0,100.0,0.0,0.0,0.0
2022-03-15,15597.0,1440.0,100.0,0.0,0.0,0.0
2022-03-16,15593.0,1440.0,100.0,0.0,0.0,0.0
2022-03-16,15594.0,1440.0,100.0,0.0,0.0,0.0
2022-03-19,15600.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-18,15603.0,1440.0,100.0,0.0,0.0,0.0
2022-03-13,15598.0,1440.0,100.0,0.0,0.0,0.0
2022-03-19,15595.0,1310.0,90.97222222222223,0.0,0.0,0.0
2022-03-12,15595.0,1440.0,100.0,0.0,0.0,0.0
2022-03-12,15607.0,1340.0,93.05555555555556,0.0,0.0,0.0
2022-03-12,15593.0,1440.0,100.0,0.0,0.0,0.0
2022-03-13,15600.0,1440.0,100.0,0.0,0.0,0.0
2022-03-13,15596.0,1440.0,100.0,0.0,6.0,0.0
2022-03-15,15593.0,1440.0,100.0,0.0,0.0,0.0
2022-03-19,15591.0,1310.0,90.97222222222223,0.0,0.0,0.0
2022-03-16,15599.0,1440.0,100.0,0.0,0.0,0.0
2022-03-18,15590.0,1440.0,100.0,0.0,0.0,0.0
2022-03-15,15599.0,1440.0,100.0,0.0,0.0,0.0
2022-03-15,15594.0,1440.0,100.0,0.0,0.0,0.0
2022-03-19,15598.0,1311.0,91.04166666666667,0.0,0.0,0.0
2022-03-17,15595.0,1440.0,100.0,0.0,0.0,0.0
2022-03-13,15591.0,1440.0,100.0,0.0,0.0,0.0
2022-03-13,15593.0,1440.0,100.0,0.0,0.0,0.0
2022-03-15,15602.0,1440.0,100.0,0.0,0.0,0.0
2022-03-18,15604.0,1440.0,100.0,0.0,0.0,0.0
2022-03-12,15589.0,1440.0,100.0,0.0,0.0,0.0
2022-03-18,15594.0,1440.0,100.0,0.0,0.0,0.0
2022-03-13,15590.0,1440.0,100.0,0.0,0.0,0.0
2022-03-18,15602.0,1440.0,100.0,0.0,0.0,0.0
2022-03-19,15606.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-15,15591.0,1440.0,100.0,0.0,0.0,0.0
2022-03-13,15599.0,1440.0,100.0,0.0,0.0,0.0
2022-03-11,15599.0,1440.0,100.0,0.0,0.0,0.0
2022-03-13,15604.0,1440.0,100.0,0.0,0.0,0.0
2022-03-17,15605.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-16,15589.0,1399.0,97.15277777777777,0.0,0.0,0.0
2022-03-19,15593.0,1310.0,90.97222222222223,0.0,0.0,0.0
2022-03-12,15597.0,1440.0,100.0,0.0,0.0,0.0
2022-03-17,15602.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-13,15602.0,1440.0,100.0,0.0,0.0,0.0
2022-03-14,15601.0,1440.0,100.0,0.0,0.0,0.0
2022-03-17,15597.0,1440.0,100.0,0.0,0.0,0.0
2022-03-16,15592.0,1440.0,100.0,0.0,0.0,0.0
2022-03-12,15606.0,1440.0,100.0,0.0,0.0,0.0
2022-03-14,15597.0,1440.0,100.0,0.0,0.0,0.0
2022-03-18,15592.0,1440.0,100.0,0.0,0.0,0.0
2022-03-12,15598.0,1440.0,100.0,0.0,0.0,0.0
2022-03-19,15594.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-16,15605.0,1440.0,100.0,0.0,0.0,0.0
2022-03-16,15590.0,1440.0,100.0,0.0,0.0,0.0
2022-03-15,15600.0,1362.0,94.58333333333333,0.0,0.0,0.0
2022-03-18,15607.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-12,15594.0,1440.0,100.0,0.0,0.0,0.0
2022-03-14,15607.0,1422.0,98.75,0.0,0.0,0.0
2022-03-17,15604.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-13,15605.0,1440.0,100.0,0.0,0.0,0.0
2022-03-17,15594.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-19,15601.0,1311.0,91.04166666666667,0.0,0.0,0.0
2022-03-13,15606.0,1440.0,100.0,0.0,0.0,0.0
2022-03-19,15596.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-11,15589.0,1440.0,100.0,0.0,0.0,0.0
2022-03-13,15589.0,1440.0,100.0,0.0,0.0,0.0
2022-03-15,15606.0,1440.0,100.0,0.0,0.0,0.0
2022-03-17,15589.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-16,15602.0,1440.0,100.0,0.0,0.0,0.0
2022-03-17,15607.0,1375.0,95.48611111111111,0.0,0.0,0.0
2022-03-18,15589.0,1440.0,100.0,0.0,0.0,0.0
2022-03-13,15607.0,1404.0,97.5,0.0,0.0,0.0
2022-03-14,15591.0,1440.0,100.0,0.0,0.0,0.0
2022-03-15,15604.0,1440.0,100.0,0.0,0.0,0.0
2022-03-14,15590.0,1440.0,100.0,0.0,0.0,0.0
2022-03-14,15600.0,1440.0,100.0,0.0,0.0,0.0
2022-03-17,15606.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-19,15605.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-14,15606.0,1440.0,100.0,0.0,0.0,0.0
2022-03-19,15592.0,1311.0,91.04166666666667,0.0,0.0,0.0
2022-03-12,15590.0,1440.0,100.0,0.0,0.0,0.0
2022-03-14,15605.0,1440.0,100.0,0.0,0.0,0.0
2022-03-18,15605.0,1440.0,100.0,0.0,0.0,0.0
2022-03-14,15594.0,1440.0,100.0,0.0,0.0,0.0
2022-03-19,15602.0,1380.0,95.83333333333333,0.0,0.0,0.0
2022-03-12,15604.0,1440.0,100.0,0.0,0.0,0.0
2022-03-17,15598.0,1440.0,100.0,0.0,0.0,0.0
2022-03-18,15606.0,1440.0,100.0,0.0,0.0,0.0
2022-03-18,15593.0,1440.0,100.0,0.0,0.0,0.0
2022-03-18,15591.0,1440.0,100.0,0.0,0.0,0.0
2022-03-16,15606.0,1440.0,100.0,0.0,0.0,0.0
2022-03-11,15593.0,1440.0,100.0,0.0,0.0,0.0
2022-03-12,15601.0,1440.0,100.0,0.0,0.0,0.0
2022-03-11,15607.0,1296.0,90.0,0.0,0.0,0.0
2022-03-12,15592.0,1440.0,100.0,0.0,0.0,0.0
2022-03-14,15595.0,1440.0,100.0,0.0,0.0,0.0
2022-03-17,15599.0,1440.0,100.0,0.0,0.0,0.0
2022-03-12,15602.0,1440.0,100.0,0.0,0.0,0.0
2022-03-11,15592.0,1440.0,100.0,0.0,0.0,0.0
2022-03-19,15597.0,1250.0,86.80555555555556,0.0,0.0,0.0
2022-03-14,15599.0,1440.0,100.0,0.0,0.0,0.0
