begintime,sk_object,duration,integrity,1542455326,1542455327,1542455328,1542455329,1542455330,1542455331,1542455332,1542455333,1542460727,1542460728,1542460729
2022-02-18 17:00:00,7729301.0,3600.0,100.0,7690037.0,2851617616.0,5557.0,432232.0,13120510.0,13895439573.0,0.0,0.0,,,
2022-02-06 20:00:00,7729318.0,3600.0,100.0,8604510.0,1544897747.0,5435.0,422702.0,12442386.0,14503473886.0,0.0,0.0,,,
2022-03-01 02:00:00,7729311.0,3600.0,100.0,681080.0,93508696.0,5571.0,433444.0,910129.0,955394127.0,0.0,0.0,,,
2022-03-01 01:00:00,7729293.0,3600.0,100.0,9975330.0,2097422112.0,32969.0,4990870.0,18200366.0,21802484656.0,0.0,0.0,,,
2022-03-01 01:00:00,7729292.0,3600.0,100.0,7433501.0,1618277912.0,5573.0,433558.0,12979275.0,16058292185.0,0.0,0.0,,,
2022-03-01 04:00:00,7729291.0,3600.0,100.0,1597619.0,229844310.0,5565.0,433056.0,2133872.0,1980695054.0,0.0,0.0,,,
2022-02-18 19:00:00,7729328.0,3600.0,100.0,10239440.0,2438971686.0,5559.0,432576.0,19386557.0,22070349201.0,0.0,0.0,,,
2022-02-08 04:00:00,7729284.0,3600.0,100.0,3161894.0,816973305.0,5567.0,433216.0,4573634.0,4303974135.0,0.0,0.0,,,
2022-02-08 05:00:00,7729283.0,3600.0,100.0,2651941.0,968915431.0,5573.0,433512.0,4208371.0,4156932656.0,0.0,0.0,,,
2022-03-01 09:00:00,7729339.0,3600.0,100.0,545399.0,325985462.0,4105.0,322282.0,822482.0,355361795.0,0.0,0.0,,,
2022-03-01 21:00:00,7729291.0,3600.0,100.0,11307984.0,2416066416.0,5561.0,432690.0,21365805.0,23629989367.0,0.0,0.0,,,
2022-03-01 10:00:00,7729329.0,3600.0,100.0,6103993.0,1901438644.0,5448.0,424018.0,9992475.0,10581825018.0,0.0,0.0,,,
2022-02-08 00:00:00,7729308.0,3600.0,100.0,743769.0,147852609.0,5564.0,432930.0,1699511.0,1617594442.0,0.0,0.0,,,
2022-03-01 09:00:00,7729285.0,3600.0,100.0,6832122.0,2458394217.0,5555.0,432164.0,13212013.0,13950022223.0,0.0,0.0,,,
2022-02-08 02:00:00,7729306.0,3600.0,100.0,10116844.0,2403710389.0,5578.0,434004.0,12820820.0,14292518425.0,0.0,0.0,,,
2022-02-06 21:00:00,7729320.0,3600.0,100.0,11240601.0,2778859812.0,5564.0,432976.0,18355691.0,19755230745.0,0.0,0.0,,,
2022-02-06 23:00:00,7729294.0,3600.0,100.0,1425796.0,275708162.0,5562.0,432678.0,2956621.0,3190063359.0,0.0,0.0,,,
2022-03-01 20:00:00,7729361.0,3600.0,100.0,3827704.0,2390406615.0,5557.0,432324.0,4998199.0,5036767281.0,0.0,0.0,,,
2022-03-01 11:00:00,7729306.0,3600.0,100.0,13156670.0,3025153228.0,5542.0,431216.0,27458619.0,31983079260.0,0.0,0.0,,,
2022-03-01 10:00:00,7729287.0,3600.0,100.0,305152.0,60483775.0,5559.0,432530.0,749797.0,415010339.0,0.0,0.0,,,
2022-03-01 19:00:00,7729290.0,3600.0,100.0,6664560.0,1548285194.0,5557.0,432324.0,12258746.0,12984139528.0,0.0,0.0,,,
2022-03-01 13:00:00,10345473.0,3600.0,100.0,1837232.0,761784821.0,5572.0,433524.0,3418544.0,3472253959.0,0.0,0.0,,,
2022-03-01 21:00:00,7729304.0,3600.0,100.0,9126798.0,2712270754.0,5574.0,433592.0,8232958.0,8070931347.0,0.0,0.0,,,
2022-02-08 02:00:00,7729298.0,3600.0,100.0,3404967.0,441443731.0,5563.0,432804.0,7344341.0,8408830277.0,0.0,0.0,,,
2022-02-08 08:00:00,7729313.0,3600.0,100.0,4474237.0,1419195670.0,5566.0,433044.0,9325999.0,9437408191.0,0.0,0.0,,,
2022-03-01 06:00:00,7729364.0,3600.0,100.0,13830005.0,9299634179.0,5562.0,432770.0,19955151.0,19828259526.0,0.0,0.0,,,
2022-03-01 17:00:00,7729336.0,3600.0,100.0,670098.0,142130738.0,5560.0,432610.0,1083142.0,749684729.0,0.0,0.0,,,
2022-03-01 17:00:00,7729297.0,3600.0,100.0,12149231.0,2493407572.0,5546.0,431582.0,24432804.0,28378316921.0,0.0,0.0,,,
2022-02-18 17:00:00,7729349.0,3600.0,100.0,150298.0,10506002.0,4193.0,324724.0,290040.0,28866034.0,0.0,0.0,,,
2022-02-08 02:00:00,7729338.0,3600.0,100.0,4755071.0,1308400795.0,5562.0,432724.0,8128357.0,9169874527.0,0.0,0.0,,,
2022-03-01 15:00:00,7729302.0,3600.0,100.0,8286783.0,2072548473.0,5553.0,432050.0,15855892.0,17584148563.0,0.0,0.0,,,
2022-02-08 05:00:00,7729318.0,3600.0,100.0,2780650.0,453282456.0,5534.0,430622.0,4202998.0,5010819733.0,0.0,0.0,,,
2022-02-08 08:00:00,7729344.0,3600.0,100.0,1530326.0,367600555.0,5568.0,433250.0,3061756.0,3037204116.0,0.0,0.0,,,
2022-03-01 09:00:00,7729318.0,3600.0,100.0,5344681.0,1247789961.0,5245.0,407962.0,8252972.0,9451219609.0,0.0,0.0,,,
2022-03-01 10:00:00,7729295.0,3600.0,100.0,5814075.0,1435556374.0,5558.0,432450.0,11505160.0,12131163682.0,0.0,0.0,,,
2022-02-08 03:00:00,7729331.0,3600.0,100.0,2285697.0,1058244722.0,5558.0,432358.0,3684357.0,3440791459.0,0.0,0.0,,,
2022-03-01 19:00:00,7729301.0,3600.0,100.0,8256526.0,1662190610.0,5553.0,432050.0,9320363.0,9781157519.0,0.0,0.0,,,
2022-03-01 16:00:00,7729304.0,3600.0,100.0,4573313.0,1388037056.0,4776.0,371592.0,8847889.0,10004802324.0,0.0,0.0,,,
2022-02-08 06:00:00,7729293.0,3600.0,100.0,5856122.0,2114523755.0,31575.0,4777942.0,10786451.0,11240207463.0,0.0,0.0,,,
2022-02-08 04:00:00,7729287.0,3600.0,100.0,668351.0,320846024.0,5555.0,432256.0,784795.0,581984023.0,0.0,0.0,,,
2022-03-01 14:00:00,7729361.0,3600.0,100.0,1507173.0,430406836.0,5565.0,432918.0,3562358.0,3679335369.0,0.0,0.0,,,
2022-02-06 22:00:00,7729300.0,3600.0,100.0,3096667.0,583504312.0,5563.0,432712.0,6251070.0,7342311490.0,0.0,0.0,,,
2022-03-01 07:00:00,7729317.0,3600.0,100.0,8557222.0,1939420375.0,5567.0,433170.0,18352018.0,21106443083.0,0.0,0.0,,,
2022-03-01 10:00:00,7729296.0,3600.0,100.0,9857074.0,2930334842.0,5558.0,432404.0,21080889.0,24056673282.0,0.0,0.0,,,
2022-02-08 03:00:00,7729360.0,3600.0,100.0,2271621.0,418591441.0,5566.0,433044.0,4026595.0,4371883043.0,0.0,0.0,,,
2022-02-06 22:00:00,7729349.0,3600.0,100.0,2670112.0,544243205.0,5421.0,421628.0,4905660.0,5358344922.0,0.0,0.0,,,
2022-03-01 10:00:00,7729313.0,3600.0,100.0,4259378.0,1267259310.0,5559.0,432530.0,9340018.0,8470922089.0,0.0,0.0,,,
2022-03-01 09:00:00,7729335.0,3600.0,100.0,7945522.0,2597964926.0,5563.0,432896.0,14448033.0,15368442664.0,0.0,0.0,,,
