begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,L.Thrp.bits.DL
2022-02-02,"4G_SPURROAD_II/Cell:eNodeB Function Name=4G_SPURROAD_II,Local Cell ID=13,Cell Name=4G_SPURROAD_II-31,eNodeB ID=5001,Cell FDD TDD indication=CELL_TDD",808866.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,392687561144.0
2022-02-03,"4G_SPURROAD_II/Cell:eNodeB Function Name=4G_SPURROAD_II,Local Cell ID=13,Cell Name=4G_SPURROAD_II-31,eNodeB ID=5001,Cell FDD TDD indication=CELL_TDD",808866.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,542323255992.0
2022-02-04,"4G_SPURROAD_II/Cell:eNodeB Function Name=4G_SPURROAD_II,Local Cell ID=13,Cell Name=4G_SPURROAD_II-31,eNodeB ID=5001,Cell FDD TDD indication=CELL_TDD",808866.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,333971568976.0
2022-02-05,"4G_SPURROAD_II/Cell:eNodeB Function Name=4G_SPURROAD_II,Local Cell ID=13,Cell Name=4G_SPURROAD_II-31,eNodeB ID=5001,Cell FDD TDD indication=CELL_TDD",808866.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,299961030168.0
2022-02-06,"4G_SPURROAD_II/Cell:eNodeB Function Name=4G_SPURROAD_II,Local Cell ID=13,Cell Name=4G_SPURROAD_II-31,eNodeB ID=5001,Cell FDD TDD indication=CELL_TDD",808866.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,291511371432.0
2022-02-08,"4G_SPURROAD_II/Cell:eNodeB Function Name=4G_SPURROAD_II,Local Cell ID=13,Cell Name=4G_SPURROAD_II-31,eNodeB ID=5001,Cell FDD TDD indication=CELL_TDD",808866.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,376184064512.0
2022-02-10,"4G_SPURROAD_II/Cell:eNodeB Function Name=4G_SPURROAD_II,Local Cell ID=13,Cell Name=4G_SPURROAD_II-31,eNodeB ID=5001,Cell FDD TDD indication=CELL_TDD",808866.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,375018720592.0
2022-02-11,"4G_SPURROAD_II/Cell:eNodeB Function Name=4G_SPURROAD_II,Local Cell ID=13,Cell Name=4G_SPURROAD_II-31,eNodeB ID=5001,Cell FDD TDD indication=CELL_TDD",808866.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,463932124856.0
2022-02-12,"4G_SPURROAD_II/Cell:eNodeB Function Name=4G_SPURROAD_II,Local Cell ID=13,Cell Name=4G_SPURROAD_II-31,eNodeB ID=5001,Cell FDD TDD indication=CELL_TDD",808866.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,304416560152.0
2022-02-13,"4G_SPURROAD_II/Cell:eNodeB Function Name=4G_SPURROAD_II,Local Cell ID=13,Cell Name=4G_SPURROAD_II-31,eNodeB ID=5001,Cell FDD TDD indication=CELL_TDD",808866.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,316716541456.0
