begintime,sk_object,duration,integrity,M8021C0,M8021C1,M8021C2,M8021C3,M8021C4,M8021C5,M8021C6,M8021C7,M8021C8,M8021C37,M8021C9,M8021C12,M8021C15,M8021C18,M8021C19,M8021C44,M8021C20,M8021C21,M8021C22,M8021C23,M8021C24,M8021C25,M8021C26,M8021C27,M8021C28,M8021C29,M8021C30,M8021C31,M8021C32,M8021C33,M8021C34,M8021C35,M8021C36,M8021C38,M8021C39,M8021C40,M8021C41,M8021C42,M8021C43,M8021C45,M8021C46,M8021C47,M8021C48,M8021C49,M8021C50,M8021C51,M8021C52,M8021C53,M8021C54,M8021C55
2022-03-11,20496.0,1440.0,100.0,873.0,873.0,866.0,866.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,2.0,0.0,0.0,406.0,188.0,211.0,7.0,0.0,406.0,188.0,211.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,15.0,,,0.0,0.0,0.0,0.0
2022-03-11,20518.0,1440.0,100.0,24.0,24.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694.0,1679.0,0.0,38.0,8.0,4.0,0.0,0.0,2386.0,409.0,1977.0,0.0,0.0,2325.0,406.0,1919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,6.0,,,0.0,0.0,0.0,0.0
2022-03-11,20449.0,1440.0,100.0,772.0,772.0,771.0,771.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,151.0,0.0,1.0,0.0,1.0,0.0,0.0,788.0,87.0,258.0,443.0,0.0,786.0,87.0,256.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,,0.0,0.0,0.0,0.0
2022-03-11,20450.0,1440.0,100.0,276.0,276.0,274.0,274.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.0,2941.0,0.0,64.0,48.0,4.0,5.0,5.0,4826.0,621.0,4205.0,0.0,0.0,4826.0,621.0,4205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,16.0,,,0.010416666666666666,0.020833333333333332,2.0,3.0
2022-03-11,20451.0,1440.0,100.0,5343.0,5343.0,5334.0,5334.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,527.0,0.0,20.0,4.0,3.0,0.0,0.0,6027.0,125.0,1261.0,4641.0,0.0,5981.0,125.0,1232.0,4624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,6.0,,,0.0,0.0,0.0,0.0
2022-03-11,20452.0,1440.0,100.0,75.0,75.0,27.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0,3.0,3.0,0.0,0.0,0.0,95.0,10.0,85.0,0.0,0.0,94.0,10.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,9.0,,,0.0,0.0,0.0,0.0
2022-03-11,20453.0,1440.0,100.0,2749.0,2749.0,2733.0,2733.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10034.0,9994.0,0.0,168.0,34.0,76.0,2544.0,2534.0,17406.0,4031.0,13375.0,0.0,0.0,17405.0,4031.0,13374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,64.0,,,0.7083333333333334,0.7083333333333334,4.0,4.0
2022-03-11,20454.0,1296.0,90.0,8492.0,8492.0,8235.0,8235.0,196.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,899.0,0.0,86.0,51.0,13.0,0.0,0.0,9418.0,195.0,1413.0,7810.0,0.0,9417.0,195.0,1413.0,7809.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,16.0,,,0.0,0.0,0.0,0.0
2022-03-11,20455.0,1440.0,100.0,51.0,51.0,50.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,470.0,0.0,5.0,13.0,5.0,37.0,37.0,856.0,245.0,611.0,0.0,0.0,856.0,245.0,611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,20.0,,,0.0625,0.0625,4.0,3.0
2022-03-11,20456.0,1440.0,100.0,777.0,777.0,777.0,777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.0,716.0,0.0,3.0,0.0,0.0,0.0,0.0,1261.0,79.0,480.0,702.0,0.0,1261.0,79.0,480.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,,0.0,0.0,0.0,0.0
2022-03-11,20457.0,1440.0,100.0,682.0,682.0,682.0,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,3.0,0.0,2.0,0.0,0.0,185.0,14.0,46.0,125.0,0.0,182.0,13.0,44.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,,,0.0,0.0,0.0,0.0
2022-03-11,20458.0,1440.0,100.0,5756.0,5756.0,5677.0,5677.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,542.0,0.0,21.0,24.0,15.0,0.0,0.0,4154.0,465.0,1122.0,2567.0,0.0,4154.0,465.0,1122.0,2567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,9.0,,,0.0,0.0,0.0,0.0
2022-03-11,20459.0,1440.0,100.0,367.0,367.0,366.0,366.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1665.0,1655.0,0.0,79.0,2.0,5.0,204.0,204.0,2807.0,572.0,2235.0,0.0,0.0,2716.0,568.0,2148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,57.0,,,0.20833333333333334,0.19791666666666666,2.0,2.0
2022-03-11,20460.0,1440.0,100.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,390.0,0.0,28.0,6.0,0.0,0.0,0.0,842.0,39.0,803.0,0.0,0.0,842.0,39.0,803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,45.0,,,0.0,0.0,0.0,0.0
2022-03-11,20461.0,1440.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,520.0,0.0,17.0,19.0,4.0,0.0,0.0,707.0,67.0,640.0,0.0,0.0,706.0,67.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,12.0,,,0.0,0.0,0.0,0.0
2022-03-11,20462.0,1440.0,100.0,2677.0,2677.0,2606.0,2606.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,188.0,0.0,45.0,26.0,8.0,0.0,0.0,2880.0,77.0,644.0,2159.0,0.0,2880.0,77.0,644.0,2159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,,,0.0,0.0,0.0,0.0
