begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,L.Thrp.bits.DL,hourly_huawei_enodeb_1526726657_rule_1,busy_hour_aggregation
2022-03-03 22:00:00,"4G_SWISS_RELIEF/Cell:eNodeB Function Name=4G_SWISS_RELIEF,Local Cell ID=1,Cell Name=4G_SWISS_RELIEF-1,eNodeB ID=5068,Cell FDD TDD indication=CELL_FDD",808892.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,55983052192.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-06 13:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,43524399264.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-06 17:00:00,"4G_SWISS_RELIEF/Cell:eNodeB Function Name=4G_SWISS_RELIEF,Local Cell ID=1,Cell Name=4G_SWISS_RELIEF-1,eNodeB ID=5068,Cell FDD TDD indication=CELL_FDD",808892.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,56343713224.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-06 21:00:00,"4G_PORTLOKO_II/Cell:eNodeB Function Name=4G_PORTLOKO_II,Local Cell ID=1,Cell Name=4G_PORTLOKO_II-1,eNodeB ID=5049,Cell FDD TDD indication=CELL_FDD",808888.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,34417226680.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-06 21:00:00,"4G_ALLENTOWN_II/Cell:eNodeB Function Name=4G_ALLENTOWN_II,Local Cell ID=3,Cell Name=4G_ALLENTOWN_II-3,eNodeB ID=5034,Cell FDD TDD indication=CELL_FDD",809081.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,50547326080.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-07 20:00:00,"4G_PORTLOKO_II/Cell:eNodeB Function Name=4G_PORTLOKO_II,Local Cell ID=1,Cell Name=4G_PORTLOKO_II-1,eNodeB ID=5049,Cell FDD TDD indication=CELL_FDD",808888.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,27502390328.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-07 22:00:00,"4G_SWISS_RELIEF/Cell:eNodeB Function Name=4G_SWISS_RELIEF,Local Cell ID=1,Cell Name=4G_SWISS_RELIEF-1,eNodeB ID=5068,Cell FDD TDD indication=CELL_FDD",808892.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,47083912152.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-07 23:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,34893009832.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-07 23:00:00,"4G_ALLENTOWN_II/Cell:eNodeB Function Name=4G_ALLENTOWN_II,Local Cell ID=3,Cell Name=4G_ALLENTOWN_II-3,eNodeB ID=5034,Cell FDD TDD indication=CELL_FDD",809081.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,46743088736.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-09 23:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,33361105048.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-09 23:00:00,"4G_PORTLOKO_II/Cell:eNodeB Function Name=4G_PORTLOKO_II,Local Cell ID=1,Cell Name=4G_PORTLOKO_II-1,eNodeB ID=5049,Cell FDD TDD indication=CELL_FDD",808888.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,10158790776.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-09 23:00:00,"4G_SWISS_RELIEF/Cell:eNodeB Function Name=4G_SWISS_RELIEF,Local Cell ID=1,Cell Name=4G_SWISS_RELIEF-1,eNodeB ID=5068,Cell FDD TDD indication=CELL_FDD",808892.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,43998913400.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-09 23:00:00,"4G_ALLENTOWN_II/Cell:eNodeB Function Name=4G_ALLENTOWN_II,Local Cell ID=3,Cell Name=4G_ALLENTOWN_II-3,eNodeB ID=5034,Cell FDD TDD indication=CELL_FDD",809081.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,27771095640.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-10 09:00:00,"4G_SWISS_RELIEF/Cell:eNodeB Function Name=4G_SWISS_RELIEF,Local Cell ID=1,Cell Name=4G_SWISS_RELIEF-1,eNodeB ID=5068,Cell FDD TDD indication=CELL_FDD",808892.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,49492606712.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-10 20:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,51284737016.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-10 22:00:00,"4G_ALLENTOWN_II/Cell:eNodeB Function Name=4G_ALLENTOWN_II,Local Cell ID=3,Cell Name=4G_ALLENTOWN_II-3,eNodeB ID=5034,Cell FDD TDD indication=CELL_FDD",809081.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,46431109392.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-10 23:00:00,"4G_PORTLOKO_II/Cell:eNodeB Function Name=4G_PORTLOKO_II,Local Cell ID=1,Cell Name=4G_PORTLOKO_II-1,eNodeB ID=5049,Cell FDD TDD indication=CELL_FDD",808888.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,28410420232.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-11 00:00:00,"4G_ALLENTOWN_II/Cell:eNodeB Function Name=4G_ALLENTOWN_II,Local Cell ID=3,Cell Name=4G_ALLENTOWN_II-3,eNodeB ID=5034,Cell FDD TDD indication=CELL_FDD",809081.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,38758686624.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-11 07:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,44869416896.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-11 12:00:00,"4G_SWISS_RELIEF/Cell:eNodeB Function Name=4G_SWISS_RELIEF,Local Cell ID=1,Cell Name=4G_SWISS_RELIEF-1,eNodeB ID=5068,Cell FDD TDD indication=CELL_FDD",808892.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,61527496088.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-11 21:00:00,"4G_PORTLOKO_II/Cell:eNodeB Function Name=4G_PORTLOKO_II,Local Cell ID=1,Cell Name=4G_PORTLOKO_II-1,eNodeB ID=5049,Cell FDD TDD indication=CELL_FDD",808888.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,17149275400.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-12 14:00:00,"4G_PORTLOKO_II/Cell:eNodeB Function Name=4G_PORTLOKO_II,Local Cell ID=1,Cell Name=4G_PORTLOKO_II-1,eNodeB ID=5049,Cell FDD TDD indication=CELL_FDD",808888.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,20250035000.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-12 18:00:00,"4G_SWISS_RELIEF/Cell:eNodeB Function Name=4G_SWISS_RELIEF,Local Cell ID=1,Cell Name=4G_SWISS_RELIEF-1,eNodeB ID=5068,Cell FDD TDD indication=CELL_FDD",808892.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,59836453464.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-12 20:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,42241305424.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-12 20:00:00,"4G_ALLENTOWN_II/Cell:eNodeB Function Name=4G_ALLENTOWN_II,Local Cell ID=3,Cell Name=4G_ALLENTOWN_II-3,eNodeB ID=5034,Cell FDD TDD indication=CELL_FDD",809081.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,39697001880.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-13 15:00:00,"4G_SWISS_RELIEF/Cell:eNodeB Function Name=4G_SWISS_RELIEF,Local Cell ID=1,Cell Name=4G_SWISS_RELIEF-1,eNodeB ID=5068,Cell FDD TDD indication=CELL_FDD",808892.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,48862791280.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-13 17:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,60313773840.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-13 22:00:00,"4G_PORTLOKO_II/Cell:eNodeB Function Name=4G_PORTLOKO_II,Local Cell ID=1,Cell Name=4G_PORTLOKO_II-1,eNodeB ID=5049,Cell FDD TDD indication=CELL_FDD",808888.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,34713170288.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-13 22:00:00,"4G_ALLENTOWN_II/Cell:eNodeB Function Name=4G_ALLENTOWN_II,Local Cell ID=3,Cell Name=4G_ALLENTOWN_II-3,eNodeB ID=5034,Cell FDD TDD indication=CELL_FDD",809081.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,41651484040.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-14 20:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,45506348256.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-14 20:00:00,"4G_SWISS_RELIEF/Cell:eNodeB Function Name=4G_SWISS_RELIEF,Local Cell ID=1,Cell Name=4G_SWISS_RELIEF-1,eNodeB ID=5068,Cell FDD TDD indication=CELL_FDD",808892.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,69023221504.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-14 21:00:00,"4G_PORTLOKO_II/Cell:eNodeB Function Name=4G_PORTLOKO_II,Local Cell ID=1,Cell Name=4G_PORTLOKO_II-1,eNodeB ID=5049,Cell FDD TDD indication=CELL_FDD",808888.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,33750728504.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-14 22:00:00,"4G_ALLENTOWN_II/Cell:eNodeB Function Name=4G_ALLENTOWN_II,Local Cell ID=3,Cell Name=4G_ALLENTOWN_II-3,eNodeB ID=5034,Cell FDD TDD indication=CELL_FDD",809081.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,31657710040.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-15 18:00:00,"4G_PORTLOKO_II/Cell:eNodeB Function Name=4G_PORTLOKO_II,Local Cell ID=1,Cell Name=4G_PORTLOKO_II-1,eNodeB ID=5049,Cell FDD TDD indication=CELL_FDD",808888.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,26960791192.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-15 21:00:00,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",808757.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,61796934704.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-15 22:00:00,"4G_SWISS_RELIEF/Cell:eNodeB Function Name=4G_SWISS_RELIEF,Local Cell ID=1,Cell Name=4G_SWISS_RELIEF-1,eNodeB ID=5068,Cell FDD TDD indication=CELL_FDD",808892.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,64027550000.0,1,"MAX(""1526728261"") as ""rule_1"""
2022-03-15 22:00:00,"4G_ALLENTOWN_II/Cell:eNodeB Function Name=4G_ALLENTOWN_II,Local Cell ID=3,Cell Name=4G_ALLENTOWN_II-3,eNodeB ID=5034,Cell FDD TDD indication=CELL_FDD",809081.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,39848645936.0,1,"MAX(""1526728261"") as ""rule_1"""
