begintime,sk_object,duration,integrity,M8035C0,M8035C1,M8035C2,M8035C3,M8035C4,M8035C5,M8035C6
2022-03-17,21509.0,1380.0,95.83333333333333,1263542.0,3277038.0,198.0,0.0,0.0,0.0,0.0
2022-03-18,21497.0,1440.0,100.0,3387221.0,9290216.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,21495.0,1440.0,100.0,878793.0,7322478.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,21507.0,1399.0,97.15277777777777,3267380.0,4561033.0,382.0,0.0,0.0,38750.0,2.0
2022-03-19,21503.0,1250.0,86.80555555555556,1863219.0,7645008.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,21494.0,1440.0,100.0,4029189.0,8933976.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,21495.0,1380.0,95.83333333333333,1299780.0,7839494.0,234.0,0.0,0.0,0.0,0.0
2022-03-14,21500.0,1440.0,100.0,4476148.0,5302769.0,340.0,0.0,0.0,0.0,0.0
2022-03-16,21499.0,1440.0,100.0,475388.0,7092665.0,5.0,0.0,0.0,0.0,0.0
2022-03-13,21504.0,1440.0,100.0,843612.0,7579731.0,1.0,0.0,0.0,0.0,0.0
2022-03-18,21501.0,1440.0,100.0,1086858.0,7693332.0,3.0,0.0,0.0,0.0,0.0
2022-03-15,21500.0,1440.0,100.0,4275186.0,5170127.0,446.0,0.0,0.0,1103562.0,1.0
2022-03-11,21507.0,1440.0,100.0,3571143.0,4850018.0,384.0,0.0,0.0,0.0,0.0
2022-03-18,21499.0,1440.0,100.0,506078.0,7335422.0,10.0,0.0,0.0,0.0,0.0
2022-03-17,21496.0,1380.0,95.83333333333333,2993204.0,4454383.0,23171.0,0.0,0.0,11338.0,5.0
2022-03-11,21500.0,1440.0,100.0,4684069.0,5545834.0,488.0,0.0,0.0,0.0,0.0
2022-03-16,21506.0,1440.0,100.0,326689.0,7010889.0,132.0,0.0,0.0,0.0,0.0
2022-03-13,21491.0,1440.0,100.0,456892.0,2684948.0,270.0,0.0,0.0,0.0,0.0
2022-03-16,21501.0,1440.0,100.0,1061696.0,7448349.0,34.0,0.0,0.0,0.0,0.0
2022-03-11,21508.0,1440.0,100.0,4328518.0,9894693.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,21503.0,1440.0,100.0,2122906.0,8548037.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,21497.0,1440.0,100.0,3286706.0,9026088.0,1.0,0.0,0.0,0.0,0.0
2022-03-14,21496.0,1440.0,100.0,2954405.0,4361211.0,1.0,0.0,0.0,0.0,0.0
2022-03-19,21494.0,1311.0,91.04166666666667,3626030.0,8959609.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,21503.0,1440.0,100.0,2143620.0,8620189.0,1.0,0.0,0.0,0.0,0.0
2022-03-11,21496.0,1440.0,100.0,3018823.0,4484547.0,6.0,0.0,0.0,0.0,0.0
2022-03-12,21501.0,1440.0,100.0,1242938.0,7952111.0,1.0,0.0,0.0,0.0,0.0
2022-03-12,21497.0,1440.0,100.0,3353100.0,9427996.0,1.0,0.0,0.0,0.0,0.0
2022-03-19,21506.0,1310.0,90.97222222222223,323503.0,6786978.0,7.0,0.0,0.0,0.0,0.0
2022-03-11,21501.0,1440.0,100.0,1186450.0,7857830.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,21493.0,1296.0,90.0,4374264.0,9042033.0,2.0,0.0,0.0,0.0,0.0
2022-03-13,21503.0,1440.0,100.0,2210165.0,8475879.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,21509.0,1380.0,95.83333333333333,1398862.0,3435193.0,2161.0,0.0,0.0,146256.0,4.0
