begintime,sk_object,duration,integrity,1593835835
2022-02-13,7733193.0,86400.0,100.0,3.13158251
2022-02-19,7733217.0,86400.0,100.0,2.273743591
2022-02-17,7733208.0,75600.0,87.5,1.993416102
2022-02-20,7733229.0,86400.0,100.0,3.4756061
2022-03-13,7733182.0,75600.0,87.5,2.094717454
2022-02-06,7733255.0,86400.0,100.0,2.213082732
2022-03-01,7733205.0,86400.0,100.0,1.872342221
2022-03-15,7733242.0,86400.0,100.0,2.030060795
2022-03-15,7733213.0,86400.0,100.0,1.877042495
2022-02-11,7733236.0,86400.0,100.0,3.04843608
2022-02-18,7733194.0,86400.0,100.0,1.962422511
2022-03-07,7733207.0,86400.0,100.0,2.274493642
2022-03-10,7733205.0,82800.0,95.83333333333333,1.79578501
2022-02-13,7733181.0,86400.0,100.0,2.157503061
2022-02-13,7733175.0,86400.0,100.0,2.95318913
2022-02-19,7733250.0,86400.0,100.0,3.01990023
2022-02-04,7733197.0,86400.0,100.0,3.25027388
2022-03-02,7733183.0,86400.0,100.0,1.944666669
2022-03-12,7733175.0,68400.0,79.16666666666667,2.3355
2022-02-17,7733230.0,75600.0,87.5,1.773811399
2022-03-15,10349407.0,86400.0,100.0,2.055339983
2022-03-03,7733218.0,86400.0,100.0,2.37556279
2022-02-20,7733237.0,86400.0,100.0,2.192720577
2022-03-15,7733228.0,86400.0,100.0,2.017904708
2022-03-11,7733190.0,86400.0,100.0,1.896448892
2022-03-07,7733197.0,86400.0,100.0,3.28990164
2022-03-07,7733239.0,86400.0,100.0,2.397912499
2022-03-01,7733202.0,82800.0,95.83333333333333,1.820120811
2022-03-06,7733211.0,79200.0,91.66666666666667,2.008268624
2022-02-06,7733254.0,86400.0,100.0,1.980555573
2022-02-10,7733208.0,86400.0,100.0,2.271010012
2022-02-04,7733199.0,82800.0,95.83333333333333,2.834540031
2022-02-03,7733231.0,86400.0,100.0,2.9279758
2022-03-14,7733204.0,86400.0,100.0,1.872665272
2022-02-03,7733193.0,86400.0,100.0,3.11279306
2022-03-10,7733172.0,82800.0,95.83333333333333,1.828018902
2022-02-06,7733245.0,86400.0,100.0,2.384663885
2022-02-11,7733199.0,86400.0,100.0,3.06208799
2022-02-17,7733178.0,75600.0,87.5,1.714147776
2022-02-19,7733175.0,86400.0,100.0,2.93294086
2022-03-14,7733211.0,86400.0,100.0,2.124364459
2022-02-18,7733218.0,86400.0,100.0,2.361792258
2022-02-17,7733232.0,75600.0,87.5,1.744254164
2022-02-13,7733254.0,86400.0,100.0,1.984407532
2022-03-14,7733235.0,82800.0,95.83333333333333,2.80033195
2022-03-15,7733208.0,86400.0,100.0,2.269745276
2022-03-01,7733232.0,86400.0,100.0,1.996725003
2022-02-17,7733183.0,72000.0,83.33333333333333,1.620003031
2022-03-13,7733217.0,75600.0,87.5,1.987358866
2022-02-04,7733180.0,86400.0,100.0,1.818913623
2022-03-01,7733244.0,86400.0,100.0,2.75232915
2022-03-09,7733205.0,3600.0,4.166666666666667,0.077423893
2022-03-01,7733172.0,86400.0,100.0,1.887093614
2022-03-01,7733185.0,86400.0,100.0,2.290599731
2022-03-06,7733207.0,79200.0,91.66666666666667,2.076198326
2022-02-04,7733188.0,86400.0,100.0,1.886458322
2022-02-17,7733211.0,75600.0,87.5,1.922886386
