begintime,sk_object,duration,integrity,M8038C0,M8038C1,M8038C2,M8038C3,M8038C4,M8038C5,M8038C6,M8038C7,M8038C8,M8038C9,M8038C10,M8038C11,M8038C12,M8038C13,M8038C14,M8038C15,M8038C16,M8038C17,M8038C18,M8038C19,M8038C20,M8038C21,M8038C22,M8038C23,M8038C24,M8038C25,M8038C26,M8038C27,M8038C28,M8038C29,M8038C30,M8038C31,M8038C32,M8038C33,M8038C34,M8038C35,M8038C36,M8038C37,M8038C38,M8038C39,M8038C40,M8038C41,M8038C42,M8038C43,M8038C44,M8038C45,M8038C46,M8038C47,M8038C48,M8038C49,M8038C50,M8038C51,M8038C52,M8038C53,M8038C54,M8038C55,M8038C56,M8038C57,M8038C58,M8038C59,M8038C60,M8038C61,M8038C62,M8038C63,M8038C64,M8038C65,M8038C66
2022-03-11,21634.0,1440.0,100.0,131246.0,86399.0,3081896875.0,1118702.0,183202184.0,1876211.0,3167094.0,86400000.0,3271802.0,86400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079968.0,1745.0,1114217904.0,1798795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83096.0,39.0,16257352320.0,626425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11682737.0,65281958.0,0.0,,1816.0,86399.0,0.0,101.17708333333333,86400.0,,,,,,,,,
2022-03-11,21635.0,1440.0,100.0,608193.0,86399.0,7183774559.0,5437574.0,1048054538.0,4596864.0,20573565.0,86400000.0,32540625.0,86400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400976.0,17012.0,6147359312.0,20476158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403568.0,689.0,17479437120.0,2856882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110559668.0,276126199.0,0.0,,649.0,86400.0,0.0,118.20833333333333,86400.0,,,,,,,,,
2022-03-11,21636.0,1440.0,100.0,1012180.0,86399.0,20953125201.0,5198756.0,3458743589.0,7477828.0,44716184.0,86400000.0,26083907.0,86400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30899040.0,55279.0,23786013816.0,16268980.0,377144.0,1314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12005928.0,7064.0,112527414416.0,11056106.0,1728.0,4.0,0.0,0.0,0.0,0.0,0.0,142531588.0,523352529.0,0.0,,140.0,86399.0,0.0,113.78125,86400.0,,,,,,,,,
2022-03-11,21637.0,1440.0,100.0,3865552.0,86399.0,61438643153.0,21997494.0,6256555460.0,27209430.0,194723095.0,86400000.0,499180457.0,86400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209207640.0,2904086.0,45129571552.0,389853698.0,0.0,0.0,6880.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128984328.0,165826.0,337936637064.0,59799624.0,0.0,0.0,19480.0,198.0,0.0,0.0,0.0,1710026325.0,1423434350.0,0.0,,1876.0,86400.0,0.0,593.3645833333334,86400.0,,,,,,,,,
2022-03-11,21638.0,1440.0,100.0,7280441.0,86399.0,78171302105.0,42056034.0,11667021155.0,46890694.0,996319545.0,86400000.0,465434641.0,86400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255670208.0,1507597.0,66930787656.0,287371784.0,0.0,0.0,798928.0,5835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511659488.0,1123902.0,472780687616.0,663776171.0,10816.0,81.0,22264.0,675.0,0.0,0.0,0.0,994632624.0,3115131269.0,0.0,,1866.0,86400.0,0.0,553.5729166666666,86400.0,,,,,,,,,
2022-03-11,21639.0,1440.0,100.0,3508735.0,86399.0,75657122557.0,20172880.0,9588377187.0,28632794.0,308642740.0,86400000.0,144939195.0,86400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218485480.0,163992.0,59423705520.0,89926712.0,6886896.0,7287.0,488224.0,2315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162184208.0,79451.0,545063803648.0,209136011.0,2596272.0,396.0,42664.0,150.0,0.0,0.0,0.0,537138770.0,2638679469.0,0.0,,2988.0,86400.0,0.0,210.53125,86400.0,,,,,,,,,
2022-03-11,21640.0,1440.0,100.0,4963564.0,86399.0,67350841354.0,25244212.0,10248194069.0,26294789.0,496958582.0,86400000.0,494601676.0,86400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431635792.0,2552750.0,61874704608.0,274114103.0,3471176.0,8634.0,355168.0,10157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2798768416.0,1399398.0,385191522600.0,299837246.0,9606464.0,6033.0,75616.0,666.0,0.0,0.0,0.0,897300550.0,2624738973.0,0.0,,1789.0,86400.0,0.0,492.0416666666667,86400.0,,,,,,,,,
2022-03-11,21641.0,1440.0,100.0,1305787.0,86399.0,23442411188.0,6759570.0,2919022922.0,5003928.0,67049173.0,86400000.0,59585037.0,86400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4032872.0,5550.0,17069517808.0,37441266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209712.0,154.0,72831525760.0,11174035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198936009.0,548187350.0,0.0,,5966.0,86400.0,0.0,136.66666666666666,86400.0,,,,,,,,,
2022-03-11,21642.0,1440.0,100.0,2048675.0,86399.0,33312915117.0,14169006.0,3980743950.0,12018347.0,79719243.0,86400000.0,87232225.0,86400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98494160.0,651499.0,22585993968.0,53853407.0,0.0,0.0,128264.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33274200.0,7088.0,95436755848.0,10858717.0,0.0,0.0,5248.0,4.0,0.0,0.0,0.0,284860297.0,722635716.0,0.0,,2248.0,86400.0,0.0,158.36458333333334,86400.0,,,,,,,,,
2022-03-11,21643.0,1440.0,100.0,1398032.0,86399.0,19502099811.0,10395338.0,3607900205.0,8497130.0,54686664.0,86400000.0,229995283.0,86400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18469672.0,51600.0,22339716312.0,35498415.0,0.0,0.0,108016.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30598472.0,9106.0,51108420232.0,7831122.0,0.0,0.0,736.0,2.0,0.0,0.0,0.0,271686834.0,535532510.0,0.0,,1444.0,86400.0,0.0,134.59375,86400.0,,,,,,,,,
