begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,L.Thrp.bits.DL,L.Cell.Unavail.Dur.Sys,L.E-RAB.SuccEst,L.E-RAB.AttEst,L.E-RAB.AbnormRel,L.E-RAB.NormRel,L.Thrp.bits.UL,L.Cell.Avail.Dur,L.Thrp.Time.Cell.DL.HighPrecision,L.Thrp.Time.Cell.UL.HighPrecision
2022-02-02 01:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,8478485800.0,0.0,1166.0,1166.0,0.0,1341.0,460697936.0,3600.0,895449.0,592641.0
2022-02-02 02:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,9706853280.0,0.0,1201.0,1202.0,0.0,1391.0,3274635624.0,3600.0,646730.0,603133.0
2022-02-02 03:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,3439294824.0,0.0,1219.0,1219.0,0.0,1304.0,163093944.0,3600.0,296000.0,350615.0
2022-02-02 04:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,1484137200.0,0.0,1028.0,1029.0,0.0,1124.0,141617144.0,3600.0,148133.0,159713.0
2022-02-02 05:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,4356873328.0,0.0,925.0,926.0,0.0,1107.0,1256331528.0,3600.0,396985.0,496985.0
2022-02-02 06:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,5211681224.0,0.0,1260.0,1262.0,2.0,1442.0,848421296.0,3600.0,331284.0,250529.0
2022-02-02 07:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,6266416544.0,0.0,1540.0,1542.0,0.0,1910.0,1046787240.0,3600.0,363328.0,247535.0
2022-02-02 08:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,17545445528.0,0.0,2784.0,2790.0,2.0,3207.0,1545953584.0,3600.0,975437.0,646133.0
2022-02-02 09:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,17797442456.0,0.0,3216.0,3219.0,6.0,3676.0,4663752768.0,3600.0,1078753.0,898957.0
2022-02-02 10:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,26228220328.0,0.0,3789.0,3802.0,3.0,4314.0,6058261544.0,3600.0,1470988.0,1344472.0
2022-02-02 11:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,17359925296.0,0.0,4181.0,4188.0,4.0,4893.0,2857561576.0,3600.0,1337012.0,1056880.0
2022-02-02 12:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,28783462136.0,0.0,4279.0,4296.0,2.0,4803.0,4455234096.0,3600.0,1609930.0,1248605.0
2022-02-02 13:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,33518375664.0,0.0,4770.0,4806.0,3.0,5185.0,4635069008.0,3600.0,1826573.0,1361585.0
2022-02-02 14:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,21595007760.0,0.0,4139.0,4169.0,9.0,4606.0,2187105672.0,3600.0,1262480.0,788670.0
2022-02-02 15:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,16730144256.0,0.0,3937.0,3959.0,19.0,4530.0,2206674896.0,3600.0,1182969.0,1119827.0
2022-02-02 16:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,20988291824.0,0.0,4012.0,4032.0,7.0,4527.0,1870264216.0,3600.0,1326187.0,992159.0
2022-02-02 17:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,20256548256.0,0.0,3459.0,3464.0,3.0,3972.0,3321889688.0,3600.0,1381808.0,979929.0
2022-02-02 18:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,30020871216.0,0.0,4006.0,4010.0,7.0,4675.0,1766720112.0,3600.0,2021397.0,977546.0
2022-02-02 19:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,27311008712.0,0.0,2985.0,2989.0,2.0,3608.0,2894440824.0,3600.0,1838606.0,970530.0
2022-02-02 20:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,7150223304.0,15.0,856.0,859.0,0.0,1008.0,544506984.0,3010.0,530929.0,276617.0
2022-02-02 21:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,26872548112.0,0.0,2794.0,2799.0,2.0,3223.0,4364637072.0,3600.0,2107065.0,1210450.0
2022-02-02 22:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,33473748504.0,0.0,2668.0,2669.0,6.0,3067.0,4403605408.0,3600.0,2399245.0,1398821.0
2022-02-02 23:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,31704762752.0,0.0,1980.0,1982.0,0.0,2353.0,2954908384.0,3600.0,2216060.0,1125391.0
2022-02-03 00:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,20848260240.0,0.0,1326.0,1326.0,1.0,1457.0,10113170416.0,3600.0,1229713.0,835648.0
2022-02-03 01:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,7946225000.0,0.0,1484.0,1484.0,0.0,1669.0,1120959112.0,3600.0,580616.0,376076.0
2022-02-03 02:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,6797623464.0,0.0,1492.0,1494.0,0.0,1628.0,434242648.0,3600.0,356286.0,209535.0
2022-02-03 03:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,3388971312.0,0.0,1131.0,1134.0,0.0,1317.0,258847584.0,3600.0,144597.0,111690.0
2022-02-03 04:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,7246322832.0,0.0,1315.0,1316.0,0.0,1447.0,770967472.0,3600.0,288249.0,203722.0
2022-02-03 05:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,2648449784.0,0.0,918.0,919.0,0.0,1090.0,752576040.0,3600.0,154543.0,113760.0
2022-02-03 06:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,4685172048.0,0.0,1151.0,1153.0,0.0,1406.0,495709856.0,3600.0,297418.0,170317.0
2022-02-03 07:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,16099132448.0,0.0,1651.0,1653.0,0.0,1941.0,1492960552.0,3600.0,899252.0,417952.0
2022-02-03 08:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,21968982360.0,0.0,2445.0,2451.0,9.0,2761.0,4540583752.0,3600.0,1285980.0,772266.0
2022-02-03 09:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,25560079240.0,0.0,3515.0,3535.0,4.0,3916.0,2213031944.0,3600.0,1392516.0,892066.0
2022-02-03 10:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,31059166872.0,0.0,3456.0,3471.0,7.0,3895.0,3773161512.0,3600.0,1897835.0,1325379.0
2022-02-03 11:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,26946382032.0,0.0,3756.0,3778.0,1.0,4208.0,5333201056.0,3600.0,1783782.0,1393871.0
2022-02-03 12:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,34500948760.0,0.0,3980.0,3992.0,7.0,4438.0,6750454024.0,3600.0,2226708.0,1560881.0
2022-02-03 13:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,27882753280.0,0.0,3694.0,3699.0,4.0,4131.0,3854093080.0,3600.0,2035514.0,1432278.0
2022-02-03 14:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,31993137376.0,0.0,4605.0,4610.0,6.0,5279.0,4092754168.0,3600.0,2213222.0,1287509.0
2022-02-03 15:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,23019261464.0,30.0,2421.0,2425.0,6.0,2820.0,3459952216.0,3110.0,1608113.0,796998.0
2022-02-11 04:00:00,Huawei,808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,13441544.0,0.0,100.0,100.0,0.0,100.0,7103776.0,3600.0,3556.0,7934.0
2022-02-03 16:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,8439413016.0,30.0,1622.0,1625.0,5.0,1873.0,1057922192.0,3045.0,550669.0,432862.0
2022-02-03 17:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,19992145568.0,5.0,3922.0,3946.0,4.0,4624.0,2009051480.0,3595.0,1557401.0,884765.0
2022-02-03 18:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,25955553160.0,0.0,3653.0,3668.0,4.0,4316.0,3446371184.0,3600.0,1813600.0,1002957.0
2022-02-03 19:00:00,Huawei,808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,32627522528.0,0.0,4156.0,4179.0,6.0,4825.0,4289421968.0,3600.0,2228950.0,1160613.0
