begintime,sk_object,duration,integrity,1593835641,1593835642,1593835643,1593835644,1593835645,1593835646,1593835849,1593835850,1593835851,1593835852
2022-03-06 05:00:00,878515.0,3600.0,100.0,,,,,1200.0,9.8983335,,,,
2022-03-12 13:00:00,878515.0,3600.0,100.0,,,,,1200.0,10.3475,,,,
2022-03-11 10:00:00,878516.0,3600.0,100.0,,,,,1201.0,10.22065,,,,
2022-02-20 20:00:00,878516.0,3600.0,100.0,,,,,1200.0,10.8925,,,,
2022-03-11 05:00:00,878516.0,3600.0,100.0,,,,,1200.0,9.1083336,,,,
2022-02-17 15:00:00,878515.0,3600.0,100.0,,,,,1200.0,10.440833,,,,
2022-02-12 11:00:00,878516.0,3600.0,100.0,,,,,1200.0,10.105,,,,
2022-02-17 14:00:00,878515.0,3600.0,100.0,,,,,1200.0,10.3125,,,,
2022-02-12 10:00:00,878515.0,3600.0,100.0,,,,,1200.0,10.590834,,,,
2022-03-15 08:00:00,878516.0,3600.0,100.0,,,,,1200.0,10.830833,,,,
2022-02-19 22:00:00,878515.0,3600.0,100.0,,,,,1200.0,10.468333,,,,
2022-02-12 23:00:00,878516.0,3600.0,100.0,,,,,1200.0,10.048333,,,,
2022-03-03 12:00:00,878515.0,3600.0,100.0,,,,,1200.0,11.624166,,,,
2022-03-07 03:00:00,878515.0,3600.0,100.0,,,,,1200.0,9.9975004,,,,
2022-03-01 23:00:00,878515.0,3600.0,100.0,,,,,1201.0,9.8393002,,,,
2022-02-05 02:00:00,878516.0,3600.0,100.0,,,,,1200.0,11.293333,,,,
2022-02-03 14:00:00,878515.0,3600.0,100.0,,,,,1201.0,11.551208,,,,
2022-02-03 04:00:00,878515.0,3600.0,100.0,,,,,1201.0,10.756037,,,,
2022-03-03 00:00:00,878515.0,3600.0,100.0,,,,,1200.0,11.1175,,,,
2022-02-20 21:00:00,878515.0,3600.0,100.0,,,,,1200.0,10.386666,,,,
2022-02-06 05:00:00,878516.0,3600.0,100.0,,,,,1200.0,10.026667,,,,
2022-03-13 09:00:00,878515.0,3600.0,100.0,,,,,1200.0,10.26,,,,
2022-02-08 06:00:00,878515.0,3600.0,100.0,,,,,1199.0,10.371977,,,,
2022-03-13 21:00:00,878515.0,3600.0,100.0,,,,,1200.0,10.073334,,,,
2022-03-01 09:00:00,878516.0,3600.0,100.0,,,,,1200.0,10.8375,,,,
2022-03-07 12:00:00,878515.0,3600.0,100.0,,,,,1200.0,11.371667,,,,
2022-03-11 02:00:00,878516.0,3600.0,100.0,,,,,1200.0,9.3658333,,,,
2022-03-01 02:00:00,878516.0,3600.0,100.0,,,,,1200.0,10.201667,,,,
2022-02-12 15:00:00,878515.0,3600.0,100.0,,,,,1200.0,10.28,,,,
