begintime,sk_object,duration,M8026C1,M8026C2,M8026C0,M8026C3,M8026C4,M8026C5,M8026C6,M8026C7,M8026C8,M8026C9,M8026C19,M8026C20,M8026C21,M8026C22,M8026C23,M8026C24,M8026C25,M8026C26,M8026C28,M8026C29,M8026C30,M8026C31,M8026C32,M8026C33,M8026C34,M8026C35,M8026C36,M8026C37,M8026C38,M8026C254,M8026C255,M8026C256,M8026C257,M8026C258,M8026C259,M8026C260,M8026C261,M8026C262,M8026C263,M8026C264,M8026C265,M8026C266,M8026C267,M8026C268,M8026C269,M8026C270,M8026C271,M8026C272,M8026C273,M8026C274,M8026C275,M8026C276,M8026C277,M8026C278,M8026C279,M8026C280,M8026C281,M8026C282,M8026C283,M8026C284,M8026C285,M8026C286,M8026C287,M8026C288,M8026C289,M8026C290,M8026C291,M8026C292,M8026C293,M8026C294,M8026C295,M8026C296,M8026C297,M8026C298,M8026C299,M8026C300,M8026C301,M8026C302,M8026C303,M8026C304,M8026C305,M8026C306,M8026C307,M8026C308
2022-03-11 21:47:00,2425.0,13,0.0,6954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0,1529221.0,0.0,38.0,0.0,1659.0,1536639.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,29.0,30.0,0.0,9.0,6954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65114.0,2969328.0,2658.0,206346.0,8961.0,100983.0,0.0,0.0,0.0,0.0,0.0,819673.0,3595985.0,1018248.0,819673.0,3352.0,4498.0,0.0,222099.0,1188.0,23070.0,9207.0,0.0,0.0,0.0,0.0,0.0,2807242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2427.0,13,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,728662.0,0.0,0.0,0.0,42.0,471203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16025.0,1144084.0,665.0,81291.0,3721.0,43891.0,0.0,0.0,0.0,0.0,0.0,183259.0,702600.0,218511.0,183259.0,1378.0,4149.0,0.0,118093.0,968.0,8441.0,12286.0,0.0,0.0,0.0,0.0,0.0,1123958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2431.0,13,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141272.0,0.0,0.0,0.0,0.0,159057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7273.0,441735.0,127.0,28533.0,794.0,5322.0,0.0,0.0,0.0,0.0,0.0,82836.0,341394.0,100756.0,82836.0,447.0,625.0,0.0,22892.0,297.0,900.0,2152.0,0.0,0.0,0.0,0.0,0.0,262832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2432.0,13,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,469308.0,0.0,0.0,0.0,193.0,443472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12624.0,1195993.0,192.0,56695.0,1166.0,17455.0,0.0,0.0,0.0,0.0,0.0,252862.0,987950.0,314240.0,252862.0,569.0,1892.0,0.0,57074.0,2406.0,4280.0,7647.0,0.0,0.0,0.0,0.0,0.0,580454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2437.0,13,0.0,2663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12195.0,808938.0,0.0,0.0,0.0,16092.0,831339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,0.0,0.0,2663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39277.0,1937103.0,1442.0,128089.0,5591.0,90673.0,0.0,0.0,0.0,0.0,0.0,416726.0,1731176.0,529970.0,416726.0,1949.0,3603.0,0.0,183809.0,1589.0,15722.0,7289.0,0.0,0.0,0.0,0.0,0.0,1753825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2444.0,13,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,408642.0,1.0,0.0,0.0,422.0,405749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,8.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27392.0,842874.0,518.0,34284.0,6723.0,18833.0,0.0,0.0,0.0,0.0,0.0,188199.0,826263.0,230807.0,188199.0,4967.0,2144.0,0.0,133151.0,3231.0,3411.0,23212.0,0.0,0.0,0.0,0.0,0.0,848947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2423.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,384526.0,0.0,0.0,0.0,22.0,275601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6051.0,539682.0,71.0,11886.0,425.0,2074.0,0.0,0.0,0.0,0.0,0.0,108568.0,343827.0,114379.0,108568.0,283.0,70.0,0.0,9483.0,488.0,401.0,2202.0,0.0,0.0,0.0,0.0,0.0,209835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2426.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103872.0,0.0,0.0,0.0,0.0,89597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.0,235897.0,21.0,18273.0,259.0,6581.0,0.0,0.0,0.0,0.0,0.0,38474.0,189507.0,44211.0,38474.0,188.0,1037.0,0.0,12201.0,234.0,137.0,1676.0,0.0,0.0,0.0,0.0,0.0,137689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2430.0,5,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,287758.0,0.0,0.0,0.0,124.0,139259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9189.0,422033.0,175.0,36551.0,568.0,9165.0,0.0,0.0,0.0,0.0,0.0,46275.0,172573.0,53168.0,46275.0,297.0,630.0,0.0,21003.0,74.0,2772.0,1594.0,0.0,0.0,0.0,0.0,0.0,238795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,2438.0,5,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2408.0,0.0,0.0,0.0,0.0,2188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,11649.0,1.0,806.0,19.0,618.0,0.0,0.0,0.0,0.0,0.0,319.0,1069.0,268.0,319.0,14.0,15.0,0.0,13560.0,194.0,87.0,503.0,0.0,0.0,0.0,0.0,0.0,18172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
