begintime,sk_object,1282423593,1282423595,1282423596,duration
2022-03-01 00:00:00,501459.0,0.0,33796.961,475.039,PT3600S
2022-03-01 01:00:00,501459.0,0.0,34120.525,151.475,PT3600S
2022-03-01 02:00:00,501459.0,0.0,34193.447,78.553,PT3600S
2022-03-01 03:00:00,501459.0,0.0,34204.722,67.278,PT3600S
2022-03-01 04:00:00,501459.0,0.0,34196.261,75.739,PT3600S
2022-03-01 05:00:00,501459.0,0.0,34082.564,189.436,PT3600S
2022-03-01 06:00:00,501459.0,0.0,33476.353,795.647,PT3600S
2022-03-01 07:00:00,501459.0,0.0,30655.347,3616.653,PT3600S
2022-03-01 08:00:00,501459.0,0.0,28535.125,5736.875,PT3600S
2022-03-01 09:00:00,501459.0,0.0,28084.183,6187.817,PT3600S
2022-03-01 10:00:00,501459.0,0.0,28338.9,5933.1,PT3600S
2022-03-01 11:00:00,501459.0,0.0,28735.953,5536.047,PT3600S
2022-03-01 12:00:00,501459.0,0.0,29142.817,5129.183,PT3600S
2022-03-01 13:00:00,501459.0,0.0,29501.921,4770.079,PT3600S
2022-03-01 14:00:00,501459.0,0.0,29208.494,5063.506,PT3600S
2022-03-01 15:00:00,501459.0,0.0,29269.181,5002.819,PT3600S
2022-03-01 16:00:00,501459.0,0.0,29441.836,4830.164,PT3600S
2022-03-01 17:00:00,501459.0,0.0,29230.058,5041.942,PT3600S
2022-03-01 18:00:00,501459.0,0.0,28625.669,5646.331,PT3600S
2022-03-01 19:00:00,501459.0,0.0,26623.861,7648.139,PT3600S
2022-03-01 20:00:00,501459.0,0.0,24343.336,9928.664,PT3600S
2022-03-01 21:00:00,501459.0,0.0,25623.289,8648.711,PT3600S
2022-03-01 22:00:00,501459.0,0.0,29383.569,4888.431,PT3600S
2022-03-01 23:00:00,501459.0,0.0,32503.508,1768.492,PT3600S
2022-03-02 00:00:00,501459.0,0.0,33782.842,489.158,PT3600S
2022-03-02 01:00:00,501459.0,0.0,34102.378,169.622,PT3600S
2022-03-02 02:00:00,501459.0,0.0,34199.083,72.917,PT3600S
2022-03-02 03:00:00,501459.0,0.0,34218.481,53.519,PT3600S
2022-03-02 04:00:00,501459.0,0.0,34206.278,65.722,PT3600S
2022-03-02 05:00:00,501459.0,0.0,34087.711,184.289,PT3600S
2022-03-02 06:00:00,501459.0,0.0,33527.025,744.975,PT3600S
2022-03-02 07:00:00,501459.0,0.0,30698.936,3573.064,PT3600S
2022-03-02 08:00:00,501459.0,0.0,28671.422,5600.578,PT3600S
2022-03-02 09:00:00,501459.0,0.0,28260.533,6011.467,PT3600S
2022-03-02 11:00:00,501459.0,0.0,28863.231,5408.769,PT3600S
2022-03-02 14:00:00,501459.0,0.0,29423.058,4848.942,PT3600S
2022-03-02 16:00:00,501459.0,0.0,29385.247,4886.753,PT3600S
2022-03-03 03:00:00,501459.0,0.0,34204.744,67.256,PT3600S
2022-03-02 10:00:00,501459.0,0.0,28408.203,5863.797,PT3600S
2022-03-02 12:00:00,501459.0,0.0,29106.653,5165.347,PT3600S
2022-03-02 13:00:00,501459.0,0.0,29553.153,4718.847,PT3600S
2022-03-02 15:00:00,501459.0,0.0,29349.625,4922.375,PT3600S
2022-03-02 17:00:00,501459.0,0.0,29023.892,5248.108,PT3600S
2022-03-02 18:00:00,501459.0,0.0,28526.278,5745.722,PT3600S
2022-03-02 19:00:00,501459.0,0.0,26492.072,7779.928,PT3600S
2022-03-02 20:00:00,501459.0,0.0,24539.117,9732.883,PT3600S
2022-03-02 21:00:00,501459.0,0.0,26178.844,8093.156,PT3600S
2022-03-02 22:00:00,501459.0,0.0,29821.939,4450.061,PT3600S
2022-03-02 23:00:00,501459.0,0.0,32606.628,1665.372,PT3600S
2022-03-03 00:00:00,501459.0,0.0,33796.469,475.531,PT3600S
2022-03-03 01:00:00,501459.0,0.0,34104.694,167.306,PT3600S
2022-03-03 02:00:00,501459.0,0.0,34183.892,88.108,PT3600S
2022-03-03 04:00:00,501459.0,0.0,34187.117,84.883,PT3600S
2022-03-03 05:00:00,501459.0,0.0,34081.481,190.519,PT3600S
2022-03-03 06:00:00,501459.0,0.0,33481.253,790.747,PT3600S
2022-03-03 07:00:00,501459.0,0.0,30596.25,3675.75,PT3600S
2022-03-03 08:00:00,501459.0,0.0,28333.517,5938.483,PT3600S
2022-03-03 09:00:00,501459.0,0.0,27967.106,6304.894,PT3600S
2022-03-03 10:00:00,501459.0,0.0,28306.906,5965.094,PT3600S
2022-03-03 11:00:00,501459.0,0.0,28722.544,5549.456,PT3600S
2022-03-03 12:00:00,501459.0,0.0,29181.908,5090.092,PT3600S
2022-03-03 13:00:00,501459.0,0.0,29535.908,4736.092,PT3600S
2022-03-03 14:00:00,501459.0,0.0,29429.908,4842.092,PT3600S
2022-03-03 15:00:00,501459.0,0.0,29481.306,4790.694,PT3600S
2022-03-03 16:00:00,501459.0,0.0,29488.547,4783.453,PT3600S
2022-03-03 17:00:00,501459.0,0.0,29148.714,5123.286,PT3600S
2022-03-03 18:00:00,501459.0,0.0,28558.436,5713.564,PT3600S
2022-03-03 19:00:00,501459.0,0.0,26470.042,7801.958,PT3600S
2022-03-03 20:00:00,501459.0,0.0,24285.436,9986.564,PT3600S
2022-03-03 21:00:00,501459.0,0.0,25815.261,8456.739,PT3600S
2022-03-03 22:00:00,501459.0,0.0,29723.878,4548.122,PT3600S
2022-03-03 23:00:00,501459.0,0.0,32645.561,1626.439,PT3600S
2022-03-06 02:00:00,501459.0,0.0,34122.769,149.231,PT3600S
2022-03-06 03:00:00,501459.0,0.0,34166.708,105.292,PT3600S
2022-03-06 04:00:00,501459.0,0.0,34164.264,107.736,PT3600S
