measObjLdn,duration,begin_time,20000324.0,20000325.0,20000326.0,20000327.0,20000328.0,20000329.0,20000330.0,20000331.0,20000332.0,20000333.0,20000334.0,20000335.0,20000336.0,20000337.0,20000338.0,20000339.0,20000340.0,20000341.0,20000342.0,20000343.0,20000344.0,20000345.0,20000362.0,20000363.0,20000364.0,20000365.0,20000366.0,20000367.0,20000368.0,20000369.0,20000370.0,20000371.0,20000372.0,20000373.0,20000374.0,20000375.0,20000376.0,20000377.0,20000378.0,20000379.0,20000380.0,20000381.0,20000398.0,20000399.0,20000400.0,20000401.0,20000402.0,20000403.0,20000404.0,20000405.0,20000406.0,20000407.0,20000408.0,20000409.0,20000410.0,20000411.0,20000412.0,20000413.0,20000415.0,20000416.0,20000417.0,20000418.0,20000419.0,20000420.0,20000421.0,20000422.0,20000423.0,20000424.0,20000425.0,20000426.0,20000427.0,20000428.0,20000429.0,20000430.0,20000431.0,20000432.0,20000433.0,20000434.0,20000435.0,20000436.0,20000437.0,20000438.0,20000439.0,20000440.0,20000441.0,20000442.0,20000443.0,20000444.0,20000445.0,20000446.0,20000447.0,20000448.0,20000449.0,20000450.0,20000451.0,20000452.0,20000453.0,20000454.0,20000455.0,20000456.0,20000457.0,20000458.0,20000459.0,20000460.0,20000461.0,20000462.0,20000463.0,20000464.0,20000465.0,20000466.0,20000467.0,20000468.0,20000469.0,20000470.0,20000471.0,20000472.0,20000473.0,20000474.0,20000475.0,20000476.0,20000477.0,20000478.0,20000479.0,20000480.0,20000481.0,20000482.0,20000483.0,20000484.0,20000485.0,20000486.0,20000487.0,20000488.0,20000489.0,20000490.0,20000491.0,20000492.0,20000493.0,20000494.0,20000495.0,20000496.0,20000497.0,20000498.0,20000499.0,20000500.0,20000501.0,20000502.0,20000503.0,20000504.0,20000505.0,20000506.0,20000507.0,20000508.0,20000509.0,20000510.0,20000511.0,20000512.0,20000513.0,20000514.0,20000515.0,20000516.0,20000517.0,20000518.0,20000519.0,20000520.0,20000521.0,20000522.0,20000571.0,20000572.0,20000573.0,20000574.0,20000575.0,20000576.0,20000577.0,20000578.0,20000579.0,20000580.0,20000581.0,20000582.0,20000583.0,20000584.0,20000585.0,20000586.0,20000587.0,20000588.0,20000589.0,20000590.0,20000591.0,20000592.0,20000593.0,20000594.0,20000595.0,20000596.0,20000597.0,20000598.0,20000599.0,20000600.0,20000601.0,20000602.0,20000603.0,20000604.0,20000605.0,20000606.0,20000607.0,20000608.0,20000609.0,20000610.0,20000611.0,20000612.0,20000613.0,20000614.0,20000615.0,20000616.0,20000617.0,20000618.0,20000619.0,20000620.0,20000621.0,20000622.0
"ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,HsDschResources=1",900.0,2021-09-26 19:15:00,256164,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,843,1800,0,0,1461,49058,346251,0,0,0,317742,0,0,0,0,0,0,0,0,0,0,0,33472,27,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9000,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504863,0,0,0,0,0,0,0,0,0,0,0,1282,0,0,0,1342871,0,0,0,0,0,0,0,0,0,0,0,3595,0,0,0,1168612,0,0,0,0,0,0,0,0,0,0,0,3411,329641,113285,10816,11132,0,0,0,29229546,0,0,0,0,0,0,0,0,0,0,0,811362,0,0,0,4086682,0,0,0,0,0,0,0,0,0,0,0,430268,40037,21730,16991,1070605,0,0,0,898279,0,0,0,0,0,0,0,0,0,0,0,97532,0,0,0,387633,0,0,0,0,0,0,0,0,0,0,0,35285,825,127464,137698,137900,0,0,0,2009541,0,0,0,0,0,0,0,0,0,0,0,8094
"ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,HsDschResources=1",900.0,2021-09-26 19:15:00,268613,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,948,1800,0,0,655,25915,296891,0,0,0,281535,0,0,0,0,0,0,0,0,0,0,0,30466,34,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9000,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164754,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,653417,0,0,0,0,0,0,0,0,0,0,0,3388,0,0,0,827907,0,0,0,0,0,0,0,0,0,0,0,3571,334781,112418,14303,10904,0,0,0,18993494,0,0,0,0,0,0,0,0,0,0,0,771656,0,0,0,2528722,0,0,0,0,0,0,0,0,0,0,0,351326,38732,16043,24023,1028758,0,0,0,886646,0,0,0,0,0,0,0,0,0,0,0,113364,0,0,0,319010,0,0,0,0,0,0,0,0,0,0,0,29574,849,157073,236403,132258,0,0,0,1101328,0,0,0,0,0,0,0,0,0,0,0,7707
"ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=1,HsDschResources=1",900.0,2021-09-26 19:15:00,156831,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,507,1800,0,0,810,17947,199390,0,0,0,183340,0,0,0,0,0,0,0,0,0,0,0,19421,27,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9000,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656579,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,774276,0,0,0,0,0,0,0,0,0,0,0,1705,0,0,0,865813,0,0,0,0,0,0,0,0,0,0,0,1791,163641,72702,5751,11532,0,0,0,12283514,0,0,0,0,0,0,0,0,0,0,0,530788,0,0,0,1559870,0,0,0,0,0,0,0,0,0,0,0,285250,21625,10453,24492,558122,0,0,0,446529,0,0,0,0,0,0,0,0,0,0,0,108617,0,0,0,173720,0,0,0,0,0,0,0,0,0,0,0,19743,298,65864,41707,147968,0,0,0,1106260,0,0,0,0,0,0,0,0,0,0,0,4495
"ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=2,HsDschResources=1",900.0,2021-09-26 19:15:00,192181,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,747,1800,0,0,1200,20529,241466,0,0,0,223933,0,0,0,0,0,0,0,0,0,0,0,20869,43,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9000,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745591,0,0,0,0,0,0,0,0,0,0,0,856,0,0,0,1150706,0,0,0,0,0,0,0,0,0,0,0,2318,0,0,0,1059627,0,0,0,0,0,0,0,0,0,0,0,2231,246560,117682,9202,11511,0,0,0,14101322,0,0,0,0,0,0,0,0,0,0,0,454822,0,0,0,1849448,0,0,0,0,0,0,0,0,0,0,0,237502,34959,10676,11002,719239,0,0,0,625670,0,0,0,0,0,0,0,0,0,0,0,99614,0,0,0,242170,0,0,0,0,0,0,0,0,0,0,0,20410,650,101326,98792,147375,0,0,0,1401920,0,0,0,0,0,0,0,0,0,0,0,4798
"ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=1,HsDschResources=1",900.0,2021-09-26 19:15:00,189237,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,856,1800,0,0,1247,16795,220846,0,0,0,200399,0,0,0,0,0,0,0,0,0,0,0,23901,11,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9000,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486835,0,0,0,0,0,0,0,0,0,0,0,928,0,0,0,1215839,0,0,0,0,0,0,0,0,0,0,0,2789,0,0,0,1103338,0,0,0,0,0,0,0,0,0,0,0,2772,187488,85452,8378,11381,0,0,0,16026798,0,0,0,0,0,0,0,0,0,0,0,552984,0,0,0,1256514,0,0,0,0,0,0,0,0,0,0,0,299502,26433,14932,24480,608198,0,0,0,501433,0,0,0,0,0,0,0,0,0,0,0,100970,0,0,0,210794,0,0,0,0,0,0,0,0,0,0,0,23786,588,94789,83006,144125,0,0,0,1351471,0,0,0,0,0,0,0,0,0,0,0,5957
"ManagedElement=1,NodeBFunction=1,Sector=3,Carrier=2,HsDschResources=1",900.0,2021-09-26 19:15:00,178763,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1004,1800,0,0,614,14759,209944,0,0,0,187367,0,0,0,0,0,0,0,0,0,0,0,31223,11,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9000,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249478,0,0,0,0,0,0,0,0,0,0,0,939,0,0,0,607798,0,0,0,0,0,0,0,0,0,0,0,2986,0,0,0,720306,0,0,0,0,0,0,0,0,0,0,0,3003,190835,79408,11695,10800,0,0,0,12269272,0,0,0,0,0,0,0,0,0,0,0,894948,0,0,0,1420006,0,0,0,0,0,0,0,0,0,0,0,444304,39408,8808,17629,605984,0,0,0,504041,0,0,0,0,0,0,0,0,0,0,0,100940,0,0,0,212640,0,0,0,0,0,0,0,0,0,0,0,31261,0,121976,159935,129600,0,0,0,890244,0,0,0,0,0,0,0,0,0,0,0,7316
"ManagedElement=1,NodeBFunction=1,Sector=4,Carrier=1,HsDschResources=1",900.0,2021-09-26 19:15:00,96710,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,484,1800,0,0,1213,7429,110852,0,0,0,101377,0,0,0,0,0,0,0,0,0,0,0,10789,16,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9000,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190113,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,1215421,0,0,0,0,0,0,0,0,0,0,0,1523,0,0,0,1055954,0,0,0,0,0,0,0,0,0,0,0,1502,62117,38143,4179,11743,0,0,0,3497990,0,0,0,0,0,0,0,0,0,0,0,223460,0,0,0,334230,0,0,0,0,0,0,0,0,0,0,0,119074,20409,6844,10206,237505,0,0,0,204554,0,0,0,0,0,0,0,0,0,0,0,32878,0,0,0,85902,0,0,0,0,0,0,0,0,0,0,0,10504,607,47839,22541,153261,0,0,0,1195511,0,0,0,0,0,0,0,0,0,0,0,2994
"ManagedElement=1,NodeBFunction=1,Sector=4,Carrier=2,HsDschResources=1",900.0,2021-09-26 19:15:00,106460,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,461,1800,0,0,968,8653,124887,0,0,0,113086,0,0,0,0,0,0,0,0,0,0,0,8554,7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9000,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790033,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,937153,0,0,0,0,0,0,0,0,0,0,0,1165,0,0,0,1096620,0,0,0,0,0,0,0,0,0,0,0,1183,51796,20962,3519,11709,0,0,0,2554652,0,0,0,0,0,0,0,0,0,0,0,200358,0,0,0,357048,0,0,0,0,0,0,0,0,0,0,0,108052,17019,8265,12144,256961,0,0,0,228263,0,0,0,0,0,0,0,0,0,0,0,24159,0,0,0,84548,0,0,0,0,0,0,0,0,0,0,0,8812,189,41823,15795,152343,0,0,0,1305513,0,0,0,0,0,0,0,0,0,0,0,2365
"ManagedElement=1,NodeBFunction=1,Sector=5,Carrier=1,HsDschResources=1",900.0,2021-09-26 19:15:00,102376,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,479,1800,0,0,356,5135,119312,0,0,0,113673,0,0,0,0,0,0,0,0,0,0,0,9121,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9000,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124132,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,360233,0,0,0,0,0,0,0,0,0,0,0,1388,0,0,0,357899,0,0,0,0,0,0,0,0,0,0,0,1383,61028,15007,6226,11702,0,0,0,4034178,0,0,0,0,0,0,0,0,0,0,0,258752,0,0,0,588674,0,0,0,0,0,0,0,0,0,0,0,128628,14185,6882,11510,364466,0,0,0,334859,0,0,0,0,0,0,0,0,0,0,0,49340,0,0,0,116164,0,0,0,0,0,0,0,0,0,0,0,9212,14,68626,46988,152154,0,0,0,442278,0,0,0,0,0,0,0,0,0,0,0,2768
