begintime,ne_name,vendor,ne_type,sk_object,aggregation,integrity,SINR_PUCCH_LEVEL_17,RSSI_PUCCH_LEVEL_07,UE_PWR_HEADROOM_PUSCH_LEVEL28,RSSI_CELL_PUCCH_LEVEL_4,SINR_PUCCH_LEVEL_11,RSSI_CELL_PUSCH_LEVEL_3,UE_PWR_HEADROOM_PUSCH_LEVEL3,UE_PWR_HEADROOM_PUSCH_LEVEL31,RSSI_CELL_PUCCH_LEVEL_2,RSSI_CELL_PUCCH_LEVEL_20,RSSI_CELL_PUCCH_LEVEL_6,RSSI_CELL_PUCCH_LEVEL_9,UE_PWR_HEADROOM_PUSCH_LEVEL26,RSSI_PUSCH_LEVEL_02,SINR_PUCCH_LEVEL_6,RSSI_PUCCH_LEVEL_08,UE_PWR_HEADROOM_PUSCH_LEVEL16,SINR_PUSCH_LEVEL_11,SINR_PUCCH_LEVEL_4,RSSI_CELL_PUSCH_LEVEL_6,SINR_PUSCH_LEVEL_7,RSSI_CELL_PUCCH_LEVEL_13,SINR_PUCCH_MIN,RSSI_PUSCH_LEVEL_14,RSSI_CELL_PUSCH_LEVEL_7,RSSI_PUCCH_LEVEL_01,RSSI_CELL_PUCCH_LEVEL_22,UE_PWR_HEADROOM_PUSCH_LEVEL32,RSSI_CELL_PUSCH_MIN,UE_PWR_HEADROOM_PUSCH_LEVEL8,RSSI_PUSCH_LEVEL_19,SINR_PUSCH_LEVEL_9,UE_PWR_HEADROOM_PUSCH_LEVEL29,SINR_PUCCH_LEVEL_1,RSSI_PUSCH_LEVEL_18,SINR_PUSCH_LEVEL_19,RSSI_PUSCH_LEVEL_22,SINR_PUSCH_LEVEL_16,SINR_PUCCH_LEVEL_21,UE_PWR_HEADROOM_PUSCH_LEVEL2,SINR_PUCCH_LEVEL_20,SINR_PUCCH_MAX,RSSI_PUCCH_LEVEL_18,SINR_PUSCH_LEVEL_14,UE_PWR_HEADROOM_PUSCH_LEVEL7,RSSI_PUSCH_LEVEL_09,RSSI_CELL_PUSCH_LEVEL_1,UE_PWR_HEADROOM_PUSCH_LEVEL19,SINR_PUSCH_LEVEL_4,UE_PWR_HEADROOM_PUSCH_LEVEL12,RSSI_PUCCH_LEVEL_03,RSSI_CELL_PUSCH_LEVEL_8,RSSI_CELL_PUCCH_LEVEL_16,SINR_PUCCH_LEVEL_10,UE_PWR_HEADROOM_PUSCH_MIN,SINR_PUSCH_AVG,UL_AMC_DOWNGRADE,UE_PWR_HEADROOM_PUSCH_LEVEL30,RSSI_CELL_PUCCH_LEVEL_12,RSSI_PUSCH_LEVEL_04,UE_PWR_HEADROOM_PUSCH_LEVEL1,SINR_PUSCH_LEVEL_2,RSSI_CELL_PUCCH_LEVEL_7,UE_PWR_HEADROOM_PUSCH_LEVEL11,SINR_PUSCH_LEVEL_17,RSSI_PUCCH_LEVEL_02,RSSI_PUCCH_LEVEL_10,RSSI_PUSCH_LEVEL_03,UE_PWR_HEADROOM_PUSCH_MAX,RSSI_PUSCH_LEVEL_08,SINR_PUSCH_LEVEL_1,RSSI_PUSCH_LEVEL_16,SINR_PUSCH_LEVEL_13,RSSI_CELL_PUSCH_LEVEL_2,RSSI_PUSCH_LEVEL_01,RSSI_PUCCH_MAX,SINR_PUSCH_LEVEL_22,RSSI_PUCCH_LEVEL_20,UE_PWR_HEADROOM_PUSCH_LEVEL27,RSSI_PUCCH_LEVEL_05,UE_PWR_HEADROOM_PUSCH_AVG,RSSI_CELL_PUCCH_LEVEL_8,SINR_PUSCH_LEVEL_21,RSSI_CELL_PUCCH_LEVEL_17,RSSI_CELL_PUCCH_LEVEL_19,RSSI_PUCCH_LEVEL_11,RSSI_PUCCH_MIN,RSSI_PUSCH_LEVEL_13,RSSI_CELL_PUCCH_LEVEL_18,UE_PWR_HEADROOM_PUSCH_LEVEL24,AVG_RTWP_RX_ANT_2,UE_PWR_HEADROOM_PUSCH_LEVEL15,SINR_PUCCH_LEVEL_3,SINR_PUSCH_LEVEL_20,SINR_PUCCH_LEVEL_8,SINR_PUCCH_LEVEL_2,UE_PWR_HEADROOM_PUSCH_LEVEL17,RSSI_CELL_PUSCH_LEVEL_5,UE_PWR_HEADROOM_PUSCH_LEVEL6,SINR_PUCCH_LEVEL_19,RSSI_PUCCH_LEVEL_12,SINR_PUCCH_LEVEL_13,SINR_PUCCH_LEVEL_12,AVG_RTWP_RX_ANT_1,RSSI_PUSCH_LEVEL_17,RSSI_PUCCH_AVG,SINR_PUCCH_LEVEL_15,SINR_PUCCH_LEVEL_9,UE_PWR_HEADROOM_PUSCH_LEVEL21,SINR_PUCCH_LEVEL_7,AVG_RTWP_RX_ANT_4,RSSI_PUSCH_MAX,SINR_PUSCH_LEVEL_10,SINR_PUCCH_LEVEL_22,SINR_PUSCH_LEVEL_12,RSSI_PUCCH_LEVEL_21,UE_PWR_HEADROOM_PUSCH_LEVEL9,RSSI_PUCCH_LEVEL_22,RSSI_PUCCH_LEVEL_19,RSSI_PUCCH_LEVEL_06,UE_PWR_HEADROOM_PUSCH_LEVEL20,RSSI_PUSCH_LEVEL_11,RSSI_CELL_PUCCH_LEVEL_1,UE_PWR_HEADROOM_PUSCH_LEVEL5,RSSI_CELL_PUCCH_LEVEL_15,RSSI_PUCCH_LEVEL_09,UE_PWR_HEADROOM_PUSCH_LEVEL10,UE_PWR_HEADROOM_PUSCH_LEVEL4,SINR_PUSCH_MAX,RSSI_CELL_PUSCH_LEVEL_10,SINR_PUCCH_LEVEL_14,RSSI_PUSCH_LEVEL_12,SINR_PUSCH_LEVEL_15,RSSI_PUCCH_LEVEL_14,RSSI_CELL_PUCCH_MEAN,RSSI_PUCCH_LEVEL_15,UL_AMC_UPGRADE,RSSI_CELL_PUCCH_LEVEL_14,UE_PWR_HEADROOM_PUSCH_LEVEL13,RSSI_CELL_PUCCH_MAX,RSSI_PUCCH_LEVEL_17,UE_PWR_HEADROOM_PUSCH_LEVEL18,SINR_PUSCH_LEVEL_5,SINR_PUCCH_LEVEL_16,UE_PWR_HEADROOM_PUSCH_LEVEL22,RSSI_CELL_PUCCH_LEVEL_5,RSSI_CELL_PUCCH_LEVEL_3,RSSI_CELL_PUCCH_MIN,RSSI_PUSCH_AVG,UE_PWR_HEADROOM_PUSCH_LEVEL14,RSSI_PUCCH_LEVEL_04,SINR_PUCCH_LEVEL_18,RSSI_PUSCH_LEVEL_07,RSSI_PUSCH_LEVEL_21,UL_IOT_PUSCH_DIST_BIN_3,SINR_PUCCH_AVG,AVG_RTWP_RX_ANT_3,RSSI_CELL_PUCCH_LEVEL_10,RSSI_CELL_PUCCH_LEVEL_11,UE_PWR_HEADROOM_PUSCH_LEVEL25,RSSI_CELL_PUCCH_LEVEL_21,RSSI_CELL_PUSCH_LEVEL_9,RSSI_PUSCH_LEVEL_10,RSSI_PUSCH_LEVEL_05,RSSI_CELL_PUSCH_MAX,RSSI_PUCCH_LEVEL_13,RSSI_CELL_PUSCH_MEAN,RSSI_CELL_PUSCH_LEVEL_4,RSSI_PUSCH_LEVEL_20,UE_PWR_HEADROOM_PUSCH_LEVEL23,RSSI_PUSCH_LEVEL_15,SINR_PUSCH_LEVEL_18,SINR_PUCCH_LEVEL_5,SINR_PUSCH_LEVEL_8,RSSI_PUSCH_MIN,SINR_PUSCH_MIN,SINR_PUSCH_LEVEL_3,RSSI_PUSCH_LEVEL_06,SINR_PUSCH_LEVEL_6,RSSI_PUCCH_LEVEL_16
2022-03-11,"MRBTS-5200,LNBTS-5200,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",563.0,dynamic,0.9027777777777778,70726.0,58498.0,0.0,42930.0,72289.0,5644.0,1844.0,0.0,23918.0,0.0,56539.0,35219.0,6.0,23164.0,10066.0,81092.0,5303.0,11838.0,3297.0,32953.0,19120.0,12135.0,-32.0,16589.0,27072.0,29354.0,0.0,2.0,-130.0,2694.0,1085.0,8136.0,0.0,12029.0,3373.0,16559.0,32.0,24786.0,1935.0,1375.0,6496.0,32.0,3519.0,20777.0,2456.0,11723.0,663242.0,899.0,6893.0,6962.0,13761.0,16565.0,526.0,53099.0,1.0,11.0,2374.0,0.0,43204.0,10888.0,1839.0,4664.0,50405.0,7206.0,16562.0,4736.0,72206.0,18664.0,63.0,10298.0,23664.0,11956.0,11541.0,4251.0,54089.0,-80.0,3370.0,469.0,0.0,25956.0,21.0,50414.0,6607.0,17.0,0.0,71577.0,-139.0,13898.0,0.0,19.0,,6019.0,6988.0,14103.0,30686.0,13150.0,2389.0,17760.0,2906.0,14722.0,60673.0,81839.0,74341.0,,8315.0,-103.0,63847.0,34287.0,66.0,21486.0,,-75.0,8840.0,256.0,9572.0,5.0,5361.0,0.0,940.0,44577.0,500.0,29983.0,356897.0,3705.0,1312.0,85358.0,5085.0,4504.0,37.0,12467.0,78846.0,23125.0,26992.0,39883.0,-106.0,60226.0,10761.0,5290.0,14077.0,-88.0,11871.0,1245.0,14782.0,68630.0,26.0,50729.0,35850.0,-130.0,-107.0,25877.0,17571.0,27968.0,10189.0,211.0,,13.0,,25349.0,40228.0,9.0,0.0,14945.0,19604.0,8379.0,-84.0,39047.0,-111.0,7404.0,1052.0,7.0,15346.0,15510.0,5516.0,13021.0,-139.0,-38.0,4251.0,9794.0,20169.0,31180.0
2022-03-11,"MRBTS-5200,LNBTS-5200,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",548.0,dynamic,0.9027777777777778,45598.0,407707.0,206.0,29996.0,326100.0,49999.0,7368.0,6.0,10135.0,0.0,83671.0,120702.0,518.0,109019.0,201846.0,433352.0,25644.0,128090.0,137505.0,103650.0,176287.0,28941.0,-40.0,61882.0,84091.0,137146.0,0.0,0.0,-130.0,52509.0,2575.0,137574.0,88.0,192366.0,8447.0,28080.0,100.0,76591.0,2523.0,4240.0,7731.0,36.0,10177.0,111481.0,46484.0,142157.0,119994.0,8085.0,90179.0,58017.0,82890.0,83219.0,3838.0,342687.0,1.0,5.0,17718.0,66.0,42464.0,184742.0,3346.0,61115.0,103868.0,64859.0,58486.0,44467.0,310702.0,187167.0,61.0,128994.0,173498.0,23012.0,119203.0,41685.0,258715.0,-79.0,4618.0,5117.0,342.0,231505.0,20.0,123730.0,7224.0,1224.0,0.0,298916.0,-139.0,68808.0,1.0,3456.0,,36978.0,115871.0,16501.0,305987.0,121369.0,18397.0,83165.0,38217.0,16213.0,205342.0,234918.0,254031.0,,15844.0,-106.0,115607.0,298862.0,5038.0,262224.0,,-75.0,134360.0,1144.0,109635.0,2494.0,55506.0,53.0,5251.0,366152.0,8424.0,123419.0,36257.0,28118.0,7232.0,408301.0,64506.0,23153.0,37.0,51584.0,185643.0,104327.0,86841.0,96658.0,-103.0,74051.0,48952.0,8889.0,44426.0,-81.0,29753.0,8838.0,124757.0,77274.0,5241.0,53493.0,19135.0,-130.0,-110.0,46586.0,128086.0,27066.0,130370.0,463.0,,5.0,,85646.0,71774.0,590.0,1.0,73644.0,123166.0,179432.0,-84.0,145026.0,-106.0,61712.0,1140.0,7040.0,44532.0,39002.0,182447.0,173880.0,-139.0,-43.0,62296.0,162463.0,141076.0,31866.0
2022-03-11,"MRBTS-5200,LNBTS-5200,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",569.0,dynamic,0.9027777777777778,43541.0,166773.0,1.0,41879.0,205272.0,15030.0,2477.0,0.0,17727.0,0.0,107775.0,109853.0,0.0,23260.0,34136.0,254129.0,20176.0,20560.0,16311.0,21463.0,22980.0,2965.0,-39.0,58147.0,26457.0,77018.0,0.0,58.0,-130.0,10871.0,6878.0,15420.0,0.0,37194.0,19466.0,77343.0,119.0,35807.0,234.0,2206.0,1575.0,35.0,552.0,23048.0,10210.0,21143.0,474997.0,11755.0,20159.0,34359.0,23320.0,33351.0,65.0,162375.0,1.0,12.0,4275.0,0.0,11673.0,17222.0,2102.0,33024.0,120002.0,21572.0,48157.0,14599.0,268149.0,23643.0,63.0,20841.0,64573.0,50104.0,21229.0,14095.0,163935.0,-78.0,21054.0,58.0,0.0,75990.0,25.0,136695.0,33490.0,10.0,0.0,226650.0,-139.0,41359.0,6.0,33.0,,23691.0,17148.0,61285.0,81024.0,26776.0,24336.0,15540.0,7128.0,6635.0,145136.0,283717.0,235953.0,,37005.0,-105.0,163235.0,104994.0,3437.0,54477.0,,-73.0,17650.0,108.0,19068.0,8.0,11171.0,7.0,142.0,143976.0,11565.0,27558.0,90414.0,4311.0,163.0,313272.0,11019.0,3972.0,38.0,51646.0,258658.0,38458.0,24898.0,38594.0,-107.0,19666.0,21096.0,750.0,36354.0,-86.0,2129.0,12517.0,17657.0,101732.0,1261.0,71082.0,29836.0,-130.0,-106.0,27022.0,35790.0,16434.0,18492.0,399.0,,11.0,,58483.0,31619.0,5.0,0.0,44989.0,20186.0,16844.0,-84.0,65794.0,-105.0,11827.0,2037.0,518.0,75405.0,54351.0,25687.0,20355.0,-139.0,-44.0,28607.0,18433.0,20219.0,5464.0
2022-03-11,"MRBTS-5200,LNBTS-5200,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",536.0,dynamic,0.9027777777777778,77071.0,673025.0,17.0,1599.0,534445.0,14965.0,11262.0,0.0,364.0,18.0,13005.0,129320.0,181.0,56065.0,536001.0,921016.0,57489.0,246839.0,355113.0,45934.0,165087.0,69482.0,-47.0,216049.0,58830.0,173376.0,0.0,0.0,-130.0,83142.0,4328.0,186877.0,2.0,270426.0,14233.0,77013.0,39.0,210459.0,2124.0,5213.0,5233.0,37.0,42117.0,256611.0,67546.0,273650.0,30512.0,16079.0,62915.0,144818.0,94959.0,90614.0,10463.0,620305.0,1.0,9.0,26900.0,0.0,118738.0,143251.0,1719.0,43351.0,30533.0,158261.0,178485.0,63431.0,710905.0,107075.0,57.0,245766.0,218294.0,79492.0,256015.0,9485.0,253544.0,-75.0,6040.0,12522.0,128.0,304922.0,21.0,75261.0,12770.0,9338.0,3652.0,592826.0,-139.0,224862.0,14788.0,401.0,,77171.0,244679.0,36976.0,717209.0,197397.0,39002.0,30502.0,56214.0,15141.0,449289.0,305041.0,372747.0,,36186.0,-105.0,133870.0,622508.0,4443.0,663712.0,,-75.0,222203.0,1934.0,230089.0,7307.0,112171.0,21710.0,23094.0,531621.0,8577.0,281949.0,2942.0,41346.0,27212.0,979409.0,158826.0,24022.0,37.0,124408.0,217054.0,276121.0,213792.0,215580.0,-97.0,146384.0,86893.0,47848.0,156279.0,-82.0,56901.0,30244.0,97615.0,105160.0,1505.0,4474.0,780.0,-130.0,-105.0,111957.0,149741.0,38668.0,192809.0,413.0,,4.0,,131716.0,139431.0,489.0,0.0,121785.0,254483.0,177068.0,-83.0,270937.0,-102.0,19579.0,1343.0,726.0,156452.0,115361.0,491041.0,193380.0,-139.0,-40.0,39507.0,194241.0,119740.0,85807.0
2022-03-11,"MRBTS-5200,LNBTS-5200,LNCEL-31,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",541.0,dynamic,0.9027777777777778,56244.0,159561.0,3.0,42850.0,181521.0,31344.0,14505.0,0.0,20379.0,8637.0,98938.0,93737.0,4.0,99579.0,26195.0,214636.0,9787.0,42540.0,16044.0,21828.0,76362.0,3388.0,-38.0,38386.0,22782.0,127658.0,2121.0,29.0,-130.0,16686.0,3777.0,42042.0,0.0,57119.0,9096.0,45840.0,69.0,31454.0,6268.0,7396.0,26236.0,32.0,2817.0,28868.0,18245.0,29225.0,506034.0,9007.0,69864.0,15260.0,23375.0,27925.0,5178.0,134182.0,1.0,4.0,9569.0,0.0,8133.0,47760.0,12375.0,40480.0,102748.0,13662.0,36752.0,13996.0,219593.0,72928.0,63.0,33864.0,169446.0,32390.0,29764.0,37042.0,431043.0,-68.0,10353.0,5314.0,1.0,77658.0,18.0,116279.0,18280.0,8004.0,9557.0,195390.0,-139.0,31962.0,10230.0,31.0,,8158.0,29797.0,39083.0,64863.0,59730.0,5889.0,22389.0,15979.0,23952.0,138144.0,235102.0,191420.0,,20154.0,-105.0,158402.0,88302.0,4321.0,43118.0,,-73.0,45014.0,1419.0,31592.0,7694.0,26876.0,37440.0,3368.0,133138.0,7572.0,27851.0,117884.0,15533.0,3974.0,257457.0,16022.0,16427.0,38.0,30873.0,227041.0,32767.0,25880.0,35177.0,-96.0,12912.0,26499.0,2753.0,13610.0,-76.0,3490.0,5039.0,95147.0,123548.0,413.0,70121.0,32269.0,-130.0,-114.0,7400.0,38261.0,16620.0,36498.0,172.0,,11.0,,46552.0,21168.0,4.0,6064.0,30866.0,24853.0,46498.0,-85.0,74413.0,-107.0,23190.0,1188.0,116.0,43948.0,35568.0,21031.0,56707.0,-139.0,-38.0,45338.0,46099.0,93733.0,6662.0
2022-03-11,"MRBTS-5200,LNBTS-5200,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",532.0,dynamic,0.9027777777777778,55906.0,167969.0,2.0,49791.0,217416.0,80609.0,1907.0,0.0,21167.0,1.0,97712.0,88853.0,29.0,94884.0,43206.0,246148.0,14502.0,61354.0,24170.0,39673.0,146717.0,10135.0,-44.0,52228.0,43964.0,132825.0,3.0,0.0,-130.0,25581.0,1191.0,94554.0,0.0,91015.0,5412.0,32495.0,12.0,49470.0,4.0,560.0,320.0,29.0,3142.0,41878.0,21150.0,46493.0,294784.0,1193.0,42483.0,23084.0,19234.0,50224.0,21.0,174319.0,1.0,5.0,11508.0,0.0,18244.0,161633.0,237.0,26444.0,96161.0,26340.0,54582.0,10867.0,215192.0,186412.0,54.0,52767.0,163126.0,24256.0,44478.0,66553.0,182285.0,-80.0,3982.0,8.0,5.0,61822.0,20.0,108952.0,9730.0,10.0,3.0,186864.0,-139.0,53672.0,9.0,151.0,,18645.0,30691.0,22828.0,95829.0,44994.0,3390.0,48349.0,15513.0,9010.0,150927.0,208503.0,201848.0,,16919.0,-105.0,114762.0,117049.0,422.0,66074.0,,-76.0,78433.0,0.0,44113.0,9.0,25830.0,0.0,1103.0,126386.0,929.0,43125.0,129669.0,8890.0,291.0,258695.0,24343.0,6169.0,37.0,34033.0,174579.0,58137.0,38818.0,57827.0,-106.0,35112.0,26548.0,4106.0,26993.0,-73.0,10737.0,1520.0,71157.0,90120.0,147.0,74836.0,36939.0,-130.0,-111.0,17161.0,31265.0,28454.0,61877.0,108.0,,9.0,,54982.0,39077.0,109.0,0.0,48738.0,35572.0,127567.0,-84.0,88854.0,-107.0,63829.0,268.0,253.0,37086.0,40427.0,34612.0,138858.0,-139.0,-46.0,25725.0,92653.0,102905.0,17895.0
2022-03-12,"MRBTS-5084,LNBTS-5084,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",570.0,dynamic,0.3472222222222222,6.0,1111.0,0.0,1175.0,941.0,72.0,59.0,0.0,147.0,0.0,858.0,12.0,0.0,140.0,664.0,1448.0,2.0,88.0,58.0,452.0,99.0,0.0,-18.0,93.0,242.0,1116.0,0.0,0.0,-130.0,3.0,0.0,198.0,0.0,96.0,14.0,67.0,0.0,383.0,0.0,59.0,0.0,23.0,0.0,77.0,0.0,27.0,831635.0,3.0,10246.0,25.0,584.0,100.0,0.0,166.0,1.0,-6.0,21.0,0.0,0.0,202.0,1707.0,9599.0,36.0,51.0,181.0,672.0,600.0,132.0,42.0,66.0,6280.0,46.0,30.0,219.0,41203.0,-93.0,18.0,0.0,0.0,61.0,5.0,17.0,35.0,0.0,0.0,33.0,-137.0,118.0,0.0,0.0,,21.0,83.0,49.0,169.0,145.0,2.0,166.0,6.0,0.0,18.0,1825.0,939.0,,33.0,-111.0,27.0,69.0,5.0,716.0,,-80.0,205.0,0.0,67.0,0.0,1.0,0.0,0.0,146.0,4.0,316.0,828389.0,1.0,0.0,1355.0,10.0,184.0,34.0,57.0,804.0,360.0,229.0,9.0,-130.0,1.0,240.0,0.0,67.0,-101.0,0.0,2.0,1789.0,25.0,1.0,1432.0,1052.0,-130.0,-125.0,7.0,28.0,1.0,50.0,1.0,,8.0,,11.0,1.0,0.0,0.0,70.0,104.0,232.0,-93.0,11.0,-130.0,28.0,2.0,0.0,60.0,125.0,459.0,226.0,-139.0,-21.0,13175.0,171.0,204.0,0.0
2022-03-12,"MRBTS-5084,LNBTS-5084,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",538.0,dynamic,0.3472222222222222,18510.0,44194.0,0.0,52992.0,38225.0,4647.0,298.0,0.0,15138.0,0.0,51630.0,21322.0,2841.0,1779.0,2378.0,104310.0,2131.0,1949.0,711.0,14706.0,1791.0,35745.0,-36.0,13133.0,12451.0,10950.0,0.0,0.0,-130.0,194.0,75.0,1150.0,1.0,4211.0,25882.0,14560.0,21.0,17897.0,9859.0,52.0,33420.0,31.0,5653.0,8823.0,75.0,8829.0,660518.0,376.0,2447.0,8370.0,4434.0,12391.0,0.0,39529.0,2.0,20.0,724.0,0.0,45319.0,984.0,1.0,4478.0,35211.0,7447.0,18662.0,2712.0,45414.0,1819.0,56.0,4861.0,15528.0,20697.0,4990.0,2205.0,30486.0,-86.0,48891.0,0.0,72.0,35869.0,35.0,31153.0,23540.0,0.0,0.0,35481.0,-139.0,14386.0,0.0,5137.0,,4641.0,1882.0,24691.0,7384.0,3705.0,1781.0,12558.0,25.0,47407.0,31806.0,106624.0,53406.0,,28314.0,-103.0,47595.0,12502.0,974.0,5134.0,,-76.0,1234.0,60.0,2708.0,0.0,762.0,0.0,0.0,33262.0,477.0,17782.0,428428.0,59.0,44.0,92044.0,3488.0,206.0,38.0,18092.0,88376.0,18112.0,13488.0,8673.0,-106.0,39415.0,7407.0,7222.0,3709.0,-93.0,36192.0,1143.0,2943.0,41221.0,17358.0,55206.0,24621.0,-130.0,-100.0,10741.0,9037.0,17865.0,2625.0,23.0,,15.0,,6878.0,22141.0,4553.0,0.0,14741.0,13875.0,1071.0,-88.0,14877.0,-108.0,7281.0,48.0,16978.0,25099.0,14765.0,1658.0,1935.0,-139.0,-31.0,2687.0,1816.0,2560.0,27339.0
2022-03-12,"MRBTS-5084,LNBTS-5084,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",555.0,dynamic,0.3472222222222222,2154.0,4762.0,0.0,4053.0,4258.0,1014.0,523.0,0.0,2541.0,0.0,3626.0,5339.0,0.0,1174.0,261.0,5487.0,123.0,1065.0,25.0,1237.0,1135.0,3.0,-21.0,107.0,331.0,3781.0,0.0,0.0,-130.0,475.0,6.0,1017.0,0.0,1413.0,6.0,120.0,51.0,542.0,0.0,53.0,0.0,24.0,2.0,1099.0,1052.0,1085.0,824136.0,0.0,862.0,9.0,184.0,222.0,0.0,2950.0,1.0,4.0,192.0,0.0,21.0,1012.0,42.0,737.0,4536.0,12.0,255.0,311.0,4058.0,1126.0,34.0,1126.0,3219.0,363.0,1110.0,901.0,6689.0,-87.0,49.0,0.0,0.0,1944.0,13.0,8656.0,338.0,0.0,0.0,5659.0,-139.0,150.0,0.0,0.0,,328.0,592.0,474.0,2105.0,1984.0,3.0,3206.0,235.0,0.0,10070.0,7156.0,6194.0,,316.0,-105.0,4788.0,2630.0,0.0,952.0,,-72.0,2576.0,0.0,1024.0,0.0,167.0,0.0,0.0,2912.0,0.0,888.0,795451.0,222.0,0.0,2977.0,141.0,377.0,35.0,198.0,6270.0,342.0,873.0,890.0,-122.0,19.0,631.0,2.0,4.0,-94.0,3.0,12.0,932.0,3970.0,0.0,2866.0,4459.0,-130.0,-114.0,5.0,500.0,32.0,962.0,45.0,,11.0,,1460.0,37.0,0.0,0.0,163.0,977.0,2539.0,-85.0,4202.0,-125.0,942.0,36.0,0.0,134.0,120.0,48.0,1145.0,-139.0,-21.0,601.0,1175.0,1016.0,21.0
2022-03-12,"MRBTS-5084,LNBTS-5084,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",558.0,dynamic,0.3472222222222222,1514.0,72237.0,0.0,55523.0,77360.0,8577.0,35.0,0.0,40815.0,0.0,72897.0,3962.0,2.0,6958.0,14176.0,79707.0,2668.0,11568.0,4642.0,19766.0,7054.0,23.0,-36.0,22697.0,20873.0,37477.0,0.0,0.0,-130.0,2941.0,884.0,7404.0,0.0,16667.0,1692.0,17638.0,13.0,21186.0,0.0,30.0,1.0,27.0,0.0,15986.0,1895.0,13795.0,675836.0,200.0,3860.0,4681.0,9694.0,20644.0,0.0,67682.0,2.0,11.0,2106.0,0.0,81.0,7295.0,10.0,3812.0,35191.0,5442.0,23478.0,4275.0,65543.0,7876.0,50.0,10292.0,36383.0,8754.0,12643.0,5931.0,49049.0,-89.0,1551.0,0.0,0.0,32417.0,23.0,17907.0,2947.0,0.0,0.0,32235.0,-139.0,21747.0,0.0,15.0,,4282.0,9497.0,11502.0,33424.0,17441.0,1361.0,13681.0,916.0,24.0,12013.0,78300.0,69403.0,,2842.0,-108.0,20659.0,42412.0,119.0,22317.0,,-76.0,7753.0,0.0,10416.0,0.0,3158.0,0.0,0.0,74444.0,308.0,18442.0,472404.0,395.0,1.0,107025.0,4410.0,346.0,36.0,13319.0,54640.0,22886.0,16142.0,964.0,-115.0,360.0,17684.0,5.0,4180.0,-93.0,3.0,679.0,5990.0,7529.0,111.0,79772.0,53052.0,-130.0,-107.0,5913.0,17292.0,243.0,12015.0,32.0,,8.0,,982.0,445.0,0.0,0.0,19528.0,14420.0,7439.0,-86.0,2454.0,-112.0,10531.0,139.0,253.0,18328.0,20970.0,10245.0,8144.0,-139.0,-36.0,2683.0,7977.0,6462.0,36.0
