begintime,sk_object,duration,integrity,M8076C0
2022-03-11 00:00:00,22714.0,60.0,100.0,1924.0
2022-03-11 00:00:00,22715.0,60.0,100.0,2019.0
2022-03-11 00:00:00,22716.0,60.0,100.0,1928.0
2022-03-11 00:00:00,22717.0,60.0,100.0,1928.0
2022-03-11 00:00:00,22718.0,60.0,100.0,1903.0
2022-03-11 00:00:00,22719.0,60.0,100.0,1936.0
2022-03-11 00:00:00,22720.0,60.0,100.0,1976.0
2022-03-11 00:00:00,22721.0,60.0,100.0,1925.0
2022-03-11 00:00:00,22722.0,60.0,100.0,1948.0
2022-03-11 00:00:00,22723.0,60.0,100.0,1935.0
2022-03-11 00:00:00,22724.0,60.0,100.0,1554.0
2022-03-11 00:00:00,22725.0,60.0,100.0,1911.0
2022-03-11 00:00:00,22726.0,60.0,100.0,1952.0
2022-03-11 00:00:00,22727.0,60.0,100.0,2024.0
2022-03-11 00:00:00,22728.0,60.0,100.0,1948.0
2022-03-11 00:00:00,22729.0,60.0,100.0,1875.0
2022-03-11 00:00:00,22730.0,60.0,100.0,2022.0
2022-03-11 00:00:00,22731.0,60.0,100.0,1983.0
2022-03-11 00:00:00,22732.0,60.0,100.0,1825.0
2022-03-11 01:00:00,22714.0,60.0,100.0,1923.0
2022-03-11 01:00:00,22715.0,60.0,100.0,2009.0
2022-03-11 01:00:00,22716.0,60.0,100.0,1920.0
2022-03-11 01:00:00,22717.0,60.0,100.0,1920.0
2022-03-11 01:00:00,22718.0,60.0,100.0,1903.0
2022-03-11 01:00:00,22719.0,60.0,100.0,1936.0
2022-03-11 01:00:00,22720.0,60.0,100.0,1968.0
2022-03-11 01:00:00,22721.0,60.0,100.0,1925.0
2022-03-11 01:00:00,22722.0,60.0,100.0,1947.0
2022-03-11 01:00:00,22723.0,60.0,100.0,1935.0
2022-03-11 01:00:00,22724.0,60.0,100.0,1553.0
2022-03-11 01:00:00,22725.0,60.0,100.0,1898.0
2022-03-11 01:00:00,22726.0,60.0,100.0,1952.0
2022-03-11 01:00:00,22727.0,60.0,100.0,2022.0
2022-03-11 01:00:00,22728.0,60.0,100.0,1947.0
2022-03-11 01:00:00,22729.0,60.0,100.0,1875.0
2022-03-11 01:00:00,22730.0,60.0,100.0,2013.0
2022-03-11 01:00:00,22731.0,60.0,100.0,1984.0
2022-03-11 01:00:00,22732.0,60.0,100.0,1818.0
2022-03-11 02:00:00,22714.0,60.0,100.0,1922.0
2022-03-11 02:00:00,22715.0,60.0,100.0,2002.0
2022-03-11 02:00:00,22716.0,60.0,100.0,1921.0
2022-03-11 02:00:00,22717.0,60.0,100.0,1920.0
2022-03-11 02:00:00,22718.0,60.0,100.0,1903.0
2022-03-11 02:00:00,22719.0,60.0,100.0,1936.0
2022-03-11 02:00:00,22720.0,60.0,100.0,1967.0
2022-03-11 02:00:00,22721.0,60.0,100.0,1925.0
2022-03-11 02:00:00,22722.0,60.0,100.0,1946.0
2022-03-11 02:00:00,22723.0,60.0,100.0,1935.0
2022-03-11 02:00:00,22724.0,60.0,100.0,1553.0
2022-03-11 02:00:00,22725.0,60.0,100.0,1898.0
2022-03-11 02:00:00,22726.0,60.0,100.0,1952.0
2022-03-11 02:00:00,22727.0,60.0,100.0,2022.0
2022-03-11 02:00:00,22728.0,60.0,100.0,1944.0
2022-03-11 02:00:00,22729.0,60.0,100.0,1875.0
2022-03-11 02:00:00,22730.0,60.0,100.0,2006.0
2022-03-11 02:00:00,22731.0,60.0,100.0,1980.0
2022-03-11 02:00:00,22732.0,60.0,100.0,1818.0
2022-03-11 03:00:00,22714.0,60.0,100.0,1922.0
2022-03-11 03:00:00,22715.0,60.0,100.0,2002.0
2022-03-11 03:00:00,22716.0,60.0,100.0,1919.0
2022-03-11 03:00:00,22717.0,60.0,100.0,1919.0
2022-03-11 03:00:00,22718.0,60.0,100.0,1903.0
2022-03-11 03:00:00,22719.0,60.0,100.0,1936.0
2022-03-11 03:00:00,22720.0,60.0,100.0,1967.0
2022-03-11 03:00:00,22721.0,60.0,100.0,1924.0
2022-03-11 03:00:00,22722.0,60.0,100.0,1946.0
2022-03-11 03:00:00,22723.0,60.0,100.0,1935.0
2022-03-11 03:00:00,22724.0,60.0,100.0,1552.0
2022-03-11 03:00:00,22725.0,60.0,100.0,1894.0
2022-03-11 03:00:00,22726.0,60.0,100.0,1951.0
2022-03-11 03:00:00,22727.0,60.0,100.0,2020.0
2022-03-11 03:00:00,22728.0,60.0,100.0,1945.0
2022-03-11 03:00:00,22729.0,60.0,100.0,1875.0
2022-03-11 03:00:00,22730.0,60.0,100.0,2009.0
2022-03-11 03:00:00,22731.0,60.0,100.0,1964.0
2022-03-11 03:00:00,22732.0,60.0,100.0,1817.0
2022-03-11 04:00:00,22714.0,60.0,100.0,1922.0
2022-03-11 04:00:00,22715.0,60.0,100.0,2003.0
2022-03-11 04:00:00,22716.0,60.0,100.0,1919.0
2022-03-11 04:00:00,22717.0,60.0,100.0,1919.0
2022-03-11 04:00:00,22718.0,60.0,100.0,1903.0
2022-03-11 04:00:00,22719.0,60.0,100.0,1936.0
2022-03-11 04:00:00,22720.0,60.0,100.0,1967.0
2022-03-11 04:00:00,22721.0,60.0,100.0,1924.0
2022-03-11 04:00:00,22722.0,60.0,100.0,1946.0
2022-03-11 04:00:00,22723.0,60.0,100.0,1935.0
2022-03-11 04:00:00,22724.0,60.0,100.0,1552.0
2022-03-11 04:00:00,22725.0,60.0,100.0,1893.0
2022-03-11 04:00:00,22726.0,60.0,100.0,1951.0
2022-03-11 04:00:00,22727.0,60.0,100.0,2020.0
2022-03-11 04:00:00,22728.0,60.0,100.0,1946.0
2022-03-11 04:00:00,22729.0,60.0,100.0,1875.0
2022-03-11 04:00:00,22730.0,60.0,100.0,2011.0
2022-03-11 04:00:00,22731.0,60.0,100.0,1964.0
2022-03-11 04:00:00,22732.0,60.0,100.0,1817.0
2022-03-11 05:00:00,22714.0,60.0,100.0,1922.0
2022-03-11 05:00:00,22715.0,60.0,100.0,2003.0
2022-03-11 05:00:00,22716.0,60.0,100.0,1918.0
2022-03-11 05:00:00,22717.0,60.0,100.0,1919.0
2022-03-11 05:00:00,22718.0,60.0,100.0,1903.0
2022-03-11 05:00:00,22719.0,60.0,100.0,1936.0
2022-03-11 05:00:00,22720.0,60.0,100.0,1967.0
2022-03-11 05:00:00,22721.0,60.0,100.0,1924.0
2022-03-11 05:00:00,22722.0,60.0,100.0,1946.0
2022-03-11 05:00:00,22723.0,60.0,100.0,1935.0
2022-03-11 05:00:00,22724.0,60.0,100.0,1555.0
2022-03-11 05:00:00,22725.0,60.0,100.0,1892.0
2022-03-11 05:00:00,22726.0,60.0,100.0,1951.0
2022-03-11 05:00:00,22727.0,60.0,100.0,2019.0
2022-03-11 05:00:00,22728.0,60.0,100.0,1946.0
2022-03-11 05:00:00,22729.0,60.0,100.0,1875.0
2022-03-11 05:00:00,22730.0,60.0,100.0,2006.0
2022-03-11 05:00:00,22731.0,60.0,100.0,1963.0
2022-03-11 05:00:00,22732.0,60.0,100.0,1817.0
2022-03-11 06:00:00,22714.0,60.0,100.0,1922.0
2022-03-11 06:00:00,22715.0,60.0,100.0,2000.0
2022-03-11 06:00:00,22716.0,60.0,100.0,1917.0
2022-03-11 06:00:00,22717.0,60.0,100.0,1919.0
2022-03-11 06:00:00,22718.0,60.0,100.0,1903.0
2022-03-11 06:00:00,22719.0,60.0,100.0,1936.0
2022-03-11 06:00:00,22720.0,60.0,100.0,1967.0
2022-03-11 06:00:00,22721.0,60.0,100.0,1924.0
2022-03-11 06:00:00,22722.0,60.0,100.0,1946.0
2022-03-11 06:00:00,22723.0,60.0,100.0,1935.0
2022-03-11 06:00:00,22724.0,60.0,100.0,1565.0
