begintime,sk_object,duration,integrity,M8071C10,M8071C0,M8071C1,M8071C2,M8071C3,M8071C4,M8071C5,M8071C6,M8071C7,M8071C8,M8071C9,M8071C11,M8071C24,M8071C25,M8071C26,M8071C27,M8071C28,M8071C29
2022-03-11,22416.0,1440.0,100.0,1507.0,1509.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1509.0,0.0,1471.0,1470.0,1467.0,0.0,0.0,0.0
2022-03-11,22417.0,1440.0,100.0,663.0,664.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,664.0,0.0,120.0,120.0,120.0,0.0,0.0,0.0
2022-03-11,22418.0,1440.0,100.0,2214.0,2214.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22419.0,1440.0,100.0,236.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22420.0,1440.0,100.0,344.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22421.0,1440.0,100.0,248.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22422.0,1440.0,100.0,331.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22423.0,1440.0,100.0,2149.0,2160.0,0.0,0.0,0.0,8.0,0.0,1.0,6.0,0.0,2160.0,2.0,20879.0,20860.0,20809.0,0.0,0.0,0.0
2022-03-11,22424.0,1440.0,100.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22425.0,1440.0,100.0,235.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22426.0,1440.0,100.0,394.0,400.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,398.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22427.0,1440.0,100.0,924.0,924.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22428.0,1440.0,100.0,787.0,820.0,0.0,0.0,0.0,19.0,0.0,11.0,29.0,0.0,820.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22429.0,1296.0,90.0,1683.0,1717.0,0.0,0.0,0.0,1.0,2.0,24.0,6.0,0.0,1717.0,7.0,923.0,914.0,883.0,0.0,0.0,0.0
2022-03-11,22430.0,1440.0,100.0,419.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22431.0,1440.0,100.0,435.0,440.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,440.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22432.0,1440.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22433.0,1440.0,100.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22434.0,1440.0,100.0,5201.0,5223.0,0.0,0.0,1.0,6.0,3.0,7.0,7.0,0.0,5222.0,12.0,7553.0,7540.0,7347.0,0.0,0.0,0.0
2022-03-11,22435.0,1440.0,100.0,285.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22436.0,1440.0,100.0,1608.0,1613.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1613.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22437.0,1440.0,100.0,1276.0,1284.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,1284.0,3.0,5246.0,5246.0,5205.0,0.0,0.0,0.0
2022-03-11,22438.0,1440.0,100.0,488.0,503.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,503.0,2.0,37.0,37.0,37.0,0.0,0.0,0.0
2022-03-11,22439.0,1440.0,100.0,2096.0,2106.0,0.0,0.0,1.0,6.0,0.0,2.0,1.0,0.0,2105.0,3.0,11506.0,11504.0,11484.0,0.0,0.0,0.0
2022-03-11,22440.0,1440.0,100.0,1018.0,1024.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1024.0,4.0,12925.0,12907.0,12875.0,0.0,0.0,0.0
2022-03-11,22441.0,1296.0,90.0,372.0,374.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,374.0,0.0,70.0,69.0,69.0,0.0,0.0,0.0
2022-03-11,22442.0,1296.0,90.0,1034.0,1041.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1039.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22443.0,1440.0,100.0,2884.0,2888.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,2887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22444.0,1440.0,100.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22445.0,1440.0,100.0,343.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22446.0,1440.0,100.0,115.0,117.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,117.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22447.0,1440.0,100.0,3110.0,3128.0,0.0,0.0,0.0,12.0,0.0,5.0,32.0,0.0,3128.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22448.0,1440.0,100.0,167.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22449.0,1440.0,100.0,143.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22450.0,1440.0,100.0,57.0,59.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,59.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0
2022-03-11,22451.0,1440.0,100.0,586.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22452.0,1440.0,100.0,754.0,758.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,758.0,2.0,20212.0,20203.0,20171.0,0.0,0.0,0.0
2022-03-11,22453.0,1440.0,100.0,440.0,458.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,457.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22454.0,1440.0,100.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22455.0,1440.0,100.0,390.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22456.0,1440.0,100.0,1673.0,1741.0,0.0,0.0,0.0,10.0,1.0,4.0,8.0,0.0,1741.0,56.0,5341.0,5338.0,5331.0,0.0,0.0,0.0
2022-03-11,22457.0,1440.0,100.0,704.0,707.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,707.0,3.0,1000.0,1000.0,999.0,0.0,0.0,0.0
2022-03-11,22458.0,1440.0,100.0,665.0,667.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,667.0,0.0,6816.0,6809.0,6802.0,0.0,0.0,0.0
2022-03-11,22459.0,1440.0,100.0,343.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22460.0,1440.0,100.0,442.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22461.0,1440.0,100.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22462.0,1440.0,100.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22463.0,1440.0,100.0,589.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,590.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,22464.0,1440.0,100.0,783.0,783.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
