vendor,table_name,table_id,counter_name,counter_name_alias,counter_id,counter_description,counter_unit,aggregation,enabled,enable_for_parser_module,mapped_object_id,tables_in_database,mapped_object_name,is_archived,busy_hour_aggregation,busy_hour_formula,busy_hour_column,aggregation_in_upper
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C115,Cell Level Sum Spare Counter 115 per DU and PLMN,M55904C00115,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C116,Cell Level Sum Spare Counter 116 per DU and PLMN,M55904C00116,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C117,Cell Level Sum Spare Counter 117 per DU and PLMN,M55904C00117,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C118,Cell Level Sum Spare Counter 118 per DU and PLMN,M55904C00118,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C119,Cell Level Sum Spare Counter 119 per DU and PLMN,M55904C00119,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C120,Cell Level Sum Spare Counter 120 per DU and PLMN,M55904C00120,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C121,Cell Level Sum Spare Counter 121 per DU and PLMN,M55904C00121,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C122,Cell Level Sum Spare Counter 122 per DU and PLMN,M55904C00122,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C123,Cell Level Sum Spare Counter 123 per DU and PLMN,M55904C00123,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C124,Cell Level Sum Spare Counter 124 per DU and PLMN,M55904C00124,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C125,Cell Level Sum Spare Counter 125 per DU and PLMN,M55904C00125,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C126,Cell Level Sum Spare Counter 126 per DU and PLMN,M55904C00126,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C127,Cell Level Sum Spare Counter 127 per DU and PLMN,M55904C00127,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C128,Cell Level Sum Spare Counter 128 per DU and PLMN,M55904C00128,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C129,Cell Level Sum Spare Counter 129 per DU and PLMN,M55904C00129,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C130,Cell Level Sum Spare Counter 130 per DU and PLMN,M55904C00130,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C131,Cell Level Sum Spare Counter 131 per DU and PLMN,M55904C00131,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C132,Cell Level Sum Spare Counter 132 per DU and PLMN,M55904C00132,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C133,Cell Level Sum Spare Counter 133 per DU and PLMN,M55904C00133,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C134,Cell Level Sum Spare Counter 134 per DU and PLMN,M55904C00134,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C135,Cell Level Sum Spare Counter 135 per DU and PLMN,M55904C00135,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C136,Cell Level Sum Spare Counter 136 per DU and PLMN,M55904C00136,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Huawei,PRB Measurement,1911816194,N.PRB.PDSCH.Util.Samp.Index2,N.PRB.PDSCH.Util.Samp.Index2,1911829309,,None,sum,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C138,Cell Level Sum Spare Counter 138 per DU and PLMN,M55904C00138,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C139,Cell Level Sum Spare Counter 139 per DU and PLMN,M55904C00139,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C140,Cell Level Sum Spare Counter 140 per DU and PLMN,M55904C00140,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C141,Cell Level Sum Spare Counter 141 per DU and PLMN,M55904C00141,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C142,Cell Level Sum Spare Counter 142 per DU and PLMN,M55904C00142,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C143,Cell Level Sum Spare Counter 143 per DU and PLMN,M55904C00143,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C144,Cell Level Sum Spare Counter 144 per DU and PLMN,M55904C00144,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C145,Cell Level Sum Spare Counter 145 per DU and PLMN,M55904C00145,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C146,Cell Level Sum Spare Counter 146 per DU and PLMN,M55904C00146,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C147,Cell Level Sum Spare Counter 147 per DU and PLMN,M55904C00147,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C148,Cell Level Sum Spare Counter 148 per DU and PLMN,M55904C00148,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C149,Cell Level Sum Spare Counter 149 per DU and PLMN,M55904C00149,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C150,Cell Level Sum Spare Counter 150 per DU and PLMN,M55904C00150,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C151,Cell Level Sum Spare Counter 151 per DU and PLMN,M55904C00151,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C152,Cell Level Sum Spare Counter 152 per DU and PLMN,M55904C00152,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C153,Cell Level Sum Spare Counter 153 per DU and PLMN,M55904C00153,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C154,Cell Level Sum Spare Counter 154 per DU and PLMN,M55904C00154,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C155,Cell Level Sum Spare Counter 155 per DU and PLMN,M55904C00155,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C156,Cell Level Sum Spare Counter 156 per DU and PLMN,M55904C00156,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C157,Cell Level Sum Spare Counter 157 per DU and PLMN,M55904C00157,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C158,Cell Level Sum Spare Counter 158 per DU and PLMN,M55904C00158,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C159,Cell Level Sum Spare Counter 159 per DU and PLMN,M55904C00159,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Huawei,PRB Measurement,1911816194,N.PRB.PDSCH.Util.Samp.Index3,N.PRB.PDSCH.Util.Samp.Index3,1911829310,,None,sum,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C161,Cell Level Sum Spare Counter 161 per DU and PLMN,M55904C00161,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C162,Cell Level Sum Spare Counter 162 per DU and PLMN,M55904C00162,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C163,Cell Level Sum Spare Counter 163 per DU and PLMN,M55904C00163,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C164,Cell Level Sum Spare Counter 164 per DU and PLMN,M55904C00164,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C165,Cell Level Sum Spare Counter 165 per DU and PLMN,M55904C00165,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C166,Cell Level Sum Spare Counter 166 per DU and PLMN,M55904C00166,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Nokia,Spare counters per NRCELL level per DU per PLMN,55904,CELL_DU_P_SUM_M55904C167,Cell Level Sum Spare Counter 167 per DU and PLMN,M55904C00167,"This is a Cell-level Spare Counter per DU and PLMN with a logical type of ""SUM"".",integer number,sum,0,1,396,,"5G : PLMN-MRBTS-NRBTS-NRCELL,MCC-MNC",,,,,SUM
Huawei,PRB Measurement,1911816194,N.PRBUsed.UL.NsGrp3.Avg,N.PRBUsed.UL.NsGrp3.Avg,1911829499,,None,avg,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,AVG
Huawei,PRB Measurement,1911816194,N.PRBUsed.UL.NsGrp2.Avg,N.PRBUsed.UL.NsGrp2.Avg,1911829500,,None,avg,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,AVG
Huawei,PRB Measurement,1911816194,N.PRBUsed.UL.NsGrp1.Avg,N.PRBUsed.UL.NsGrp1.Avg,1911829502,,None,avg,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,AVG
Huawei,PRB Measurement,1911816194,N.PRBUsed.UL.NsGrp0.Avg,N.PRBUsed.UL.NsGrp0.Avg,1911829503,,None,avg,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,AVG
Huawei,PRB Measurement,1911816194,N.PRBUsed.DL.NsGrp5.Avg,N.PRBUsed.DL.NsGrp5.Avg,1911829509,,None,avg,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,AVG
Huawei,PRB Measurement,1911816194,N.PRBUsed.DL.NsGrp4.Avg,N.PRBUsed.DL.NsGrp4.Avg,1911829510,,None,avg,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,AVG
Huawei,PRB Measurement,1911816194,N.PRBUsed.DL.NsGrp3.Avg,N.PRBUsed.DL.NsGrp3.Avg,1911829511,,None,avg,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,AVG
Huawei,PRB Measurement,1911816194,N.PRBUsed.DL.NsGrp2.Avg,N.PRBUsed.DL.NsGrp2.Avg,1911829512,,None,avg,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,AVG
Huawei,PRB Measurement,1911816194,N.PRBUsed.DL.NsGrp1.Avg,N.PRBUsed.DL.NsGrp1.Avg,1911829514,,None,avg,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,AVG
Huawei,PRB Measurement,1911816194,N.PRBUsed.DL.NsGrp0.Avg,N.PRBUsed.DL.NsGrp0.Avg,1911829515,,None,avg,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,AVG
Huawei,QCI Throughput Measurement,1911816199,N.Thp.DL.Samp.QCI.Index3,N.Thp.DL.Samp.QCI.Index3,1911829295,,None,sum,0,1,188,,gNodeB(5G) : Measurement of NSA DU Cell QCI Performance,,,,,SUM
Huawei,QCI Throughput Measurement,1911816199,N.Thp.DL.Samp.QCI.Index4,N.Thp.DL.Samp.QCI.Index4,1911829296,,None,sum,0,1,188,,gNodeB(5G) : Measurement of NSA DU Cell QCI Performance,,,,,SUM
Huawei,QCI Throughput Measurement,1911816199,N.Thp.DL.Samp.QCI.Index5,N.Thp.DL.Samp.QCI.Index5,1911829297,,None,sum,0,1,188,,gNodeB(5G) : Measurement of NSA DU Cell QCI Performance,,,,,SUM
Huawei,QCI Throughput Measurement,1911816199,N.Thp.DL.Samp.QCI.Index6,N.Thp.DL.Samp.QCI.Index6,1911829298,,None,sum,0,1,188,,gNodeB(5G) : Measurement of NSA DU Cell QCI Performance,,,,,SUM
Huawei,QCI Throughput Measurement,1911816199,N.Thp.DL.Samp.QCI.Index7,N.Thp.DL.Samp.QCI.Index7,1911829299,,None,sum,0,1,188,,gNodeB(5G) : Measurement of NSA DU Cell QCI Performance,,,,,SUM
Huawei,QCI Throughput Measurement,1911816199,N.Thp.DL.Samp.QCI.Index8,N.Thp.DL.Samp.QCI.Index8,1911829300,,None,sum,0,1,188,,gNodeB(5G) : Measurement of NSA DU Cell QCI Performance,,,,,SUM
Huawei,QCI Throughput Measurement,1911816199,N.Thp.DL.Samp.QCI.Index9,N.Thp.DL.Samp.QCI.Index9,1911829301,,None,sum,0,1,188,,gNodeB(5G) : Measurement of NSA DU Cell QCI Performance,,,,,SUM
Huawei,QCI Throughput Measurement,1911816199,N.Thp.DL.Samp.QCI.Index10,N.Thp.DL.Samp.QCI.Index10,1911829302,,None,sum,0,1,188,,gNodeB(5G) : Measurement of NSA DU Cell QCI Performance,,,,,SUM
Huawei,QCI Throughput Measurement,1911816199,N.Thp.DL.Samp.QCI.Index11,N.Thp.DL.Samp.QCI.Index11,1911829303,,None,sum,0,1,188,,gNodeB(5G) : Measurement of NSA DU Cell QCI Performance,,,,,SUM
Huawei,QCI Throughput Measurement,1911816199,N.Thp.DL.Samp.QCI.Index12,N.Thp.DL.Samp.QCI.Index12,1911829304,,None,sum,0,1,188,,gNodeB(5G) : Measurement of NSA DU Cell QCI Performance,,,,,SUM
Huawei,QCI Throughput Measurement,1911816199,N.Thp.DL.Samp.QCI.Index13,N.Thp.DL.Samp.QCI.Index13,1911829305,,None,sum,0,1,188,,gNodeB(5G) : Measurement of NSA DU Cell QCI Performance,,,,,SUM
Huawei,QCI Throughput Measurement,1911816199,N.Thp.DL.Samp.QCI.Index14,N.Thp.DL.Samp.QCI.Index14,1911829306,,None,sum,0,1,188,,gNodeB(5G) : Measurement of NSA DU Cell QCI Performance,,,,,SUM
Huawei,PRB Measurement,1911816194,N.PRB.PDSCH.Util.Samp.Index0,N.PRB.PDSCH.Util.Samp.Index0,1911829307,,None,sum,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,SUM
Huawei,PRB Measurement,1911816194,N.PRB.PDSCH.Util.Samp.Index1,N.PRB.PDSCH.Util.Samp.Index1,1911829308,,None,sum,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,SUM
Huawei,PRB Measurement,1911816194,N.PRB.PDSCH.Util.Samp.Index4,N.PRB.PDSCH.Util.Samp.Index4,1911829311,,None,sum,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,SUM
Huawei,PRB Measurement,1911816194,N.PRB.PDSCH.Util.Samp.Index5,N.PRB.PDSCH.Util.Samp.Index5,1911829312,,None,sum,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,SUM
Huawei,PRB Measurement,1911816194,N.PRB.PDSCH.Util.Samp.Index6,N.PRB.PDSCH.Util.Samp.Index6,1911829313,,None,sum,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,SUM
Huawei,PRB Measurement,1911816194,N.PRB.PDSCH.Util.Samp.Index7,N.PRB.PDSCH.Util.Samp.Index7,1911829314,,None,sum,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,SUM
Huawei,PRB Measurement,1911816194,N.PRB.PDSCH.Util.Samp.Index8,N.PRB.PDSCH.Util.Samp.Index8,1911829315,,None,sum,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,SUM
Huawei,DU Cell Algorithm Measurement,1911816194,N.Signal.CMAS.Broadcast.Succ,N.Signal.CMAS.Broadcast.Succ,1911829346,,None,sum,0,0,182,,gNodeB(5G) : Measurement of DU Cell Performance,,,,,SUM
Huawei,Cell Algorithm Measurement,1911816193,N.Signal.PWS.RestartIndication.Num,N.Signal.PWS.RestartIndication.Num,1911829347,,None,sum,0,1,181,,gNodeB(5G) : Measurement of Cell Performance,,,,,SUM
Huawei,QCI Throughput Measurement,1911816199,N.Thp.DL.Samp.QCI.Index0,N.Thp.DL.Samp.QCI.Index0,1911829292,,None,sum,0,1,188,,gNodeB(5G) : Measurement of NSA DU Cell QCI Performance,,,,,SUM
Huawei,QCI Throughput Measurement,1911816199,N.Thp.DL.Samp.QCI.Index1,N.Thp.DL.Samp.QCI.Index1,1911829293,,None,sum,0,1,188,,gNodeB(5G) : Measurement of NSA DU Cell QCI Performance,,,,,SUM
Huawei,QCI Throughput Measurement,1911816199,N.Thp.DL.Samp.QCI.Index2,N.Thp.DL.Samp.QCI.Index2,1911829294,,None,sum,0,1,188,,gNodeB(5G) : Measurement of NSA DU Cell QCI Performance,,,,,SUM
Huawei,DC Measurement,1911816193,N.NsaDc.SgNB.Mod.Req.Ack.ScgConfig.Succ,N.NsaDc.SgNB.Mod.Req.Ack.ScgConfig.Succ,1911829273,,None,sum,0,1,181,,gNodeB(5G) : Measurement of Cell Performance,,,,,SUM
Huawei,DC Measurement,1911816193,N.NsaDc.SgNB.Mod.Req.Ack.ScgConfig.Att,N.NsaDc.SgNB.Mod.Req.Ack.ScgConfig.Att,1911829274,,None,sum,0,1,181,,gNodeB(5G) : Measurement of Cell Performance,,,,,SUM
Huawei,Inter-RAT Inter-Cell E-UTRAN Handover Measurement,1911816203,N.HO.InterRAT.NCell.N2E.ExecSuccOut.Voice,N.HO.InterRAT.NCell.N2E.ExecSuccOut.Voice,1911829275,,None,sum,0,1,189,,gNodeB(5G) : Measurement of Neighboring E-UTRAN Cell Performance,,,,,SUM
Huawei,Inter-RAT Inter-Cell E-UTRAN Handover Measurement,1911816203,N.HO.InterRAT.NCell.N2E.ExecAttOut.Voice,N.HO.InterRAT.NCell.N2E.ExecAttOut.Voice,1911829276,,None,sum,0,1,189,,gNodeB(5G) : Measurement of Neighboring E-UTRAN Cell Performance,,,,,SUM
Huawei,Inter-RAT Inter-Cell E-UTRAN Handover Measurement,1911816203,N.HO.InterRAT.NCell.N2E.PrepAttOut.Voice,N.HO.InterRAT.NCell.N2E.PrepAttOut.Voice,1911829277,,None,sum,0,1,189,,gNodeB(5G) : Measurement of Neighboring E-UTRAN Cell Performance,,,,,SUM
