begintime,sk_object,duration,integrity,M51325C0,M51325C1,M51325C2,M51325C3
2022-03-17,15620.0,1375.0,95.48611111111111,6898.0,390095.0,10694.0,13710504.0
2022-03-16,15609.0,1440.0,100.0,3894.0,260456.0,5228.0,6404576.0
2022-03-17,15622.0,1440.0,100.0,6440.0,359870.0,9956.0,12878233.0
2022-03-19,15614.0,1380.0,95.83333333333333,4474.0,321008.0,5912.0,6608400.0
2022-03-15,15610.0,1440.0,100.0,6333.0,358970.0,9781.0,12549394.0
2022-03-18,15624.0,1218.0,84.58333333333333,6899.0,462643.0,10383.0,11716479.0
2022-03-18,15620.0,1380.0,95.83333333333333,6098.0,332994.0,9557.0,12487632.0
2022-03-17,15610.0,1440.0,100.0,6681.0,399516.0,10236.0,12688709.0
2022-03-15,15625.0,1440.0,100.0,6271.0,343158.0,9903.0,12924222.0
2022-03-11,15626.0,1440.0,100.0,3867.0,256910.0,5251.0,6458667.0
2022-03-12,15611.0,1440.0,100.0,6033.0,332904.0,9519.0,12389140.0
2022-03-19,15621.0,1311.0,91.04166666666667,37118.0,1391361.0,76399.0,96658501.0
2022-03-19,15623.0,1380.0,95.83333333333333,7596.0,552496.0,11972.0,12752632.0
2022-03-19,15612.0,1380.0,95.83333333333333,6150.0,349920.0,9590.0,12271256.0
2022-03-18,15619.0,1440.0,100.0,6629.0,392088.0,10201.0,12846646.0
2022-03-11,15608.0,1440.0,100.0,3966.0,265318.0,5345.0,6497513.0
2022-03-13,15624.0,1440.0,100.0,8450.0,613566.0,12530.0,13232459.0
2022-03-12,15621.0,1440.0,100.0,6018.0,322864.0,9514.0,12572159.0
2022-03-14,15626.0,1440.0,100.0,3844.0,254652.0,5218.0,6462851.0
2022-03-16,15625.0,1440.0,100.0,6545.0,370827.0,10136.0,13004408.0
2022-03-17,15611.0,1440.0,100.0,6157.0,348441.0,9648.0,12453505.0
2022-03-12,15625.0,1440.0,100.0,6181.0,336162.0,9820.0,12900171.0
2022-03-12,15620.0,1340.0,93.05555555555556,7403.0,474833.0,11425.0,13388853.0
2022-03-15,15624.0,1378.0,95.69444444444444,21383.0,1027578.0,64359.0,76699748.0
2022-03-11,15621.0,1440.0,100.0,6200.0,344312.0,9758.0,12656290.0
2022-03-17,15617.0,1380.0,95.83333333333333,37416.0,1964555.0,63743.0,80030377.0
2022-03-14,15613.0,1440.0,100.0,3908.0,258528.0,5389.0,6653616.0
2022-03-12,15612.0,1440.0,100.0,7577.0,493678.0,11382.0,13261943.0
