begintime,sk_object,duration,integrity,1526729565,1526729566,1526729567
2022-03-01 12:00:00,857191.0,3600.0,100.0,0.0,0.0,0.0
2022-03-01 06:00:00,872935.0,3600.0,100.0,0.0,0.0,0.0
2022-02-13 19:00:00,36478018.0,3600.0,100.0,0.0,0.0,0.0
2022-03-13 08:00:00,869923.0,3600.0,100.0,0.0,0.0,0.0
2022-03-03 08:00:00,870335.0,3600.0,100.0,0.0,0.0,0.0
2022-03-03 15:00:00,855131.0,3600.0,100.0,0.0,0.0,0.0
2022-03-02 22:00:00,865595.0,3600.0,100.0,0.0,0.0,0.0
2022-03-15 02:00:00,852822.0,3600.0,100.0,0.0,0.0,0.0
2022-02-10 09:00:00,868853.0,3600.0,100.0,0.0,0.0,0.0
2022-03-02 12:00:00,869011.0,3600.0,100.0,0.0,0.0,0.0
2022-03-14 22:00:00,871192.0,3600.0,100.0,0.0,0.0,0.0
2022-03-13 17:00:00,863201.0,3600.0,100.0,0.0,0.0,0.0
2022-03-15 07:00:00,868499.0,3600.0,100.0,0.0,0.0,0.0
2022-02-17 11:00:00,874023.0,3600.0,100.0,3.0,3.0,3.0
2022-02-13 09:00:00,868260.0,3600.0,100.0,0.0,0.0,0.0
2022-03-06 17:00:00,860962.0,3600.0,100.0,0.0,0.0,0.0
2022-02-12 11:00:00,855808.0,3600.0,100.0,0.0,0.0,0.0
2022-02-06 16:00:00,854117.0,3600.0,100.0,0.0,0.0,0.0
2022-02-13 23:00:00,871624.0,3600.0,100.0,0.0,0.0,0.0
2022-02-20 00:00:00,854022.0,3600.0,100.0,0.0,0.0,0.0
2022-02-11 04:00:00,858962.0,3600.0,100.0,0.0,0.0,0.0
2022-02-20 21:00:00,868852.0,3600.0,100.0,0.0,0.0,0.0
2022-02-19 21:00:00,865272.0,3600.0,100.0,0.0,0.0,0.0
2022-03-01 22:00:00,52742583.0,3600.0,100.0,0.0,0.0,0.0
2022-02-05 12:00:00,873992.0,3600.0,100.0,0.0,0.0,0.0
2022-02-20 19:00:00,864592.0,3600.0,100.0,0.0,0.0,0.0
2022-03-02 08:00:00,869928.0,3600.0,100.0,0.0,0.0,0.0
2022-03-14 17:00:00,865825.0,3600.0,100.0,0.0,0.0,0.0
2022-02-04 21:00:00,871888.0,3600.0,100.0,0.0,0.0,0.0
2022-02-04 00:00:00,865268.0,3600.0,100.0,0.0,0.0,0.0
