NE Name,fdn,BTSID,BTSNAME,ISSUPERBTS,MOIndex,className,name,neID
FTBSC02,"NE=280,BTSOTHPARA=351",351,KENEMA_LUMA,NO,26_351,BSC6900GSMBTSOTHPARA,BTS Index=351,26
FTBSC02,"NE=280,BTSOTHPARA=354",354,KANGAMATOWN,NO,26_354,BSC6900GSMBTSOTHPARA,BTS Index=354,26
FTBSC02,"NE=280,BTSOTHPARA=353",353,GEGBWEMA,NO,26_353,BSC6900GSMBTSOTHPARA,BTS Index=353,26
FTBSC02,"NE=280,BTSOTHPARA=356",356,MOUSAIA,NO,26_356,BSC6900GSMBTSOTHPARA,BTS Index=356,26
FTBSC02,"NE=280,BTSOTHPARA=357",357,KOIDUTECH,NO,26_357,BSC6900GSMBTSOTHPARA,BTS Index=357,26
FTBSC02,"NE=280,BTSOTHPARA=359",359,TEMBAWA_KENEMA,,26_359,BSC6900GSMBTSOTHPARA,BTS Index=359,26
FTBSC02,"NE=280,BTSOTHPARA=358",358,PROPOR_TOWN,NO,26_358,BSC6900GSMBTSOTHPARA,BTS Index=358,26
FTBSC02,"NE=280,BTSOTHPARA=365",365,KPETEMA_ROADRUTILE,,26_365,BSC6900GSMBTSOTHPARA,BTS Index=365,26
FTBSC02,"NE=280,BTSOTHPARA=361",361,DALAKURU,,26_361,BSC6900GSMBTSOTHPARA,BTS Index=361,26
FTBSC02,"NE=280,BTSOTHPARA=363",363,GBOYAMA,NO,26_363,BSC6900GSMBTSOTHPARA,BTS Index=363,26
FTBSC02,"NE=280,BTSOTHPARA=362",362,PENDUMA_DOVEFACTORY,,26_362,BSC6900GSMBTSOTHPARA,BTS Index=362,26
FTBSC02,"NE=280,BTSOTHPARA=364",364,NIAGOREHUN_TOWN,NO,26_364,BSC6900GSMBTSOTHPARA,BTS Index=364,26
FTBSC02,"NE=280,BTSOTHPARA=366",366,KOROMASILIA,NO,26_366,BSC6900GSMBTSOTHPARA,BTS Index=366,26
FTBSC02,"NE=280,BTSOTHPARA=373",373,BLAMA_MASSAQUOI,NO,26_373,BSC6900GSMBTSOTHPARA,BTS Index=373,26
FTBSC02,"NE=280,BTSOTHPARA=375",375,KPAKINDU_VILLAGE,,26_375,BSC6900GSMBTSOTHPARA,BTS Index=375,26
FTBSC02,"NE=280,BTSOTHPARA=376",376,TUNGIE,,26_376,BSC6900GSMBTSOTHPARA,BTS Index=376,26
FTBSC02,"NE=280,BTSOTHPARA=378",378,MANDU_TOWN,,26_378,BSC6900GSMBTSOTHPARA,BTS Index=378,26
FTBSC02,"NE=280,BTSOTHPARA=377",377,DAMBALA_TOWN,,26_377,BSC6900GSMBTSOTHPARA,BTS Index=377,26
FTBSC02,"NE=280,BTSOTHPARA=379",379,SOCFIN_MILL,,26_379,BSC6900GSMBTSOTHPARA,BTS Index=379,26
FTBSC02,"NE=280,BTSOTHPARA=382",382,FUNUMBA_KOROTOWN,,26_382,BSC6900GSMBTSOTHPARA,BTS Index=382,26
FTBSC02,"NE=280,BTSOTHPARA=383",383,NGEHUN_VILLAGE,,26_383,BSC6900GSMBTSOTHPARA,BTS Index=383,26
FTBSC02,"NE=280,BTSOTHPARA=384",384,SERABU_II,,26_384,BSC6900GSMBTSOTHPARA,BTS Index=384,26
FTBSC02,"NE=280,BTSOTHPARA=386",386,SENDUMEI,,26_386,BSC6900GSMBTSOTHPARA,BTS Index=386,26
FTBSC02,"NE=280,BTSOTHPARA=387",387,TAILUBONGOR_TOWN,,26_387,BSC6900GSMBTSOTHPARA,BTS Index=387,26
FTBSC02,"NE=280,BTSOTHPARA=388",388,BAOMAHUN,,26_388,BSC6900GSMBTSOTHPARA,BTS Index=388,26
FTBSC02,"NE=280,BTSOTHPARA=385",385,MANJORO,NO,26_385,BSC6900GSMBTSOTHPARA,BTS Index=385,26
FTBSC02,"NE=280,BTSOTHPARA=389",389,BAMBAKALEMA,,26_389,BSC6900GSMBTSOTHPARA,BTS Index=389,26
FTBSC02,"NE=280,BTSOTHPARA=390",390,KOMAHUN,,26_390,BSC6900GSMBTSOTHPARA,BTS Index=390,26
FTBSC02,"NE=280,BTSOTHPARA=391",391,GBANAHUN_VILLAGE,,26_391,BSC6900GSMBTSOTHPARA,BTS Index=391,26
FTBSC02,"NE=280,BTSOTHPARA=392",392,MELEMA_JUNCTION,,26_392,BSC6900GSMBTSOTHPARA,BTS Index=392,26
FTBSC02,"NE=280,BTSOTHPARA=393",393,KPETEWOMA_LUGBU,,26_393,BSC6900GSMBTSOTHPARA,BTS Index=393,26
FTBSC02,"NE=280,BTSOTHPARA=406",406,BARLIE,,26_406,BSC6900GSMBTSOTHPARA,BTS Index=406,26
FTBSC02,"NE=280,BTSOTHPARA=394",394,KOCHERO_TOWN,,26_394,BSC6900GSMBTSOTHPARA,BTS Index=394,26
FTBSC02,"NE=280,BTSOTHPARA=410",410,KONGOHUN,,26_410,BSC6900GSMBTSOTHPARA,BTS Index=410,26
FTBSC02,"NE=280,BTSOTHPARA=397",397,KOROMANDOR,NO,26_397,BSC6900GSMBTSOTHPARA,BTS Index=397,26
FTBSC02,"NE=280,BTSOTHPARA=401",401,NJAGBWEMA_FIAMA,NO,26_401,BSC6900GSMBTSOTHPARA,BTS Index=401,26
FTBSC02,"NE=280,BTSOTHPARA=404",404,MASSAH_VILLAGE,NO,26_404,BSC6900GSMBTSOTHPARA,BTS Index=404,26
FTBSC02,"NE=280,BTSOTHPARA=400",400,BANKABI_VILLAGE,NO,26_400,BSC6900GSMBTSOTHPARA,BTS Index=400,26
FTBSC02,"NE=280,BTSOTHPARA=402",402,TEBORKONKELA,NO,26_402,BSC6900GSMBTSOTHPARA,BTS Index=402,26
FTBSC02,"NE=280,BTSOTHPARA=403",403,LAMINAYA_VILLAGE,NO,26_403,BSC6900GSMBTSOTHPARA,BTS Index=403,26
FTBSC02,"NE=280,BTSOTHPARA=418",418,MATTEU_VILLAGE,NO,26_418,BSC6900GSMBTSOTHPARA,BTS Index=418,26
FTBSC02,"NE=280,BTSOTHPARA=422",422,MATAMP,,26_422,BSC6900GSMBTSOTHPARA,BTS Index=422,26
FTBSC02,"NE=280,BTSOTHPARA=411",411,GBADALAHA,,26_411,BSC6900GSMBTSOTHPARA,BTS Index=411,26
FTBSC02,"NE=280,BTSOTHPARA=412",412,BAMATOKE,,26_412,BSC6900GSMBTSOTHPARA,BTS Index=412,26
FTBSC02,"NE=280,BTSOTHPARA=414",414,KAMIENDOR,NO,26_414,BSC6900GSMBTSOTHPARA,BTS Index=414,26
FTBSC02,"NE=280,BTSOTHPARA=416",416,KORWOMA_VILLAGE,,26_416,BSC6900GSMBTSOTHPARA,BTS Index=416,26
FTBSC02,"NE=280,BTSOTHPARA=415",415,KONDEYA_LINE,NO,26_415,BSC6900GSMBTSOTHPARA,BTS Index=415,26
FTBSC02,"NE=280,BTSOTHPARA=423",423,TANINAHUN,,26_423,BSC6900GSMBTSOTHPARA,BTS Index=423,26
FTBSC02,"NE=280,BTSOTHPARA=428",428,NYAWURIA,NO,26_428,BSC6900GSMBTSOTHPARA,BTS Index=428,26
FTBSC02,"NE=280,BTSOTHPARA=429",429,TONKOYAH,NO,26_429,BSC6900GSMBTSOTHPARA,BTS Index=429,26
FTBSC02,"NE=280,BTSOTHPARA=427",427,KAMAYIBO,,26_427,BSC6900GSMBTSOTHPARA,BTS Index=427,26
FTBSC02,"NE=280,BTSOTHPARA=424",424,GANDORHUN,,26_424,BSC6900GSMBTSOTHPARA,BTS Index=424,26
FTBSC02,"NE=280,BTSOTHPARA=431",431,GBONTOLA,,26_431,BSC6900GSMBTSOTHPARA,BTS Index=431,26
FTBSC02,"NE=280,BTSOTHPARA=432",432,NJALA_GAMBIA,,26_432,BSC6900GSMBTSOTHPARA,BTS Index=432,26
FTBSC02,"NE=280,BTSOTHPARA=433",433,MANO_GEYA,NO,26_433,BSC6900GSMBTSOTHPARA,BTS Index=433,26
FTBSC02,"NE=280,BTSOTHPARA=435",435,DAKAWALIE,,26_435,BSC6900GSMBTSOTHPARA,BTS Index=435,26
FTBSC02,"NE=280,BTSOTHPARA=439",439,BANGAMBAYA,,26_439,BSC6900GSMBTSOTHPARA,BTS Index=439,26
FTBSC02,"NE=280,BTSOTHPARA=440",440,SEREKOLIA,,26_440,BSC6900GSMBTSOTHPARA,BTS Index=440,26
FTBSC02,"NE=280,BTSOTHPARA=443",443,GLOUCESTER,,26_443,BSC6900GSMBTSOTHPARA,BTS Index=443,26
FTBSC02,"NE=280,BTSOTHPARA=442",442,METCHEM_GODERICH,,26_442,BSC6900GSMBTSOTHPARA,BTS Index=442,26
FTBSC02,"NE=280,BTSOTHPARA=444",444,TALLA,,26_444,BSC6900GSMBTSOTHPARA,BTS Index=444,26
FTBSC02,"NE=280,BTSOTHPARA=650",650,NUMBER2_BEACH,,26_650,BSC6900GSMBTSOTHPARA,BTS Index=650,26
FTBSC02,"NE=280,BTSOTHPARA=451",451,GBAP,NO,26_451,BSC6900GSMBTSOTHPARA,BTS Index=451,26
FTBSC02,"NE=280,BTSOTHPARA=453",453,BAOMA_KPENGE,,26_453,BSC6900GSMBTSOTHPARA,BTS Index=453,26
FTBSC02,"NE=280,BTSOTHPARA=446",446,KONDEWAKORO,,26_446,BSC6900GSMBTSOTHPARA,BTS Index=446,26
FTBSC02,"NE=280,BTSOTHPARA=449",449,GBAIMA_SMALLSEFADU,,26_449,BSC6900GSMBTSOTHPARA,BTS Index=449,26
FTBSC02,"NE=280,BTSOTHPARA=450",450,KAMAKONI,,26_450,BSC6900GSMBTSOTHPARA,BTS Index=450,26
FTBSC02,"NE=280,BTSOTHPARA=458",458,GBERIA_FOTUMBU,,26_458,BSC6900GSMBTSOTHPARA,BTS Index=458,26
FTBSC02,"NE=280,BTSOTHPARA=461",461,BAKAR,,26_461,BSC6900GSMBTSOTHPARA,BTS Index=461,26
FTBSC02,"NE=280,BTSOTHPARA=459",459,GBENIKORO,,26_459,BSC6900GSMBTSOTHPARA,BTS Index=459,26
FTBSC02,"NE=280,BTSOTHPARA=466",466,NIAHUN_BO,,26_466,BSC6900GSMBTSOTHPARA,BTS Index=466,26
FTBSC02,"NE=280,BTSOTHPARA=463",463,HAMADALI,,26_463,BSC6900GSMBTSOTHPARA,BTS Index=463,26
FTBSC02,"NE=280,BTSOTHPARA=460",460,MADINA_DAMA,,26_460,BSC6900GSMBTSOTHPARA,BTS Index=460,26
FTBSC02,"NE=280,BTSOTHPARA=465",465,MAMBO_HILL,,26_465,BSC6900GSMBTSOTHPARA,BTS Index=465,26
FTBSC02,"NE=280,BTSOTHPARA=464",464,MABOIMA_VILLAGE,,26_464,BSC6900GSMBTSOTHPARA,BTS Index=464,26
FTBSC02,"NE=280,BTSOTHPARA=478",478,KABBASA_LODGE,,26_478,BSC6900GSMBTSOTHPARA,BTS Index=478,26
FTBSC02,"NE=280,BTSOTHPARA=483",483,MAMAWARIE,,26_483,BSC6900GSMBTSOTHPARA,BTS Index=483,26
FTBSC02,"NE=280,BTSOTHPARA=469",469,MADINA_FULLAH,,26_469,BSC6900GSMBTSOTHPARA,BTS Index=469,26
FTBSC02,"NE=280,BTSOTHPARA=477",477,MAKUTA,,26_477,BSC6900GSMBTSOTHPARA,BTS Index=477,26
FTBSC02,"NE=280,BTSOTHPARA=470",470,MOYOWA_JONG,,26_470,BSC6900GSMBTSOTHPARA,BTS Index=470,26
FTBSC02,"NE=280,BTSOTHPARA=491",491,NJAMA_KOWA,,26_491,BSC6900GSMBTSOTHPARA,BTS Index=491,26
FTBSC02,"NE=280,BTSOTHPARA=475",475,YAMBAMA,,26_475,BSC6900GSMBTSOTHPARA,BTS Index=475,26
FTBSC02,"NE=280,BTSOTHPARA=481",481,MABANG,,26_481,BSC6900GSMBTSOTHPARA,BTS Index=481,26
FTBSC02,"NE=280,BTSOTHPARA=495",495,YARA,,26_495,BSC6900GSMBTSOTHPARA,BTS Index=495,26
FTBSC02,"NE=280,BTSOTHPARA=473",473,GBENTU,,26_473,BSC6900GSMBTSOTHPARA,BTS Index=473,26
FTBSC02,"NE=280,BTSOTHPARA=476",476,MAKONG,,26_476,BSC6900GSMBTSOTHPARA,BTS Index=476,26
