begintime,sk_object,duration,integrity,67194469,67194470,67194471,67194472,67194473
2022-02-20,7526354.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-10,7526350.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-03,7526354.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-06,7526349.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,7526355.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,7526350.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,7526354.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-02,7526349.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-10,7526356.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-10,7526355.0,82800.0,95.83333333333333,0.0,0.0,0.0,0.0,0.0
2022-03-12,7526349.0,68400.0,79.16666666666667,0.0,0.0,0.0,0.0,0.0
2022-02-17,7526356.0,75600.0,87.5,0.0,0.0,0.0,0.0,0.0
2022-03-09,7526356.0,3600.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0
2022-03-02,7526350.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-12,7526349.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-18,7526353.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-09,7526354.0,3600.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0
2022-02-13,7526353.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-10,7526352.0,82800.0,95.83333333333333,0.0,0.0,0.0,0.0,0.0
2022-02-18,7526350.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,7526349.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-07,7526353.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-06,7526352.0,79200.0,91.66666666666667,0.0,0.0,0.0,0.0,0.0
2022-03-13,7526355.0,75600.0,87.5,0.0,0.0,0.0,0.0,0.0
2022-03-01,7526354.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,7526353.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-19,7526352.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,7526353.0,75600.0,87.5,0.0,0.0,0.0,0.0,0.0
2022-02-06,7526354.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-10,7526354.0,82800.0,95.83333333333333,0.0,0.0,0.0,0.0,0.0
2022-02-20,7526352.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,7526351.0,68400.0,79.16666666666667,0.0,0.0,0.0,0.0,0.0
2022-02-11,7526355.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-12,7526353.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-12,7526354.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-03,7526356.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-19,7526354.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-06,7526353.0,79200.0,91.66666666666667,0.0,0.0,0.0,0.0,0.0
2022-03-14,7526356.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,7526353.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-09,7526355.0,3600.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0
2022-03-11,7526352.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,7526354.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-06,7526351.0,79200.0,91.66666666666667,0.0,0.0,0.0,0.0,0.0
2022-03-02,7526351.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,7526349.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-12,7526351.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-03,7526349.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-08,7526353.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,7526350.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-06,7526351.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-05,7526355.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,7526356.0,75600.0,87.5,0.0,0.0,0.0,0.0,0.0
2022-03-14,7526353.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-10,7526351.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-03,7526355.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,7526354.0,68400.0,79.16666666666667,0.0,0.0,0.0,0.0,0.0
2022-03-14,7526350.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-06,7526352.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04,7526356.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-05,7526349.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,7526351.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-13,7526354.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-06,7526350.0,79200.0,91.66666666666667,0.0,0.0,0.0,0.0,0.0
2022-02-04,7526355.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-08,7526354.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-08,7526352.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-09,7526352.0,3600.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0
2022-03-11,7526355.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,7526353.0,68400.0,79.16666666666667,0.0,0.0,0.0,0.0,0.0
2022-02-06,7526350.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-08,7526355.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-13,7526355.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-10,7526353.0,82800.0,95.83333333333333,0.0,0.0,0.0,0.0,0.0
2022-02-03,7526352.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-19,7526351.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-20,7526356.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,7526351.0,75600.0,87.5,0.0,0.0,0.0,0.0,0.0
2022-03-11,7526356.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-03,7526355.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-20,7526353.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-05,7526353.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-13,7526350.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,7526351.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-19,7526350.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-18,7526352.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-13,7526349.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-08,7526349.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-05,7526354.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-20,7526351.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-10,7526349.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-11,7526351.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-17,7526352.0,75600.0,87.5,0.0,0.0,0.0,0.0,0.0
2022-03-15,7526355.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-17,7526353.0,75600.0,87.5,0.0,0.0,0.0,0.0,0.0
2022-03-01,7526352.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,7526349.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04,7526354.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-03,7526352.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-02,7526352.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,7526355.0,68400.0,79.16666666666667,0.0,0.0,0.0,0.0,0.0
2022-03-13,7526349.0,75600.0,87.5,0.0,0.0,0.0,0.0,0.0
2022-02-12,7526356.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-06,7526353.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-02,7526355.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-11,7526356.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,7526349.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-03,7526353.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-03,7526351.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-03,7526350.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-06,7526355.0,79200.0,91.66666666666667,0.0,0.0,0.0,0.0,0.0
2022-03-11,7526353.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,7526352.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-03,7526353.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,7526356.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-19,7526356.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,7526351.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0
