begintime,sk_object,duration,integrity,M8000C26,M8000C27,M8000C29,M8000C30,M8000C32,M8000C24,M8000C6,M8000C7,M8000C8,M8000C9,M8000C11,M8000C13,M8000C14,M8000C15,M8000C16,M8000C33,M8000C34,M8000C35,M8000C36,M8000C37,M8000C38,M8000C39,M8000C40,M8000C41,M8000C42,M8000C43,M8000C44,M8000C45,M8000C46
2022-03-11 03:00:00,16017.0,60.0,100.0,0.0,0.0,2285.0,2989.0,0.0,0.0,0.0,0.0,0.0,0.0,140088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,16018.0,60.0,100.0,0.0,0.0,20457.0,27215.0,0.0,0.0,0.0,0.0,0.0,0.0,146175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16022.0,60.0,100.0,0.0,0.0,25250.0,32859.0,0.0,0.0,0.0,0.0,0.0,0.0,73100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 03:00:00,16025.0,60.0,100.0,0.0,0.0,1607.0,2138.0,0.0,0.0,0.0,0.0,0.0,0.0,46820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16023.0,60.0,100.0,0.0,0.0,14005.0,18398.0,0.0,0.0,0.0,0.0,0.0,0.0,160863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16021.0,60.0,100.0,0.0,0.0,23672.0,29970.0,0.0,0.0,0.0,0.0,0.0,0.0,211326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 04:00:00,16012.0,60.0,100.0,0.0,0.0,11573.0,15233.0,0.0,0.0,0.0,0.0,0.0,0.0,35462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16020.0,60.0,100.0,0.0,0.0,33533.0,43648.0,0.0,0.0,0.0,0.0,0.0,0.0,211324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16027.0,60.0,100.0,0.0,0.0,10062.0,13395.0,0.0,0.0,0.0,0.0,0.0,0.0,55758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16018.0,60.0,100.0,0.0,0.0,22838.0,29714.0,0.0,0.0,0.0,0.0,0.0,0.0,211326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 04:00:00,16023.0,60.0,100.0,0.0,0.0,12652.0,16672.0,0.0,0.0,0.0,0.0,0.0,0.0,149437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16017.0,60.0,100.0,0.0,0.0,2280.0,2967.0,0.0,0.0,0.0,0.0,0.0,0.0,160867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 02:00:00,16025.0,60.0,100.0,0.0,0.0,1518.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,48774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 03:00:00,16021.0,60.0,100.0,0.0,0.0,17754.0,23366.0,0.0,0.0,0.0,0.0,0.0,0.0,140089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 12:00:00,16010.0,60.0,100.0,0.0,0.0,1996.0,2161.0,0.0,0.0,0.0,0.0,0.0,0.0,328119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 05:00:00,16019.0,60.0,100.0,0.0,0.0,14448.0,19316.0,0.0,0.0,0.0,0.0,0.0,0.0,52022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 08:00:00,16021.0,60.0,100.0,0.0,0.0,44775.0,54337.0,0.0,1.0,0.0,0.0,0.0,0.0,331876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 22:00:00,16017.0,60.0,100.0,0.0,0.0,2954.0,3629.0,0.0,0.0,0.0,0.0,0.0,0.0,398528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 15:00:00,16013.0,60.0,100.0,0.0,0.0,4084.0,5075.0,0.0,0.0,0.0,0.0,0.0,0.0,352962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 08:00:00,16023.0,60.0,100.0,0.0,0.0,21543.0,26754.0,0.0,0.0,0.0,0.0,0.0,0.0,298163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 10:00:00,16019.0,60.0,100.0,0.0,0.0,21880.0,27644.0,0.0,0.0,0.0,0.0,0.0,0.0,120488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 04:00:00,16017.0,60.0,100.0,0.0,0.0,1615.0,2147.0,0.0,0.0,0.0,0.0,0.0,0.0,142891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 04:00:00,16016.0,60.0,100.0,0.0,0.0,6243.0,8388.0,0.0,0.0,0.0,0.0,0.0,0.0,129498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 03:00:00,16014.0,60.0,100.0,0.0,0.0,6004.0,7571.0,0.0,0.0,0.0,0.0,0.0,0.0,48128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 15:00:00,16023.0,60.0,100.0,0.0,0.0,19159.0,24031.0,0.0,0.0,0.0,0.0,0.0,0.0,343939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 12:00:00,16011.0,60.0,100.0,0.0,0.0,7673.0,8739.0,0.0,0.0,0.0,0.0,0.0,0.0,319621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 19:00:00,16010.0,60.0,100.0,0.0,0.0,1263.0,1488.0,0.0,0.0,0.0,0.0,0.0,0.0,385048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 00:00:00,16021.0,60.0,100.0,0.0,0.0,22314.0,28474.0,0.0,1.0,0.0,0.0,0.0,0.0,175399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 03:00:00,16025.0,60.0,100.0,0.0,0.0,1769.0,2376.0,0.0,0.0,0.0,0.0,0.0,0.0,49529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 17:00:00,16016.0,60.0,100.0,0.0,0.0,10928.0,14102.0,0.0,0.0,0.0,0.0,0.0,0.0,315826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 16:00:00,16016.0,60.0,100.0,0.0,0.0,10324.0,13196.0,0.0,0.0,0.0,0.0,0.0,0.0,305052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 06:00:00,16020.0,60.0,100.0,0.0,0.0,36349.0,47331.0,0.0,1.0,0.0,0.0,0.0,0.0,185806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 14:00:00,16017.0,60.0,100.0,0.0,0.0,4466.0,5442.0,0.0,0.0,0.0,0.0,0.0,0.0,352143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 03:00:00,16019.0,60.0,100.0,0.0,0.0,15786.0,21034.0,0.0,0.0,0.0,0.0,0.0,0.0,48311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:00:00,16022.0,60.0,100.0,0.0,0.0,35591.0,43150.0,0.0,1.0,0.0,0.0,0.0,0.0,140855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 18:00:00,16022.0,60.0,100.0,0.0,0.0,34944.0,43133.0,0.0,0.0,0.0,0.0,0.0,0.0,125555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 16:00:00,16013.0,60.0,100.0,0.0,0.0,3472.0,4379.0,0.0,0.0,0.0,0.0,0.0,0.0,342454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,16022.0,60.0,100.0,0.0,0.0,27689.0,36205.0,0.0,0.0,0.0,0.0,0.0,0.0,72550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 19:00:00,16013.0,60.0,100.0,0.0,0.0,3438.0,4241.0,0.0,0.0,0.0,0.0,0.0,0.0,385062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 15:00:00,16012.0,60.0,100.0,0.0,0.0,18890.0,21543.0,0.0,0.0,0.0,0.0,0.0,0.0,87035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 10:00:00,16017.0,60.0,100.0,0.0,0.0,4423.0,5469.0,0.0,0.0,0.0,0.0,0.0,0.0,372352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 18:00:00,16027.0,60.0,100.0,0.0,0.0,12569.0,15769.0,0.0,0.0,0.0,0.0,0.0,0.0,121947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,16010.0,60.0,100.0,0.0,0.0,527.0,651.0,0.0,0.0,0.0,0.0,0.0,0.0,161458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 12:00:00,16022.0,60.0,100.0,0.0,0.0,29490.0,36906.0,0.0,1.0,0.0,0.0,0.0,0.0,117627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 14:00:00,16022.0,60.0,100.0,0.0,0.0,28916.0,36501.0,0.0,0.0,0.0,0.0,0.0,0.0,112432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,16010.0,60.0,100.0,0.0,0.0,1683.0,1937.0,0.0,0.0,0.0,0.0,0.0,0.0,355268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 09:00:00,16013.0,60.0,100.0,0.0,0.0,3579.0,4541.0,0.0,0.0,0.0,0.0,0.0,0.0,346907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 11:00:00,16025.0,60.0,100.0,0.0,0.0,4403.0,5240.0,0.0,0.0,0.0,0.0,0.0,0.0,122949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 16:00:00,16019.0,60.0,100.0,0.0,0.0,21471.0,27525.0,0.0,0.0,0.0,0.0,0.0,0.0,123349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 20:00:00,16024.0,60.0,100.0,0.0,0.0,10369.0,12030.0,0.0,1.0,0.0,0.0,0.0,0.0,419789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 16:00:00,16026.0,60.0,100.0,0.0,0.0,29480.0,36772.0,0.0,0.0,0.0,0.0,0.0,0.0,123962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 07:00:00,16022.0,60.0,100.0,0.0,0.0,33918.0,43539.0,0.0,0.0,0.0,0.0,0.0,0.0,90928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 12:00:00,16023.0,60.0,100.0,0.0,0.0,19102.0,23642.0,0.0,0.0,0.0,0.0,0.0,0.0,363677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 18:00:00,16020.0,60.0,100.0,0.0,0.0,44464.0,54222.0,0.0,3.0,0.0,0.0,0.0,0.0,340483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 12:00:00,16021.0,60.0,100.0,0.0,0.0,40453.0,48471.0,0.0,1.0,0.0,0.0,0.0,0.0,347985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 00:00:00,16009.0,60.0,100.0,0.0,0.0,22572.0,29410.0,0.0,0.0,0.0,0.0,0.0,0.0,203088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 08:00:00,16023.0,60.0,100.0,0.0,0.0,22894.0,28487.0,0.0,0.0,0.0,0.0,0.0,0.0,331902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 08:00:00,16027.0,60.0,100.0,0.0,0.0,14331.0,17954.0,0.0,0.0,0.0,0.0,0.0,0.0,122450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,16025.0,60.0,100.0,0.0,0.0,4082.0,4899.0,0.0,0.0,0.0,0.0,0.0,0.0,133294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 12:00:00,16012.0,60.0,100.0,0.0,0.0,21779.0,25361.0,0.0,0.0,0.0,0.0,0.0,0.0,100607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 01:00:00,16017.0,60.0,100.0,0.0,0.0,2511.0,3321.0,0.0,0.0,0.0,0.0,0.0,0.0,155677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 07:00:00,16026.0,60.0,100.0,0.0,0.0,27607.0,35318.0,0.0,1.0,0.0,0.0,0.0,0.0,95486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 03:00:00,16020.0,60.0,100.0,0.0,0.0,29582.0,39185.0,0.0,0.0,0.0,0.0,0.0,0.0,133304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 16:00:00,16018.0,60.0,100.0,0.0,0.0,32870.0,40669.0,0.0,1.0,0.0,0.0,0.0,0.0,322064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 20:00:00,16015.0,60.0,100.0,0.0,0.0,38941.0,47665.0,0.0,0.0,0.0,0.0,0.0,0.0,147929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 11:00:00,16021.0,60.0,100.0,0.0,0.0,38397.0,45311.0,0.0,0.0,0.0,0.0,0.0,0.0,330406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 21:00:00,16026.0,60.0,100.0,0.0,0.0,31806.0,38968.0,0.0,0.0,0.0,0.0,0.0,0.0,138178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,16012.0,60.0,100.0,0.0,0.0,18778.0,22397.0,0.0,0.0,0.0,0.0,0.0,0.0,74438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 22:00:00,16013.0,60.0,100.0,0.0,0.0,2881.0,3653.0,0.0,0.0,0.0,0.0,0.0,0.0,398530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 21:00:00,16013.0,60.0,100.0,0.0,0.0,3870.0,4780.0,0.0,0.0,0.0,0.0,0.0,0.0,395727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 18:00:00,16009.0,60.0,100.0,0.0,0.0,40241.0,49100.0,0.0,2.0,0.0,0.0,0.0,0.0,340482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 23:00:00,16023.0,60.0,100.0,0.0,0.0,18042.0,23139.0,0.0,0.0,0.0,0.0,0.0,0.0,243316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 18:00:00,16020.0,60.0,100.0,0.0,0.0,44758.0,54788.0,0.0,0.0,0.0,0.0,0.0,0.0,347347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 03:00:00,16023.0,60.0,100.0,0.0,0.0,14175.0,18862.0,0.0,0.0,0.0,0.0,0.0,0.0,123500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 03:00:00,16021.0,60.0,100.0,0.0,0.0,19742.0,25777.0,0.0,0.0,0.0,0.0,0.0,0.0,128948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 19:00:00,16019.0,60.0,100.0,0.0,0.0,25190.0,31350.0,0.0,0.0,0.0,0.0,0.0,0.0,134262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 07:00:00,16026.0,60.0,100.0,0.0,0.0,28756.0,36311.0,0.0,0.0,0.0,0.0,0.0,0.0,96213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 13:00:00,16014.0,60.0,100.0,0.0,0.0,11187.0,13997.0,0.0,0.0,0.0,0.0,0.0,0.0,117650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 04:00:00,16023.0,60.0,100.0,0.0,0.0,13433.0,17913.0,0.0,0.0,0.0,0.0,0.0,0.0,138793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 05:00:00,16019.0,60.0,100.0,0.0,0.0,17116.0,22884.0,0.0,0.0,0.0,0.0,0.0,0.0,53916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
