begintime,sk_object,duration,integrity,50332573,50332574,50342574,50342575,50342635,50342636
2022-03-01 02:00:00,889188.0,3600.0,100.0,1024.0,3.487,0.0,11.5,0.0,0.0
2022-03-01 03:00:00,890240.0,3600.0,100.0,1024.0,5.9,0.0,26.5,0.0,0.0
2022-03-01 08:00:00,889479.0,3600.0,100.0,1024.0,70.233,44.0,107.5,0.0,0.0
2022-03-01 20:00:00,889508.0,3600.0,100.0,512.0,79.863,56.5,132.0,0.0,0.0
2022-03-01 19:00:00,889466.0,3600.0,100.0,512.0,37.871,21.0,73.5,0.0,0.0
2022-02-06 14:00:00,889182.0,3600.0,100.0,1024.0,9.762,1.5,22.5,0.0,0.0
2022-03-12 21:00:00,793979.0,3600.0,100.0,512.0,204.375,168.0,244.5,0.0,0.0
2022-02-13 21:00:00,889400.0,3600.0,100.0,1024.0,232.038,192.0,288.5,0.0,0.0
2022-03-11 15:00:00,889294.0,3600.0,100.0,1024.0,187.35,143.5,250.5,0.0,0.0
2022-03-10 17:00:00,889224.0,3600.0,100.0,1024.0,49.883,34.5,93.0,0.0,0.0
2022-02-18 12:00:00,839270.0,3600.0,100.0,512.0,26.871,11.0,63.0,0.0,0.0
2022-02-13 17:00:00,889431.0,3600.0,100.0,1024.0,36.929,18.5,63.0,0.0,0.0
2022-02-19 17:00:00,889318.0,3600.0,100.0,768.0,166.617,132.5,225.5,0.0,0.0
2022-02-05 16:00:00,889131.0,3600.0,100.0,512.0,41.296,26.0,56.5,0.0,0.0
2022-03-06 12:00:00,889477.0,3600.0,100.0,512.0,85.825,61.5,136.5,0.0,0.0
2022-03-06 17:00:00,889340.0,3600.0,100.0,512.0,2.621,0.0,10.0,0.0,0.0
2022-02-18 20:00:00,889284.0,3600.0,100.0,256.0,49.733,35.0,80.5,0.0,0.0
2022-02-05 23:00:00,889183.0,3600.0,100.0,1024.0,23.788,8.0,66.0,0.0,0.0
2022-02-12 10:00:00,889205.0,3600.0,100.0,1024.0,179.488,132.0,251.0,0.0,0.0
2022-02-03 22:00:00,863612.0,3600.0,100.0,512.0,63.704,29.5,114.0,0.0,0.0
2022-02-19 02:00:00,889182.0,3600.0,100.0,1024.0,0.604,0.0,3.5,0.0,0.0
