begintime,sk_object,duration,integrity,73445327,73445328,73445329,73445330,73445331,73445332,73445333,73445334
2022-03-02 01:00:00,7671820.0,3600.0,100.0,0.0,0.0,0.0,0.0,358930.272,67017.787,0.0,0.0
2022-03-02 22:00:00,7671821.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 10:00:00,7671821.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-07 01:00:00,7671821.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 13:00:00,7671799.0,3600.0,100.0,371384460.0,342460769.0,149398823222.0,34805500548.0,405638.389,94016.141,331997.385,77345.557
2022-02-03 18:00:00,7671813.0,3600.0,100.0,57647710.0,82813786.0,4185483756.0,6235143250.0,11458.8,16198.827,9301.075,13855.874
2022-02-03 05:00:00,7671811.0,3600.0,100.0,3008723.0,5888670.0,212841735.0,444248839.0,993.3904,1754.3952,472.98163,987.21964
2022-02-17 08:00:00,7671812.0,3600.0,100.0,420286020.0,391522500.0,156677833021.0,37871871695.0,483745.354,115643.986,348172.962,84159.715
2022-02-19 02:00:00,7671811.0,3600.0,100.0,2356859.0,4127245.0,169092467.0,311589491.0,641.1184,1049.0976,375.76104,692.42109
2022-02-20 17:00:00,7671826.0,3600.0,100.0,4545027.0,2361600.0,448182244.0,458909888.0,1085.2096,1104.3904,995.96054,1019.7998
2022-02-19 18:00:00,7671826.0,3600.0,100.0,4825036.0,2496047.0,477540720.0,489946224.0,1184.1728,1209.2352,1061.2016,1088.7694
2022-02-03 16:00:00,7671811.0,3600.0,100.0,56671395.0,82840364.0,4107899245.0,6237314697.0,10752.795,15966.253,9128.665,13860.699
2022-02-20 00:00:00,7671800.0,3600.0,100.0,13889921.0,5722713.0,1372292952.0,1024320932.0,3576.992,2691.8976,3049.5399,2276.2687
2022-02-17 21:00:00,7671813.0,3600.0,100.0,45820851.0,72747832.0,3296151596.0,5476286074.0,9348.28,15530.765,7324.7813,12169.525
2022-02-13 22:00:00,7671801.0,3600.0,100.0,0.0,0.0,0.0,0.0,633744.805,154115.73,0.0,0.0
2022-02-12 17:00:00,7671820.0,3600.0,100.0,0.0,0.0,0.0,0.0,474625.821,106864.998,0.0,0.0
2022-02-18 20:00:00,7671799.0,3600.0,100.0,486736226.0,506220335.0,204392803045.0,51385094107.0,525164.25,143612.01,454206.229,114189.098
2022-02-17 18:00:00,7671823.0,3600.0,100.0,29083094.0,47552860.0,6930293732.0,52295955250.0,31132.051,186520.506,15400.653,116213.234
2022-02-18 13:00:00,7671819.0,3600.0,100.0,68167157.0,112142686.0,17026046640.0,126422638914.0,58679.277,377447.762,37835.659,280939.198
2022-02-06 17:00:00,7671816.0,3600.0,100.0,33785230.0,56196069.0,8851074271.0,62122002616.0,36697.074,219917.181,19669.054,138048.895
2022-02-10 18:00:00,7671811.0,3600.0,100.0,56785419.0,81548539.0,4122485938.0,6139922770.0,10527.96,15439.424,9161.0799,13644.273
2022-02-13 02:00:00,7671820.0,3600.0,100.0,0.0,0.0,0.0,0.0,309723.853,66880.738,0.0,0.0
2022-02-06 17:00:00,7671824.0,3600.0,100.0,23083040.0,35840346.0,6861422366.0,38882168540.0,30414.312,135524.976,15247.605,86404.819
2022-02-03 08:00:00,7671824.0,3600.0,100.0,20829493.0,34162496.0,4667709038.0,38624683064.0,19831.811,130998.482,10372.687,85832.629
2022-02-06 02:00:00,7671818.0,3600.0,100.0,66113294.0,28734794.0,21429325119.0,6318876939.0,57217.109,17632.33,47620.722,14041.949
2022-02-11 21:00:00,7671825.0,3600.0,100.0,102932798.0,148413202.0,23940562173.0,156857817747.0,67196.83,428717.838,53201.249,348572.928
2022-02-06 21:00:00,7671813.0,3600.0,100.0,33428590.0,53541516.0,2402353603.0,4030833444.0,7067.2752,11438.424,5338.5636,8957.4077
2022-02-03 03:00:00,7671799.0,3600.0,100.0,189711743.0,176697586.0,80207346142.0,16797773481.0,224244.968,46870.266,178238.547,37328.386
2022-02-04 11:00:00,7671815.0,3600.0,100.0,34163069.0,55661430.0,8371163303.0,62215497970.0,32874.645,190491.546,18602.585,138256.662
2022-02-17 15:00:00,7671800.0,3600.0,100.0,20603847.0,8736609.0,2116497744.0,1659255980.0,4994.5344,3952.1664,4703.3283,3687.2355
2022-02-03 18:00:00,7671805.0,3600.0,100.0,54114122.0,86886918.0,13049535302.0,95991394165.0,44655.355,288544.186,28998.967,213314.209
2022-02-17 20:00:00,7671814.0,3600.0,100.0,100525106.0,106838872.0,16172928276.0,34865667638.0,38582.202,84944.763,35939.841,77479.261
2022-02-08 08:00:00,7671809.0,3600.0,100.0,21051.0,21051.0,4161504.0,4161504.0,11.7248,11.7248,9.2477867,9.2477867
2022-02-06 23:00:00,7671823.0,3600.0,100.0,26351077.0,44124294.0,6505059480.0,49325359440.0,25085.632,163893.885,14455.688,109611.91
2022-02-19 23:00:00,7671812.0,3600.0,100.0,430809277.0,353729110.0,196821835566.0,38552850574.0,535312.192,110891.717,437381.857,85673.001
2022-02-08 03:00:00,7671818.0,3600.0,100.0,57677821.0,22704639.0,17844130684.0,4769570014.0,42685.005,12081.829,39653.624,10599.044
2022-02-04 00:00:00,7671820.0,3600.0,100.0,0.0,0.0,0.0,0.0,429387.363,83359.038,0.0,0.0
2022-02-06 17:00:00,7671807.0,3600.0,100.0,25791648.0,41028080.0,6411434899.0,45031224917.0,24044.736,142806.611,14247.633,100069.389
2022-02-18 06:00:00,7671799.0,3600.0,100.0,194570926.0,177171260.0,90347629587.0,17185124905.0,297623.48,51927.904,200772.51,38189.166
2022-02-18 02:00:00,7671806.0,3600.0,100.0,48155227.0,61227389.0,9135026661.0,71927301604.0,32865.141,244953.814,20300.059,159838.448
2022-02-06 11:00:00,7671825.0,3600.0,100.0,68749755.0,113679234.0,17187701787.0,126336084644.0,55046.834,367029.398,38194.893,280746.855
2022-02-20 12:00:00,7671812.0,3600.0,100.0,434830822.0,386274223.0,177409656258.0,40231476498.0,457393.31,109940.758,394243.681,89403.281
2022-02-18 23:00:00,7671805.0,3600.0,100.0,53456311.0,88614407.0,12275990571.0,99239906277.0,45879.52,301815.907,27279.979,220533.125
2022-02-18 08:00:00,7671812.0,3600.0,100.0,413467806.0,358553735.0,167399128745.0,35024492794.0,447236.584,100518.707,371998.064,77832.206
2022-02-19 20:00:00,7671816.0,3600.0,100.0,43358319.0,64935791.0,10279261915.0,69378750564.0,34421.173,207873.808,22842.804,154175.001
2022-02-03 07:00:00,7671821.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-11 01:00:00,7671809.0,3600.0,100.0,21053.0,21053.0,4161232.0,4161232.0,11.9296,11.9296,9.2471822,9.2471822
2022-02-13 16:00:00,7671800.0,3600.0,100.0,18965380.0,8028278.0,1943234972.0,1516309760.0,4568.7808,3593.152,4318.2999,3369.5772
2022-02-08 06:00:00,7671815.0,3600.0,100.0,13187445.0,25920027.0,2909700697.0,30258305446.0,14526.672,128485.782,6466.0015,67240.679
2022-02-13 19:00:00,7671806.0,3600.0,100.0,79919217.0,124225186.0,19607880882.0,135107767299.0,58709.229,389306.274,43573.069,300239.483
2022-02-19 17:00:00,7671804.0,3600.0,100.0,452146963.0,407903943.0,177234555982.0,42479395239.0,484501.379,119141.928,393854.569,94398.656
2022-02-18 01:00:00,7671820.0,3600.0,100.0,0.0,0.0,0.0,0.0,395919.101,74817.494,0.0,0.0
2022-02-12 14:00:00,7671814.0,3600.0,100.0,71319389.0,86844009.0,12172047110.0,33509930991.0,30067.382,83051.291,27048.994,74466.513
2022-02-03 23:00:00,7671820.0,3600.0,100.0,0.0,0.0,0.0,0.0,509977.64,125705.088,0.0,0.0
2022-02-18 18:00:00,7671821.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-20 20:00:00,7671800.0,3600.0,100.0,19716527.0,8665582.0,2069397624.0,1653837576.0,4892.0384,3896.8064,4598.6614,3675.1946
2022-02-19 12:00:00,7671820.0,3600.0,100.0,0.0,0.0,0.0,0.0,454459.536,103402.965,0.0,0.0
2022-02-19 12:00:00,7671806.0,3600.0,100.0,67700092.0,109659979.0,15942093368.0,122318379367.0,52179.47,347903.229,35426.874,271818.621
2022-02-04 20:00:00,7671812.0,3600.0,100.0,548280778.0,498647582.0,224789382221.0,50625889957.0,579697.094,131462.958,499531.96,112501.978
2022-02-13 19:00:00,7671807.0,3600.0,100.0,28381546.0,43813517.0,6916470287.0,47485459592.0,28492.059,157733.59,15369.934,105523.244
2022-02-08 09:00:00,7671816.0,3600.0,100.0,33536375.0,54979595.0,7992031641.0,61411158264.0,29362.859,204426.968,17760.07,136469.241
2022-02-08 22:00:00,7671811.0,3600.0,100.0,26327652.0,45310415.0,1879088427.0,3411089083.0,6522.7472,11414.902,4175.7521,7580.198
2022-02-08 03:00:00,7671812.0,3600.0,100.0,174157962.0,161960313.0,72745731939.0,15533171883.0,216810.483,45103.702,161657.182,34518.16
2022-02-11 01:00:00,7671818.0,3600.0,100.0,72684529.0,33690583.0,26306791381.0,8494045981.0,71486.766,25103.859,58459.536,18875.658
2022-02-10 03:00:00,7671817.0,3600.0,100.0,25493720.0,33207301.0,4441458896.0,39419789254.0,14864.566,128567.136,9869.9087,87599.532
2022-02-11 23:00:00,7671810.0,3600.0,100.0,76668977.0,126366728.0,17269915318.0,140932619074.0,53440.331,423801.808,38377.59,313183.598
