begintime,sk_object,duration,integrity,M51373C0,M51373C1,M51373C2,M51373C3,M51373C4,M51373C5,M51373C6,M51373C7,M51373C8,M51373C9,M51373C10,M51373C11,M51373C12
2022-03-11,15781.0,1440.0,100.0,65729.0,5114386.0,0.0,0.0,65729.0,5114386.0,3318377.0,297893538.0,1912940.0,134198800.0,0.0,0.0,0.0
2022-03-11,15782.0,1440.0,100.0,66821.0,5198618.0,0.0,0.0,66821.0,5198618.0,64974982.0,76808798806.0,42949068.0,8616014510.0,0.0,0.0,0.0
2022-03-11,15783.0,1440.0,100.0,66766.0,5194632.0,0.0,0.0,66766.0,5194632.0,294800970.0,331394722935.0,211418722.0,46691259191.0,0.0,0.0,0.0
2022-03-11,15784.0,1440.0,100.0,66825.0,5199168.0,0.0,0.0,66825.0,5199168.0,330314597.0,372306982047.0,245431613.0,56568307967.0,0.0,0.0,0.0
2022-03-11,15785.0,1296.0,90.0,59722.0,4646568.0,0.0,0.0,59722.0,4646568.0,12690029.0,1131878904.0,8346803.0,777737072.0,0.0,0.0,0.0
2022-03-11,15786.0,1440.0,100.0,66783.0,5195808.0,0.0,0.0,66783.0,5195808.0,183967705.0,215092813157.0,126146967.0,27794916249.0,0.0,0.0,0.0
2022-03-11,15787.0,1440.0,100.0,65689.0,5110772.0,0.0,0.0,65689.0,5110772.0,208079987.0,246857687422.0,133285514.0,30836712502.0,0.0,0.0,0.0
2022-03-11,15788.0,1440.0,100.0,66773.0,5195192.0,0.0,0.0,66773.0,5195192.0,10908131.0,1015051696.0,6459823.0,531209016.0,0.0,0.0,0.0
2022-03-11,15789.0,1440.0,100.0,66813.0,5198668.0,0.0,0.0,66813.0,5198668.0,14407697.0,1348530056.0,9612152.0,898974248.0,0.0,0.0,0.0
2022-03-11,15790.0,1440.0,100.0,66771.0,5195032.0,0.0,0.0,66771.0,5195032.0,7479251.0,684813052.0,3777189.0,194971040.0,0.0,0.0,0.0
2022-03-11,15791.0,1440.0,100.0,67056.0,5216774.0,0.0,0.0,67056.0,5216774.0,48001420.0,53572473639.0,26458696.0,10951166984.0,0.0,0.0,0.0
2022-03-11,15792.0,1440.0,100.0,66808.0,5197670.0,0.0,0.0,66808.0,5197670.0,98588989.0,111726350938.0,62954589.0,14764792760.0,0.0,0.0,0.0
2022-03-11,15793.0,1440.0,100.0,66781.0,5195694.0,0.0,0.0,66781.0,5195694.0,1497640.0,109076590.0,10761.0,12634996.0,0.0,0.0,0.0
2022-03-11,15794.0,1296.0,90.0,59719.0,4646742.0,0.0,0.0,59719.0,4646742.0,363067369.0,406498986703.0,262836755.0,61883615380.0,0.0,0.0,0.0
2022-03-11,15795.0,1440.0,100.0,65721.0,5113424.0,0.0,0.0,65721.0,5113424.0,5942291.0,536282820.0,4115565.0,391690444.0,0.0,0.0,0.0
2022-03-11,15796.0,1440.0,100.0,67033.0,5215624.0,0.0,0.0,67033.0,5215624.0,1501914.0,109438534.0,7573.0,6778073.0,0.0,0.0,0.0
2022-03-11,15797.0,1440.0,100.0,66787.0,5196404.0,0.0,0.0,66787.0,5196404.0,1490693.0,108637390.0,7696.0,7077594.0,0.0,0.0,0.0
2022-03-11,15798.0,1440.0,100.0,66794.0,5196872.0,0.0,0.0,66794.0,5196872.0,8613420.0,784082260.0,4606009.0,301173040.0,0.0,0.0,0.0
2022-03-11,15799.0,1440.0,100.0,66806.0,5197648.0,0.0,0.0,66806.0,5197648.0,14016320.0,1294960736.0,9042000.0,838794652.0,0.0,0.0,0.0
2022-03-11,15800.0,1440.0,100.0,66815.0,5198368.0,0.0,0.0,66815.0,5198368.0,12953143.0,1225010320.0,8134523.0,756426164.0,0.0,0.0,0.0
2022-03-11,15801.0,1440.0,100.0,65069.0,5061954.0,0.0,0.0,65069.0,5061954.0,4271381.0,375847074.0,2740104.0,215867528.0,0.0,0.0,0.0
2022-03-11,15802.0,1440.0,100.0,65026.0,5058376.0,0.0,0.0,65026.0,5058376.0,8151974.0,781176648.0,6468700.0,666648176.0,0.0,0.0,0.0
2022-03-11,15803.0,1440.0,100.0,66767.0,5194896.0,0.0,0.0,66767.0,5194896.0,1495401.0,108956220.0,6488.0,6514322.0,0.0,0.0,0.0
2022-03-11,15804.0,1440.0,100.0,65869.0,5124942.0,0.0,0.0,65869.0,5124942.0,9514128.0,888408878.0,7423386.0,768492824.0,0.0,0.0,0.0
2022-03-11,15805.0,1440.0,100.0,67038.0,5216070.0,0.0,0.0,67038.0,5216070.0,8081560.0,738666718.0,4220229.0,251489784.0,0.0,0.0,0.0
2022-03-11,15806.0,1440.0,100.0,66807.0,5197590.0,0.0,0.0,66807.0,5197590.0,155801943.0,181545543729.0,95030043.0,23502195367.0,0.0,0.0,0.0
2022-03-11,15807.0,1440.0,100.0,65791.0,5119162.0,0.0,0.0,65791.0,5119162.0,371877671.0,421009732998.0,282467148.0,66969149934.0,0.0,0.0,0.0
2022-03-11,15808.0,1296.0,90.0,59749.0,4648590.0,0.0,0.0,59749.0,4648590.0,1339592.0,97577995.0,14360.0,16339403.0,0.0,0.0,0.0
2022-03-11,15809.0,1440.0,100.0,65847.0,5123228.0,0.0,0.0,65847.0,5123228.0,4554904.0,410461428.0,2873206.0,256992988.0,0.0,0.0,0.0
2022-03-11,15810.0,1440.0,100.0,65800.0,5119054.0,0.0,0.0,65800.0,5119054.0,1475750.0,107572344.0,15156.0,13797467.0,0.0,0.0,0.0
2022-03-11,15811.0,1440.0,100.0,66823.0,5199422.0,0.0,0.0,66823.0,5199422.0,1498860.0,109187054.0,11541.0,13325627.0,0.0,0.0,0.0
2022-03-11,15812.0,1440.0,100.0,66809.0,5198394.0,0.0,0.0,66809.0,5198394.0,73452851.0,80863908165.0,49643066.0,11781294099.0,0.0,0.0,0.0
2022-03-11,15813.0,1440.0,100.0,66803.0,5197500.0,0.0,0.0,66803.0,5197500.0,1497725.0,109084610.0,11991.0,12929877.0,0.0,0.0,0.0
2022-03-11,15814.0,1440.0,100.0,66798.0,5197008.0,0.0,0.0,66798.0,5197008.0,1490316.0,108588092.0,7242.0,6616738.0,0.0,0.0,0.0
2022-03-11,15815.0,1440.0,100.0,65001.0,5056882.0,0.0,0.0,65001.0,5056882.0,280604268.0,317619792230.0,203161677.0,49030552794.0,0.0,0.0,0.0
2022-03-11,15816.0,1440.0,100.0,66816.0,5198586.0,0.0,0.0,66816.0,5198586.0,1498691.0,109178454.0,11344.0,12920638.0,0.0,0.0,0.0
2022-03-11,15817.0,1440.0,100.0,66818.0,5199022.0,0.0,0.0,66818.0,5199022.0,22437731.0,25751803938.0,14034426.0,3926922000.0,0.0,0.0,0.0
2022-03-11,15818.0,1440.0,100.0,66796.0,5196986.0,0.0,0.0,66796.0,5196986.0,262899537.0,305865107112.0,166240690.0,39164296864.0,0.0,0.0,0.0
2022-03-11,15819.0,1440.0,100.0,66821.0,5198848.0,0.0,0.0,66821.0,5198848.0,350434635.0,383487594450.0,255980884.0,55529417809.0,0.0,0.0,0.0
2022-03-11,15820.0,1440.0,100.0,65817.0,5121104.0,0.0,0.0,65817.0,5121104.0,134682716.0,160974650637.0,83271357.0,20085623410.0,0.0,0.0,0.0
2022-03-11,15821.0,1440.0,100.0,65719.0,5113402.0,0.0,0.0,65719.0,5113402.0,1473016.0,107443932.0,10361.0,7539143.0,0.0,0.0,0.0
2022-03-11,15822.0,1440.0,100.0,66803.0,5197500.0,0.0,0.0,66803.0,5197500.0,1494414.0,108868066.0,13446.0,13379999.0,0.0,0.0,0.0
2022-03-11,15823.0,1440.0,100.0,65699.0,5111756.0,0.0,0.0,65699.0,5111756.0,53238315.0,65821402468.0,28679564.0,6811067314.0,0.0,0.0,0.0
