begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,VS.HSDPA.MeanChThroughput.TotalBytes,L.Thrp.bits.DL,L.Thrp.bits.UL,L.Thrp.Time.Cell.DL.HighPrecision,L.Thrp.Time.Cell.UL.HighPrecision
2022-02-02,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,0,416279768304.0,57922170544.0,27643348.0,19097723.0
2022-02-03,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,505398683568.0,81068678616.0,33498178.0,20627625.0
2022-02-04,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,364793037280.0,81827429744.0,26313468.0,19568483.0
2022-02-05,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,348349377680.0,76677290808.0,24723045.0,16809174.0
2022-02-06,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,424890052960.0,64802869024.0,28616867.0,17862803.0
2022-02-08,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,483305860464.0,79326181384.0,28569691.0,21062430.0
2022-02-11,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,505730986128.0,124687002208.0,33528850.0,23139046.0
2022-02-10,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,488023983816.0,100383316584.0,31491380.0,22226418.0
2022-02-12,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,406392413536.0,77499286432.0,27088077.0,19535336.0
2022-02-13,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,333217681040.0,89862842328.0,24157293.0,18395449.0
2022-02-17,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,0,485339678608.0,69625793384.0,30098377.0,20811952.0
2022-02-18,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,513017455736.0,114315032504.0,33390892.0,22761354.0
2022-02-19,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,390250320376.0,83503090344.0,26287890.0,17932523.0
2022-02-20,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,348002320920.0,63892111144.0,24559496.0,16435111.0
2022-03-01,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,476812040288.0,82653094048.0,32005153.0,20916877.0
2022-03-02,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,555104390664.0,153496441216.0,37659190.0,25908099.0
2022-03-03,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,530899846864.0,89802905352.0,38170525.0,25450390.0
2022-03-06,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,91.66666666666667,0,408624562824.0,90287835256.0,28086339.0,18378953.0
2022-03-09,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,4.166666666666667,0,35912660112.0,2930932312.0,2400005.0,1121252.0
2022-03-07,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,507597245416.0,95753518584.0,32887412.0,22700215.0
2022-03-10,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,0,461415860368.0,69553401488.0,30310290.0,19859444.0
2022-03-11,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,431330854456.0,60165881984.0,29071488.0,19071520.0
2022-03-12,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,79.16666666666667,0,507756987144.0,54534072528.0,35894653.0,20111600.0
2022-03-13,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,0,322372917832.0,39366632032.0,19520283.0,12048024.0
2022-03-14,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,465922865736.0,63692402208.0,27071234.0,16146484.0
2022-03-15,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808670.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,397801554224.0,51175965416.0,25926230.0,16351450.0
2022-02-03,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,68054029880.0,8902311392.0,2854696.0,2267410.0
2022-02-02,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,0,26571434208.0,5067650280.0,1194602.0,1288308.0
2022-02-06,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,40740857248.0,4863237872.0,1830485.0,1499509.0
2022-02-04,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,36167930864.0,2226050816.0,1310718.0,882855.0
2022-02-05,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,39644559464.0,3982180128.0,1485399.0,1123573.0
2022-02-11,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,34868088584.0,5614606672.0,2080839.0,2158191.0
2022-02-10,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,47622431360.0,2799970152.0,1844271.0,1276415.0
2022-02-08,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,26149824248.0,3217770616.0,1183489.0,1148862.0
2022-02-12,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,48561022616.0,2476446640.0,1885149.0,1550874.0
2022-02-13,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,36916966312.0,5663141152.0,1681185.0,1913984.0
2022-02-17,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,0,47315854920.0,8721117224.0,2859603.0,2519505.0
2022-02-18,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,47767736800.0,6617743320.0,2444426.0,2159345.0
2022-02-20,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,38883712808.0,2498298072.0,1688142.0,1124865.0
2022-02-19,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,78733124312.0,4150868352.0,2873457.0,1822753.0
2022-03-01,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,1298630224.0,322040544.0,93136.0,111570.0
2022-03-03,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,20033093152.0,2467160760.0,893881.0,911281.0
2022-03-02,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,29372802176.0,1569198632.0,1142623.0,814934.0
2022-03-06,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,91.66666666666667,0,42462967048.0,2299592368.0,2053007.0,1407276.0
2022-03-09,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,4.166666666666667,0,2723852064.0,95410848.0,136011.0,97941.0
2022-03-07,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,47242785496.0,5279794560.0,2129332.0,1449021.0
2022-03-10,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,0,12079775352.0,1196798056.0,668298.0,926960.0
2022-03-11,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,9899474336.0,1026599432.0,494847.0,947377.0
2022-03-12,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,79.16666666666667,0,658684344.0,74176896.0,59238.0,63687.0
2022-03-13,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,0,9251435528.0,499076184.0,415119.0,445373.0
2022-03-14,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,7643226616.0,1482685528.0,503573.0,671517.0
2022-03-15,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",808672.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,55569364280.0,3908571776.0,2046525.0,1634830.0
2022-02-02,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,0,863887913384.0,137355470832.0,53222262.0,46830822.0
2022-02-03,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,909836159184.0,148676550256.0,55965653.0,43182479.0
2022-02-04,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,913641672568.0,132367009328.0,54531744.0,41865421.0
2022-02-05,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,925190115624.0,120776312992.0,55707483.0,41394866.0
2022-02-06,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,901702385720.0,189888070176.0,55367201.0,45536172.0
2022-02-08,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,823042527048.0,134861481832.0,48438979.0,40107907.0
2022-02-11,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,927329415992.0,144815755424.0,55072171.0,44305806.0
2022-02-10,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,916106777312.0,151988651232.0,55913446.0,45709946.0
2022-02-12,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,940895683576.0,153585768608.0,53982157.0,41831129.0
2022-02-13,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,1033948884880.0,149103064640.0,59413198.0,44464668.0
2022-02-17,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,0,850106475560.0,130380677136.0,47284225.0,36842021.0
2022-02-18,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,968813523008.0,169715546696.0,57008134.0,45673330.0
2022-02-19,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,926252228904.0,156824150088.0,54062832.0,43044704.0
2022-02-20,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,995280436288.0,149657146640.0,62214391.0,48021460.0
2022-03-01,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,913134977864.0,117228723984.0,53621405.0,40814209.0
2022-03-02,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,884664533024.0,131519997032.0,51691489.0,39466644.0
2022-03-03,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,891457185760.0,111727438632.0,54113743.0,40941741.0
2022-03-06,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,91.66666666666667,0,909645495912.0,125896952456.0,54082984.0,41899056.0
2022-03-07,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,878869782848.0,126150874696.0,54289731.0,43250316.0
2022-03-09,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,4.166666666666667,0,58635337224.0,7186838384.0,3220383.0,2417775.0
2022-03-10,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,0,831062736408.0,119988508200.0,46774660.0,35627384.0
2022-03-11,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,770327750952.0,103212889176.0,45988624.0,34826089.0
2022-03-12,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,79.16666666666667,0,795682936368.0,107742981000.0,44910090.0,32930993.0
2022-03-13,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,0,888407054056.0,99072468224.0,50140304.0,34367567.0
2022-03-14,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,787632514528.0,101321584872.0,42838765.0,32957721.0
2022-03-15,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN, Local Cell ID=3, Cell Name=4G_ALLENTOWN-3, eNodeB ID=5021, Cell FDD TDD indication=CELL_FDD",808673.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,851364530592.0,111886858536.0,49905212.0,38011161.0
2022-02-02,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II, Local Cell ID=1, Cell Name=4G_SUSSEX_II-1, eNodeB ID=5074, Cell FDD TDD indication=CELL_FDD",808674.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,0,127150860024.0,16604882600.0,5615490.0,5926158.0
2022-02-03,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II, Local Cell ID=1, Cell Name=4G_SUSSEX_II-1, eNodeB ID=5074, Cell FDD TDD indication=CELL_FDD",808674.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,231689218808.0,32612012656.0,10791130.0,11120251.0
2022-02-04,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II, Local Cell ID=1, Cell Name=4G_SUSSEX_II-1, eNodeB ID=5074, Cell FDD TDD indication=CELL_FDD",808674.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,191703789656.0,27697325368.0,8463044.0,8520513.0
2022-02-05,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II, Local Cell ID=1, Cell Name=4G_SUSSEX_II-1, eNodeB ID=5074, Cell FDD TDD indication=CELL_FDD",808674.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,188886708504.0,30303587168.0,8839487.0,8428110.0
2022-02-06,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II, Local Cell ID=1, Cell Name=4G_SUSSEX_II-1, eNodeB ID=5074, Cell FDD TDD indication=CELL_FDD",808674.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,255777783792.0,40462562720.0,10068620.0,9776342.0
