"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12312-400.7.70.12",900.0,2024-05-02 06:00:00,0,0,8066,21275,0,0,2760280,9220,0,0,1238028,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.0.18",900.0,2024-05-02 06:00:00,0,0,646,2,0,0,61380,2,0,0,59312,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.0.205",900.0,2024-05-02 06:00:00,0,0,648,0,0,0,62464,0,0,0,59248,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.0.209",900.0,2024-05-02 06:00:00,0,0,646,0,0,0,61872,0,0,0,59248,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.0.210",900.0,2024-05-02 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.0.24",900.0,2024-05-02 06:00:00,0,0,648,0,0,0,62464,0,0,0,59248,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.0.28",900.0,2024-05-02 06:00:00,0,0,649,0,0,0,62556,0,0,0,59340,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.0.33",900.0,2024-05-02 06:00:00,0,0,647,2,0,0,62556,0,0,0,59184,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.0.36",900.0,2024-05-02 06:00:00,0,0,643,0,0,0,59156,0,0,0,59156,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.0.54",900.0,2024-05-02 06:00:00,0,0,640,2,0,0,59112,0,0,0,58936,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.13",900.0,2024-05-02 06:00:00,0,0,639,10,0,0,59816,10,0,0,61508,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.14",900.0,2024-05-02 06:00:00,0,0,648,0,0,0,62504,0,0,0,59248,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.15",900.0,2024-05-02 06:00:00,0,0,650,0,0,0,63436,0,0,0,59524,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.16",900.0,2024-05-02 06:00:00,0,0,653,0,0,0,64348,0,0,0,59524,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.17",900.0,2024-05-02 06:00:00,0,0,652,2,0,0,64396,2,0,0,60004,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.18",900.0,2024-05-02 06:00:00,0,0,4822,29,0,0,163764,4512,0,0,362044,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.19",900.0,2024-05-02 06:00:00,0,0,4714,4757,0,0,763832,4748,0,0,753420,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.22",900.0,2024-05-02 06:00:00,0,0,648,0,0,0,62464,0,0,0,59248,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.23",900.0,2024-05-02 06:00:00,0,0,649,0,0,0,62556,0,0,0,59340,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.28",900.0,2024-05-02 06:00:00,0,0,649,0,0,0,62556,0,0,0,59340,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.29",900.0,2024-05-02 06:00:00,0,0,651,2,0,0,64348,0,0,0,59368,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.31",900.0,2024-05-02 06:00:00,0,0,652,0,0,0,64256,0,0,0,59432,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.32",900.0,2024-05-02 06:00:00,0,0,4857,124,0,0,194200,4602,0,0,514404,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.35",900.0,2024-05-02 06:00:00,0,0,4654,4615,0,0,493352,4671,0,0,623140,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.36",900.0,2024-05-02 06:00:00,0,0,648,0,0,0,62464,0,0,0,59248,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.41",900.0,2024-05-02 06:00:00,0,0,643,0,0,0,59156,0,0,0,59156,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.44",900.0,2024-05-02 06:00:00,0,0,642,29,0,0,67452,29,0,0,64584,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.45",900.0,2024-05-02 06:00:00,0,0,643,2,0,0,59340,0,0,0,59184,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.53",900.0,2024-05-02 06:00:00,0,0,647,6,0,0,64156,3,0,0,59128,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.54",900.0,2024-05-02 06:00:00,0,0,2588,26,0,0,116056,2107,0,0,207424,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.55",900.0,2024-05-02 06:00:00,0,0,328,4497,0,0,358540,12,0,0,156536,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.57",900.0,2024-05-02 06:00:00,0,0,650,0,0,0,62648,0,0,0,59432,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.59",900.0,2024-05-02 06:00:00,0,0,729,3,0,0,67032,6,0,0,67296,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.1.62",900.0,2024-05-02 06:00:00,0,0,640,7,0,0,59772,3,0,0,59572,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.2.103",900.0,2024-05-02 06:00:00,0,0,4767,4765,0,0,550404,4808,0,0,569084,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.2.104",900.0,2024-05-02 06:00:00,0,0,648,0,0,0,62040,0,0,0,59432,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.2.64",900.0,2024-05-02 06:00:00,0,0,643,0,0,0,59156,0,0,0,59156,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.2.67",900.0,2024-05-02 06:00:00,0,0,650,0,0,0,62584,2,0,0,59524,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.2.71",900.0,2024-05-02 06:00:00,0,0,4813,16,0,0,160656,4497,0,0,427552,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.2.73",900.0,2024-05-02 06:00:00,0,0,648,0,0,0,62464,0,0,0,59248,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.2.87",900.0,2024-05-02 06:00:00,0,0,648,0,0,0,62056,0,0,0,59432,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.2.88",900.0,2024-05-02 06:00:00,0,0,644,0,0,0,59248,0,0,0,59248,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.2.89",900.0,2024-05-02 06:00:00,0,0,650,0,0,0,62328,6,0,0,59620,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.3.136",900.0,2024-05-02 06:00:00,0,0,649,0,0,0,62556,0,0,0,59340,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.3.155",900.0,2024-05-02 06:00:00,0,0,649,0,0,0,62556,0,0,0,59340,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.3.167",900.0,2024-05-02 06:00:00,0,0,730,0,0,0,67160,0,0,0,67160,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.3.171",900.0,2024-05-02 06:00:00,0,0,730,0,0,0,67160,0,0,0,67160,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.3.172",900.0,2024-05-02 06:00:00,0,0,643,0,0,0,59092,2,0,0,59248,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.3.26",900.0,2024-05-02 06:00:00,0,0,642,3,0,0,60788,2,0,0,59248,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.11",900.0,2024-05-02 06:00:00,0,0,644,0,0,0,59248,0,0,0,59248,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.192",900.0,2024-05-02 06:00:00,0,0,4607,4569,0,0,476596,4627,0,0,557680,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.193",900.0,2024-05-02 06:00:00,0,0,643,0,0,0,59156,0,0,0,59156,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.194",900.0,2024-05-02 06:00:00,0,0,643,0,0,0,59156,0,0,0,59156,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.195",900.0,2024-05-02 06:00:00,0,0,650,9,0,0,64744,8,0,0,61604,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.197",900.0,2024-05-02 06:00:00,0,0,644,0,0,0,58992,4,0,0,59344,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.198",900.0,2024-05-02 06:00:00,0,0,642,0,0,0,58936,2,0,0,59112,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.199",900.0,2024-05-02 06:00:00,0,0,642,0,0,0,59064,0,0,0,59064,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.201",900.0,2024-05-02 06:00:00,0,0,5090,5167,0,0,991544,5157,0,0,969684,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.202",900.0,2024-05-02 06:00:00,0,0,647,2,0,0,63020,1,0,0,59276,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.204",900.0,2024-05-02 06:00:00,0,0,642,0,0,0,59064,0,0,0,59064,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.219",900.0,2024-05-02 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.222",900.0,2024-05-02 06:00:00,0,0,4847,4840,0,0,635860,4890,0,0,635628,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.223",900.0,2024-05-02 06:00:00,0,0,728,8,0,0,67328,12,0,0,67640,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.224",900.0,2024-05-02 06:00:00,0,0,649,0,0,0,62556,0,0,0,59340,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.229",900.0,2024-05-02 06:00:00,0,0,647,1,0,0,62064,0,0,0,59368,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.237",900.0,2024-05-02 06:00:00,0,0,643,0,0,0,59156,0,0,0,59156,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.239",900.0,2024-05-02 06:00:00,0,0,4607,4607,0,0,491440,4613,0,0,488040,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.243",900.0,2024-05-02 06:00:00,0,0,647,7,0,0,60712,11,0,0,60980,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.251",900.0,2024-05-02 06:00:00,0,0,641,2,0,0,59204,0,0,0,59028,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.254",900.0,2024-05-02 06:00:00,0,0,357,4551,0,0,441276,68,0,0,170440,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.4.9",900.0,2024-05-02 06:00:00,0,0,643,6,0,0,62172,0,0,0,59056,0
"ManagedElement=LTESite1234,Transport=1,SctpEndpoint=LTE,SctpAssociation=12322-400.300.5.0",900.0,2024-05-02 06:00:00,0,0,642,0,0,0,59064,0,0,0,59064,0
