begintime,sk_object,duration,M51322C0,M51322C1,M51322C2,M51322C3,M51322C4,M51322C5
2022-03-15 06:58:00,284.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,289.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 06:58:00,290.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 02:53:00,272.0,7,64728725.0,63197.0,10161026.0,44100.0,0.0,0.0
2022-03-17 02:53:00,279.0,7,1492988.0,18316.0,1634892.0,14905.0,0.0,2.0
2022-03-17 02:53:00,280.0,7,876730.0,15158.0,33460560.0,23307.0,0.0,0.0
2022-03-17 02:54:00,267.0,6,279232.0,3335.0,204768.0,2234.0,0.0,0.0
2022-03-17 02:54:00,268.0,6,1526211.0,26090.0,55378098.0,38519.0,0.0,0.0
2022-03-17 02:54:00,270.0,6,280475.0,628.0,200355.0,992.0,0.0,0.0
2022-03-17 02:54:00,271.0,6,140657698.0,171732.0,56985771.0,138586.0,0.0,0.0
2022-03-17 02:54:00,273.0,6,4023255.0,4596.0,932858.0,4534.0,0.0,0.0
2022-03-17 02:54:00,274.0,6,118310056.0,94644.0,6226595.0,44252.0,0.0,0.0
2022-03-17 02:54:00,275.0,6,474522.0,6497.0,1218637.0,1038.0,0.0,0.0
2022-03-17 02:54:00,276.0,6,638568.0,7808.0,637832.0,5911.0,0.0,2.0
2022-03-17 02:54:00,277.0,6,618624.0,6964.0,323260.0,4125.0,0.0,3.0
2022-03-17 02:54:00,278.0,6,539844.0,5951.0,193596.0,3165.0,0.0,0.0
2022-03-17 02:54:00,282.0,6,202949.0,2698.0,870973.0,774.0,0.0,0.0
2022-03-17 02:54:00,283.0,6,2298800.0,27448.0,2343084.0,21604.0,0.0,5.0
2022-03-17 02:54:00,285.0,6,109466.0,1506.0,1546.0,20.0,0.0,0.0
2022-03-17 02:54:00,287.0,6,136046.0,1872.0,2230.0,29.0,0.0,0.0
2022-03-17 02:54:00,288.0,6,393424.0,1367.0,398148.0,1491.0,0.0,0.0
2022-03-17 02:55:00,269.0,5,1783132.0,21273.0,1710512.0,16089.0,0.0,2.0
2022-03-17 02:55:00,281.0,5,2274316.0,39421.0,81819395.0,55287.0,0.0,0.0
2022-03-17 02:55:00,286.0,5,416928936.0,318176.0,43280731.0,191271.0,0.0,0.0
2022-03-18 18:00:00,267.0,15,2982212.0,32405.0,799136.0,16514.0,0.0,0.0
2022-03-18 18:00:00,270.0,15,1200.0,30.0,1260.0,30.0,0.0,0.0
2022-03-18 18:00:00,285.0,15,1081560.0,14926.0,384655.0,284.0,0.0,0.0
2022-03-18 18:15:00,267.0,15,2869752.0,31169.0,792132.0,16268.0,0.0,0.0
2022-03-18 18:15:00,270.0,15,1200.0,30.0,1260.0,30.0,0.0,0.0
2022-03-18 18:15:00,285.0,15,1062578.0,14624.0,3736.0,22.0,0.0,0.0
2022-03-18 18:30:00,267.0,15,2887012.0,31343.0,794516.0,16342.0,0.0,0.0
2022-03-18 18:30:00,270.0,15,1200.0,30.0,1260.0,30.0,0.0,0.0
2022-03-18 18:30:00,285.0,15,1061570.0,14610.0,3736.0,22.0,0.0,0.0
2022-03-18 18:45:00,267.0,15,2943968.0,31976.0,812560.0,16710.0,0.0,0.0
2022-03-18 18:45:00,270.0,15,640.0,16.0,672.0,16.0,0.0,0.0
2022-03-18 18:45:00,285.0,15,1063018.0,14631.0,3572.0,20.0,0.0,0.0
2022-03-19 06:56:00,86685.0,4,1262592.0,13863.0,643036.0,8070.0,0.0,5.0
2022-03-19 06:56:00,86686.0,4,216883.0,3020.0,1276773.0,986.0,0.0,6.0
2022-03-19 06:56:00,86688.0,4,214518243.0,176885.0,30001182.0,108481.0,0.0,0.0
2022-03-19 13:46:00,284.0,14,8994432.0,99748.0,5796708.0,63338.0,0.0,27.0
2022-03-19 13:46:00,289.0,14,1937618.0,32938.0,68316196.0,47599.0,0.0,0.0
2022-03-19 13:46:00,290.0,14,1809840719.0,1541897.0,231355911.0,977016.0,3.0,0.0
2022-03-19 16:58:00,284.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 16:58:00,289.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 16:58:00,290.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,284.0,13,17103060.0,186275.0,12386280.0,144135.0,0.0,39.0
2022-03-11 21:47:00,289.0,13,1097691.0,14899.0,2055860.0,1940.0,0.0,0.0
2022-03-11 21:47:00,290.0,13,5185264896.0,5421972.0,974466047.0,3904733.0,2.0,0.0
2022-03-12 05:55:00,273.0,5,1033689969.0,826425.0,88687896.0,447859.0,0.0,0.0
2022-03-12 05:55:00,276.0,5,2238284.0,24226.0,2228452.0,17910.0,0.0,0.0
2022-03-12 05:55:00,287.0,5,700174.0,9558.0,52405.0,164.0,0.0,0.0
2022-03-12 06:50:00,284.0,10,4403368.0,49982.0,3280820.0,33182.0,0.0,8.0
2022-03-12 06:50:00,289.0,10,479739.0,6662.0,1800142.0,1401.0,0.0,6.0
2022-03-12 06:50:00,290.0,10,1164526612.0,1112070.0,515328076.0,769254.0,0.0,0.0
