begintime,sk_object,duration,M8083C0,M8083C1
2022-03-15 06:58:00,6435.0,2,589824000000.0,0.0
2022-03-15 06:58:00,6442.0,2,589824000000.0,0.0
2022-03-17 02:53:00,6441.0,7,2064384000000.0,0.0
2022-03-17 02:53:00,6446.0,7,2064384000000.0,0.0
2022-03-17 02:54:00,6436.0,6,1769472000000.0,0.0
2022-03-17 02:54:00,6437.0,6,1769472000000.0,0.0
2022-03-17 02:54:00,6438.0,6,1769472000000.0,0.0
2022-03-17 02:54:00,6439.0,6,1769472000000.0,0.0
2022-03-17 02:54:00,6443.0,6,1769472000000.0,0.0
2022-03-17 02:54:00,6445.0,6,1769472000000.0,0.0
2022-03-17 02:54:00,6447.0,6,589824000000.0,0.0
2022-03-17 02:54:00,6448.0,6,1769472000000.0,0.0
2022-03-17 02:55:00,6440.0,5,1474560000000.0,0.0
2022-03-17 02:55:00,6444.0,5,1474560000000.0,0.0
2022-03-19 06:56:00,87759.0,4,1474560000000.0,0.0
2022-03-19 06:56:00,87760.0,4,1474560000000.0,0.0
2022-03-19 13:46:00,6435.0,14,4128768000000.0,0.0
2022-03-19 13:46:00,6442.0,14,4128768000000.0,0.0
2022-03-19 16:58:00,6435.0,2,0.0,0.0
2022-03-19 16:58:00,6442.0,2,884736000000.0,0.0
2022-03-11 21:47:00,6435.0,13,4128768000000.0,0.0
2022-03-11 21:47:00,6442.0,13,4128768000000.0,0.0
2022-03-12 05:55:00,6443.0,5,4128768000000.0,0.0
2022-03-12 05:55:00,6447.0,5,3833856000000.0,0.0
2022-03-12 06:50:00,6435.0,10,3244032000000.0,0.0
2022-03-12 06:50:00,6442.0,10,3244032000000.0,0.0
