NE Name,fdn,ADJNODENAME,ANI,BTSID,MOIndex,NODET,className,name,neID
FTBSC02,"NE=280,ADJNODE=95",KHORTRIGHT_II,95,40,26_95,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=95, Label=KHORTRIGHT_II",26
FTBSC02,"NE=280,ADJNODE=271",HILLTOP,271,271,26_271,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=271, Label=HILLTOP",26
FTBSC02,"NE=280,ADJNODE=274",KAMASIKI,274,274,26_274,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=274, Label=KAMASIKI",26
FTBSC02,"NE=280,ADJNODE=282",TORKPOITOWN,282,282,26_282,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=282, Label=TORKPOITOWN",26
FTBSC02,"NE=280,ADJNODE=315",YAGOI,315,315,26_315,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=315, Label=YAGOI",26
FTBSC02,"NE=280,ADJNODE=319",KENEMA_ENTRANCE,319,319,26_319,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=319, Label=KENEMA_ENTRANCE",26
FTBSC02,"NE=280,ADJNODE=320",KENEMA_MFS,320,320,26_320,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=320, Label=KENEMA_MFS",26
FTBSC02,"NE=280,ADJNODE=321",MAKENI_TEKOHRD,321,321,26_321,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=321, Label=MAKENI_TEKOHRD",26
FTBSC02,"NE=280,ADJNODE=322",MAKENI_KABALAHIGHWAY,322,322,26_322,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=322, Label=MAKENI_KABALAHIGHWAY",26
FTBSC02,"NE=280,ADJNODE=323",BO_SAMILAYOUT,323,323,26_323,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=323, Label=BO_SAMILAYOUT",26
FTBSC02,"NE=280,ADJNODE=327",TOMBODU,327,327,26_327,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=327, Label=TOMBODU",26
FTBSC02,"NE=280,ADJNODE=328",PEYIMA,328,328,26_328,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=328, Label=PEYIMA",26
FTBSC02,"NE=280,ADJNODE=329",KENEMA_KORTUGBOGOMA,329,329,26_329,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=329, Label=KENEMA_KORTUGBOGOMA",26
FTBSC02,"NE=280,ADJNODE=331",FIRAWA,331,331,26_331,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=331, Label=FIRAWA",26
FTBSC02,"NE=280,ADJNODE=330",GBENDEMBU,330,330,26_330,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=330, Label=GBENDEMBU",26
FTBSC02,"NE=280,ADJNODE=332",YIRAIA,332,332,26_332,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=332, Label=YIRAIA",26
FTBSC02,"NE=280,ADJNODE=334",WORODU,334,334,26_334,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=334, Label=WORODU",26
FTBSC02,"NE=280,ADJNODE=338",JUMU_KAFIEJUMU,338,338,26_338,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=338, Label=JUMU_KAFIEJUMU",26
FTBSC02,"NE=280,ADJNODE=340",GONDAMA_MADINA,340,340,26_340,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=340, Label=GONDAMA_MADINA",26
FTBSC02,"NE=280,ADJNODE=342",MAKARR_VILLAGE,342,342,26_342,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=342, Label=MAKARR_VILLAGE",26
FTBSC02,"NE=280,ADJNODE=339",KUNYA,339,339,26_339,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=339, Label=KUNYA",26
FTBSC02,"NE=280,ADJNODE=341",MOSENESIE_JUNCTION,341,341,26_341,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=341, Label=MOSENESIE_JUNCTION",26
FTBSC02,"NE=280,ADJNODE=349",TORMABUM,349,349,26_349,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=349, Label=TORMABUM",26
FTBSC02,"NE=280,ADJNODE=343",BO_GIEWA,343,343,26_343,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=343, Label=BO_GIEWA",26
FTBSC02,"NE=280,ADJNODE=346",KANDEHTOWN_BO,346,346,26_346,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=346, Label=KANDEHTOWN_BO",26
FTBSC02,"NE=280,ADJNODE=344",MATTRUEROAD_BO,344,344,26_344,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=344, Label=MATTRUEROAD_BO",26
FTBSC02,"NE=280,ADJNODE=345",ABUSTREET_BO,345,345,26_345,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=345, Label=ABUSTREET_BO",26
FTBSC02,"NE=280,ADJNODE=336",MAKENI_SABU,336,336,26_336,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=336, Label=MAKENI_SABU",26
FTBSC02,"NE=280,ADJNODE=335",MILTONSTREET,335,335,26_335,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=335, Label=MILTONSTREET",26
FTBSC02,"NE=280,ADJNODE=357",KOIDUTECH,357,357,26_357,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=357, Label=KOIDUTECH",26
FTBSC02,"NE=280,ADJNODE=354",KANGAMATOWN,354,354,26_354,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=354, Label=KANGAMATOWN",26
FTBSC02,"NE=280,ADJNODE=351",KENEMA_LUMA,351,351,26_351,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=351, Label=KENEMA_LUMA",26
FTBSC02,"NE=280,ADJNODE=356",MOUSAIA,356,356,26_356,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=356, Label=MOUSAIA",26
FTBSC02,"NE=280,ADJNODE=353",GEGBWEMA,353,353,26_353,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=353, Label=GEGBWEMA",26
FTBSC02,"NE=280,ADJNODE=352",BO_BATIAMA,352,352,26_352,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=352, Label=BO_BATIAMA",26
FTBSC02,"NE=280,ADJNODE=350",KENEMA_SESAYLANE,350,350,26_350,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=350, Label=KENEMA_SESAYLANE",26
FTBSC02,"NE=280,ADJNODE=359",TEMBAWA_KENEMA,359,359,26_359,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=359, Label=TEMBAWA_KENEMA",26
FTBSC02,"NE=280,ADJNODE=358",PROPOR_TOWN,358,358,26_358,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=358, Label=PROPOR_TOWN",26
FTBSC02,"NE=280,ADJNODE=365",KPETEMA_ROADRUTILE,365,365,26_365,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=365, Label=KPETEMA_ROADRUTILE",26
FTBSC02,"NE=280,ADJNODE=361",DALAKURU,361,361,26_361,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=361, Label=DALAKURU",26
FTBSC02,"NE=280,ADJNODE=363",GBOYAMA,363,363,26_363,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=363, Label=GBOYAMA",26
FTBSC02,"NE=280,ADJNODE=364",NIAGOREHUN_TOWN,364,364,26_364,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=364, Label=NIAGOREHUN_TOWN",26
FTBSC02,"NE=280,ADJNODE=362",PENDUMA_DOVEFACTORY,362,362,26_362,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=362, Label=PENDUMA_DOVEFACTORY",26
FTBSC02,"NE=280,ADJNODE=366",KOROMASILIA,366,366,26_366,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=366, Label=KOROMASILIA",26
FTBSC02,"NE=280,ADJNODE=373",BLAMA_MASSAQUOI,373,373,26_373,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=373, Label=BLAMA_MASSAQUOI",26
FTBSC02,"NE=280,ADJNODE=378",MANDU_TOWN,378,378,26_378,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=378, Label=MANDU_TOWN",26
FTBSC02,"NE=280,ADJNODE=377",DAMBALA_TOWN,377,377,26_377,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=377, Label=DAMBALA_TOWN",26
FTBSC02,"NE=280,ADJNODE=375",KPAKINDU_VILLAGE,375,375,26_375,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=375, Label=KPAKINDU_VILLAGE",26
FTBSC02,"NE=280,ADJNODE=376",TUNGIE,376,376,26_376,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=376, Label=TUNGIE",26
FTBSC02,"NE=280,ADJNODE=379",SOCFIN_MILL,379,379,26_379,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=379, Label=SOCFIN_MILL",26
FTBSC02,"NE=280,ADJNODE=382",FUNUMBA_KOROTOWN,382,382,26_382,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=382, Label=FUNUMBA_KOROTOWN",26
FTBSC02,"NE=280,ADJNODE=383",NGEHUN_VILLAGE,383,383,26_383,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=383, Label=NGEHUN_VILLAGE",26
FTBSC02,"NE=280,ADJNODE=384",SERABU_II,384,384,26_384,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=384, Label=SERABU_II",26
FTBSC02,"NE=280,ADJNODE=386",SENDUMEI,386,386,26_386,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=386, Label=SENDUMEI",26
FTBSC02,"NE=280,ADJNODE=387",TAILUBONGOR_TOWN,387,387,26_387,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=387, Label=TAILUBONGOR_TOWN",26
FTBSC02,"NE=280,ADJNODE=388",BAOMAHUNN,388,388,26_388,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=388, Label=BAOMAHUNN",26
FTBSC02,"NE=280,ADJNODE=385",MANJORO,385,385,26_385,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=385, Label=MANJORO",26
FTBSC02,"NE=280,ADJNODE=389",BAMBAKALEMA,389,389,26_389,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=389, Label=BAMBAKALEMA",26
FTBSC02,"NE=280,ADJNODE=390",COW,390,390,26_390,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=390, Label=COW",26
FTBSC02,"NE=280,ADJNODE=391",GBANAHUN_VILLAGE,391,391,26_391,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=391, Label=GBANAHUN_VILLAGE",26
FTBSC02,"NE=280,ADJNODE=392",MELEMA_JUNCTION,392,392,26_392,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=392, Label=MELEMA_JUNCTION",26
FTBSC02,"NE=280,ADJNODE=393",KPETEWOMA_LUGBU,393,393,26_393,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=393, Label=KPETEWOMA_LUGBU",26
FTBSC02,"NE=280,ADJNODE=406",BARLIE,406,406,26_406,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=406, Label=BARLIE",26
FTBSC02,"NE=280,ADJNODE=394",KOCHERO_TOWN,394,394,26_394,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=394, Label=KOCHERO_TOWN",26
FTBSC02,"NE=280,ADJNODE=410",KONGOHUN,410,410,26_410,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=410, Label=KONGOHUN",26
FTBSC02,"NE=280,ADJNODE=397",KOROMANDOR,397,397,26_397,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=397, Label=KOROMANDOR",26
FTBSC02,"NE=280,ADJNODE=401",NJAGBWEMA_FIAMA,401,401,26_401,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=401, Label=NJAGBWEMA_FIAMA",26
FTBSC02,"NE=280,ADJNODE=404",MASSAH_VILLAGE,404,404,26_404,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=404, Label=MASSAH_VILLAGE",26
FTBSC02,"NE=280,ADJNODE=400",BANKABI_VILLAGE,400,400,26_400,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=400, Label=BANKABI_VILLAGE",26
FTBSC02,"NE=280,ADJNODE=402",TEBORKONKELA,402,402,26_402,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=402, Label=TEBORKONKELA",26
FTBSC02,"NE=280,ADJNODE=442",METCHEM_GODERICH,442,442,26_442,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=442, Label=METCHEM_GODERICH",26
FTBSC02,"NE=280,ADJNODE=403",LAMINAYA_VILLAGE,403,403,26_403,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=403, Label=LAMINAYA_VILLAGE",26
FTBSC02,"NE=280,ADJNODE=418",MATTEU_VILLAGE,418,418,26_418,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=418, Label=MATTEU_VILLAGE",26
FTBSC02,"NE=280,ADJNODE=422",MATAMP,422,422,26_422,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=422, Label=MATAMP",26
FTBSC02,"NE=280,ADJNODE=411",GBADALAHA,411,411,26_411,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=411, Label=GBADALAHA",26
FTBSC02,"NE=280,ADJNODE=412",BAMATOKE,412,412,26_412,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=412, Label=BAMATOKE",26
FTBSC02,"NE=280,ADJNODE=414",KAMIENDOR,414,414,26_414,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=414, Label=KAMIENDOR",26
FTBSC02,"NE=280,ADJNODE=416",KORWOMA_VILLAGE,416,416,26_416,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=416, Label=KORWOMA_VILLAGE",26
FTBSC02,"NE=280,ADJNODE=415",KONDEYA_LINE,415,415,26_415,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=415, Label=KONDEYA_LINE",26
FTBSC02,"NE=280,ADJNODE=423",TANINAHUN,423,423,26_423,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=423, Label=TANINAHUN",26
FTBSC02,"NE=280,ADJNODE=428",NYAWURIA,428,428,26_428,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=428, Label=NYAWURIA",26
FTBSC02,"NE=280,ADJNODE=429",TONKOYAH,429,429,26_429,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=429, Label=TONKOYAH",26
FTBSC02,"NE=280,ADJNODE=427",KAMAYIBO,427,427,26_427,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=427, Label=KAMAYIBO",26
FTBSC02,"NE=280,ADJNODE=424",GANDORHUN,424,424,26_424,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=424, Label=GANDORHUN",26
FTBSC02,"NE=280,ADJNODE=431",GBONTOLA,431,431,26_431,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=431, Label=GBONTOLA",26
FTBSC02,"NE=280,ADJNODE=432",NJALA_GAMBIA,432,432,26_432,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=432, Label=NJALA_GAMBIA",26
FTBSC02,"NE=280,ADJNODE=433",MANO_GEYA,433,433,26_433,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=433, Label=MANO_GEYA",26
FTBSC02,"NE=280,ADJNODE=435",DAKAWALIE,435,435,26_435,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=435, Label=DAKAWALIE",26
FTBSC02,"NE=280,ADJNODE=439",BANGAMBAYA,439,439,26_439,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=439, Label=BANGAMBAYA",26
FTBSC02,"NE=280,ADJNODE=440",SEREKOLIA,440,440,26_440,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=440, Label=SEREKOLIA",26
FTBSC02,"NE=280,ADJNODE=443",GLOUCESTER,443,443,26_443,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=443, Label=GLOUCESTER",26
FTBSC02,"NE=280,ADJNODE=444",TALLA,444,444,26_444,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=444, Label=TALLA",26
FTBSC02,"NE=280,ADJNODE=650",AFRICOW,650,650,26_650,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=650, Label=AFRICOW",26
FTBSC02,"NE=280,ADJNODE=451",GBAP,451,451,26_451,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=451, Label=GBAP",26
FTBSC02,"NE=280,ADJNODE=453",BAOMA_KPENGE,453,453,26_453,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=453, Label=BAOMA_KPENGE",26
FTBSC02,"NE=280,ADJNODE=446",KONDEWAKORO,446,446,26_446,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=446, Label=KONDEWAKORO",26
FTBSC02,"NE=280,ADJNODE=449",GBAIMA_SMALLSEFADU,449,449,26_449,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=449, Label=GBAIMA_SMALLSEFADU",26
FTBSC02,"NE=280,ADJNODE=450",KAMAKONI,450,450,26_450,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=450, Label=KAMAKONI",26
FTBSC02,"NE=280,ADJNODE=458",2G_GBERIA_FOTUMBU,458,458,26_458,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=458, Label=2G_GBERIA_FOTUMBU",26
FTBSC02,"NE=280,ADJNODE=461",BAKAR,461,461,26_461,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=461, Label=BAKAR",26
FTBSC02,"NE=280,ADJNODE=459",GBENIKORO,459,459,26_459,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=459, Label=GBENIKORO",26
FTBSC02,"NE=280,ADJNODE=466",NIAHUN_BO,466,466,26_466,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=466, Label=NIAHUN_BO",26
FTBSC02,"NE=280,ADJNODE=463",HAMADALI,463,463,26_463,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=463, Label=HAMADALI",26
FTBSC02,"NE=280,ADJNODE=460",MADINA_DAMA,460,460,26_460,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=460, Label=MADINA_DAMA",26
FTBSC02,"NE=280,ADJNODE=465",MAMBO_HILL,465,465,26_465,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=465, Label=MAMBO_HILL",26
FTBSC02,"NE=280,ADJNODE=464",MABOIMA_VILLAGE,464,464,26_464,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=464, Label=MABOIMA_VILLAGE",26
FTBSC02,"NE=280,ADJNODE=478",KABBASA_LODGE,478,478,26_478,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=478, Label=KABBASA_LODGE",26
FTBSC02,"NE=280,ADJNODE=483",KAMAKONTAKAY_VILLAGE,483,483,26_483,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=483, Label=KAMAKONTAKAY_VILLAGE",26
FTBSC02,"NE=280,ADJNODE=469",MADINA_FULLAH,469,469,26_469,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=469, Label=MADINA_FULLAH",26
FTBSC02,"NE=280,ADJNODE=477",MAKUTA,477,477,26_477,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=477, Label=MAKUTA",26
FTBSC02,"NE=280,ADJNODE=470",MOYOWA_JONG,470,470,26_470,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=470, Label=MOYOWA_JONG",26
FTBSC02,"NE=280,ADJNODE=491",NJAMA_KOWA,491,491,26_491,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=491, Label=NJAMA_KOWA",26
FTBSC02,"NE=280,ADJNODE=475",KPATUBU,475,475,26_475,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=475, Label=KPATUBU",26
FTBSC02,"NE=280,ADJNODE=481",MABANG,481,481,26_481,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=481, Label=MABANG",26
FTBSC02,"NE=280,ADJNODE=495",YARAA,495,495,26_495,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=495, Label=YARAA",26
FTBSC02,"NE=280,ADJNODE=473",GBENTU,473,473,26_473,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=473, Label=GBENTU",26
FTBSC02,"NE=280,ADJNODE=476",MAKONG,476,476,26_476,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=476, Label=MAKONG",26
