begintime,sk_object,duration,M8036C3,M8036C4,M8036C5,M8036C6,M8036C0,M8036C1,M8036C2
2022-03-12 04:45:00,21517.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 14:15:00,21630.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 04:15:00,21575.0,15,0.0,0.0,0.0,0.0,26.0,26.0,0.0
2022-03-11 22:15:00,21530.0,15,0.0,0.0,0.0,0.0,82.0,144.0,2.0
2022-03-11 07:30:00,21514.0,15,0.0,0.0,0.0,0.0,1104.0,1102.0,0.0
2022-03-11 06:15:00,21522.0,15,0.0,0.0,0.0,0.0,17.0,16.0,0.0
2022-03-11 01:15:00,21528.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21527.0,15,0.0,0.0,0.0,0.0,271.0,4.0,0.0
2022-03-11 00:45:00,21561.0,15,0.0,0.0,0.0,0.0,300.0,390.0,0.0
2022-03-11 03:45:00,21535.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,21538.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,21552.0,15,0.0,0.0,0.0,0.0,277.0,10.0,0.0
2022-03-11 00:00:00,21550.0,15,0.0,0.0,0.0,0.0,234.0,66.0,0.0
2022-03-11 03:15:00,21595.0,15,0.0,0.0,0.0,0.0,89.0,0.0,0.0
2022-03-11 22:30:00,21528.0,15,0.0,0.0,0.0,0.0,6.0,4.0,2.0
2022-03-11 02:45:00,21541.0,15,0.0,0.0,0.0,0.0,37.0,14.0,0.0
2022-03-11 04:30:00,21518.0,15,0.0,0.0,0.0,0.0,178.0,0.0,0.0
2022-03-11 07:00:00,21519.0,15,0.0,0.0,0.0,0.0,202.0,24.0,0.0
2022-03-11 04:30:00,21596.0,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-03-11 00:30:00,21515.0,15,0.0,0.0,0.0,0.0,91.0,180.0,0.0
2022-03-11 04:15:00,21532.0,15,0.0,0.0,0.0,0.0,119.0,119.0,0.0
2022-03-11 02:00:00,21630.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,21537.0,15,0.0,0.0,0.0,0.0,1033.0,799.0,34.0
2022-03-11 05:00:00,21626.0,15,0.0,0.0,0.0,0.0,10.0,10.0,0.0
2022-03-11 01:45:00,21559.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 04:15:00,21608.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 04:15:00,21624.0,15,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2022-03-11 05:45:00,21560.0,15,0.0,0.0,0.0,0.0,4.0,4.0,0.0
2022-03-11 03:00:00,21603.0,15,0.0,0.0,0.0,0.0,22.0,287.0,0.0
2022-03-11 05:30:00,21517.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,21603.0,15,0.0,0.0,0.0,0.0,22.0,289.0,0.0
2022-03-11 02:15:00,21514.0,15,0.0,0.0,0.0,0.0,335.0,65.0,0.0
2022-03-11 07:45:00,21543.0,15,0.0,0.0,0.0,0.0,32.0,30.0,0.0
2022-03-11 04:30:00,21556.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21612.0,15,0.0,0.0,0.0,0.0,321.0,325.0,0.0
2022-03-11 01:30:00,21554.0,15,0.0,0.0,0.0,0.0,267.0,0.0,0.0
2022-03-11 07:45:00,21620.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 22:15:00,21561.0,15,0.0,0.0,0.0,0.0,938.0,944.0,0.0
2022-03-11 06:30:00,21628.0,15,0.0,0.0,0.0,0.0,4.0,6.0,0.0
2022-03-11 05:15:00,21597.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,21633.0,15,0.0,0.0,0.0,0.0,358.0,92.0,0.0
2022-03-11 03:15:00,21544.0,15,0.0,0.0,0.0,0.0,134.0,75.0,0.0
2022-03-11 23:45:00,21547.0,15,0.0,0.0,0.0,0.0,16.0,16.0,0.0
2022-03-11 08:00:00,21512.0,15,0.0,0.0,0.0,0.0,494.0,581.0,0.0
2022-03-11 02:30:00,21628.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21533.0,15,0.0,0.0,0.0,0.0,273.0,6.0,0.0
2022-03-11 22:00:00,21566.0,15,0.0,0.0,0.0,0.0,1279.0,1024.0,0.0
2022-03-11 00:15:00,21531.0,15,0.0,0.0,0.0,0.0,318.0,49.0,0.0
2022-03-11 07:30:00,21617.0,15,0.0,0.0,0.0,0.0,395.0,311.0,0.0
2022-03-11 00:30:00,21532.0,15,0.0,0.0,0.0,0.0,1313.0,1319.0,0.0
2022-03-11 01:15:00,21554.0,15,0.0,0.0,0.0,0.0,271.0,4.0,0.0
2022-03-11 03:15:00,21606.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,21526.0,15,0.0,0.0,0.0,0.0,920.0,1187.0,0.0
2022-03-11 03:45:00,21547.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21626.0,15,0.0,0.0,0.0,0.0,49.0,47.0,0.0
2022-03-11 03:15:00,21557.0,15,0.0,0.0,0.0,0.0,12.0,12.0,0.0
2022-03-11 06:45:00,21527.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 02:45:00,21600.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 22:15:00,21620.0,15,0.0,0.0,0.0,0.0,9.0,9.0,0.0
2022-03-11 04:15:00,21527.0,15,0.0,0.0,0.0,0.0,4.0,4.0,0.0
2022-03-11 01:00:00,21605.0,15,0.0,0.0,0.0,0.0,89.0,0.0,0.0
2022-03-11 02:15:00,21510.0,15,0.0,0.0,0.0,0.0,54.0,319.0,0.0
2022-03-11 03:45:00,21537.0,15,0.0,0.0,0.0,0.0,70.0,119.0,0.0
2022-03-11 08:00:00,21535.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,21559.0,15,0.0,0.0,0.0,0.0,10.0,8.0,0.0
2022-03-11 02:30:00,21623.0,15,0.0,0.0,0.0,0.0,19.0,21.0,0.0
2022-03-11 05:15:00,21592.0,15,0.0,0.0,0.0,0.0,222.0,219.0,0.0
2022-03-11 05:45:00,21586.0,15,0.0,0.0,0.0,0.0,40.0,41.0,0.0
2022-03-11 06:15:00,21566.0,15,0.0,0.0,0.0,0.0,286.0,105.0,0.0
2022-03-11 23:45:00,21594.0,15,0.0,0.0,0.0,0.0,1798.0,1799.0,0.0
2022-03-11 00:15:00,21510.0,15,0.0,0.0,0.0,0.0,814.0,812.0,0.0
2022-03-11 00:00:00,21583.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,21616.0,15,0.0,0.0,0.0,0.0,151.0,63.0,0.0
2022-03-11 01:30:00,21600.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 03:00:00,21606.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,21516.0,15,0.0,0.0,0.0,0.0,202.0,204.0,0.0
2022-03-11 01:30:00,21588.0,15,0.0,0.0,0.0,0.0,93.0,183.0,0.0
2022-03-11 04:00:00,21626.0,15,0.0,0.0,0.0,0.0,18.0,19.0,0.0
2022-03-11 06:45:00,21512.0,15,0.0,0.0,0.0,0.0,189.0,273.0,0.0
2022-03-11 06:45:00,21556.0,15,0.0,0.0,0.0,0.0,28.0,28.0,0.0
2022-03-11 02:00:00,21582.0,15,0.0,0.0,0.0,0.0,351.0,81.0,0.0
2022-03-11 06:30:00,21630.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,21620.0,15,0.0,0.0,0.0,0.0,7.0,7.0,0.0
2022-03-11 22:15:00,21582.0,15,0.0,0.0,0.0,0.0,1038.0,1061.0,175.0
2022-03-11 00:00:00,21603.0,15,0.0,0.0,0.0,0.0,318.0,411.0,2.0
2022-03-11 00:15:00,21567.0,15,0.0,0.0,0.0,0.0,23.0,25.0,0.0
2022-03-11 03:45:00,21550.0,15,0.0,0.0,0.0,0.0,184.0,10.0,0.0
2022-03-11 08:30:00,21527.0,15,0.0,0.0,0.0,0.0,194.0,16.0,0.0
2022-03-11 00:45:00,21606.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 04:15:00,21625.0,15,0.0,0.0,0.0,0.0,18.0,196.0,0.0
