begintime,sk_object,duration,integrity,M8018C4,M8018C0,M8018C1,M8018C5,M8018C6,M8018C7,M8018C8,M8018C9,M8018C10,M8018C11
2022-03-15,2278.0,2.0,0.1388888888888889,0.0,132.0,167.0,0.0,0.0,0.0,16974.0,129.0,0.0,0.0
2022-03-17,2281.0,6.0,0.4166666666666667,0.0,83.0,179.0,0.0,0.0,0.0,29106.0,352.0,0.0,0.0
2022-03-17,2280.0,7.0,0.4861111111111111,0.0,73.0,169.0,0.0,0.0,0.0,29988.0,413.0,0.0,0.0
2022-03-19,87432.0,4.0,0.2777777777777778,0.0,72.0,92.0,0.0,0.0,0.0,19537.0,271.0,0.0,0.0
2022-03-17,2277.0,6.0,0.4166666666666667,0.0,9.0,15.0,0.0,0.0,0.0,3113.0,352.0,0.0,0.0
2022-03-18,2279.0,60.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.0
2022-03-12,2283.0,5.0,0.3472222222222222,0.0,60.0,118.0,0.0,0.0,0.0,49880.0,833.0,0.0,0.0
2022-03-17,2283.0,6.0,0.4166666666666667,13.0,27.0,87.0,13.0,0.0,0.0,9496.0,353.0,0.0,0.0
2022-03-12,2278.0,10.0,0.6944444444444444,0.0,167.0,207.0,0.0,0.0,0.0,109913.0,659.0,0.0,0.0
2022-03-17,2276.0,5.0,0.3472222222222222,0.0,66.0,105.0,0.0,0.0,0.0,19367.0,293.0,0.0,0.0
2022-03-19,2278.0,16.0,1.1111111111111112,0.0,161.0,255.0,0.0,0.0,0.0,184510.0,958.0,0.0,0.0
2022-03-17,2282.0,6.0,0.4166666666666667,0.0,9.0,15.0,0.0,0.0,0.0,3069.0,352.0,0.0,0.0
2022-03-11,2278.0,13.0,0.9027777777777778,0.0,443.0,509.0,0.0,0.0,0.0,368130.0,831.0,0.0,0.0
2022-03-17,2279.0,6.0,0.4166666666666667,0.0,11.0,45.0,0.0,0.0,0.0,4032.0,353.0,0.0,0.0
