begintime,sk_object,duration,integrity,M8049C0,M8049C1,M8049C2,M8049C3
2022-03-11 15:00:00,21836.0,60.0,100.0,85.0,22915.0,15763.0,36486.0
2022-03-13 07:00:00,21820.0,60.0,100.0,88.0,38698.0,16378.0,40570.0
2022-03-18 17:00:00,21820.0,60.0,100.0,101.0,36034.0,16753.0,45981.0
2022-03-18 15:00:00,21830.0,60.0,100.0,27.0,14046.0,16460.0,21403.0
2022-03-12 09:00:00,21823.0,60.0,100.0,372.0,45141.0,20673.0,59098.0
2022-03-11 06:00:00,21829.0,60.0,100.0,114.0,36963.0,15679.0,39009.0
2022-03-18 06:00:00,21831.0,60.0,100.0,170.0,36592.0,16846.0,42495.0
2022-03-17 09:00:00,21830.0,60.0,100.0,25.0,13965.0,16773.0,19454.0
2022-03-18 19:00:00,21823.0,60.0,100.0,455.0,42561.0,23794.0,56961.0
2022-03-16 15:00:00,21822.0,60.0,100.0,68.0,15819.0,16836.0,28076.0
2022-03-15 14:00:00,21836.0,60.0,100.0,90.0,25315.0,16488.0,36338.0
2022-03-11 09:00:00,21834.0,60.0,100.0,284.0,51057.0,20182.0,60937.0
2022-03-17 08:00:00,21831.0,60.0,100.0,230.0,35625.0,21237.0,52371.0
2022-03-15 18:00:00,21822.0,60.0,100.0,64.0,15865.0,15756.0,21114.0
2022-03-11 17:00:00,21827.0,60.0,100.0,344.0,36723.0,21167.0,52219.0
2022-03-18 07:00:00,21832.0,60.0,100.0,36.0,26120.0,5934.0,28862.0
2022-03-16 08:00:00,21836.0,60.0,100.0,78.0,23061.0,16138.0,28248.0
2022-03-13 13:00:00,21829.0,60.0,100.0,165.0,37936.0,21324.0,44426.0
2022-03-19 09:00:00,21832.0,60.0,100.0,46.0,25706.0,10567.0,26436.0
2022-03-17 06:00:00,21829.0,60.0,100.0,99.0,33256.0,18277.0,46308.0
2022-03-18 06:00:00,21820.0,60.0,100.0,80.0,35890.0,15184.0,40882.0
2022-03-12 04:00:00,21826.0,60.0,100.0,139.0,38488.0,15856.0,42576.0
2022-03-11 19:00:00,21826.0,60.0,100.0,477.0,36673.0,33187.0,62432.0
2022-03-17 13:00:00,21822.0,60.0,100.0,61.0,15542.0,16659.0,24500.0
2022-03-18 09:00:00,21832.0,60.0,100.0,52.0,27371.0,11283.0,31029.0
2022-03-13 04:00:00,21820.0,60.0,100.0,48.0,26574.0,7457.0,26840.0
2022-03-15 20:00:00,21826.0,60.0,100.0,588.0,32228.0,21892.0,51530.0
2022-03-19 13:00:00,21836.0,50.0,83.33333333333333,153.0,23265.0,18063.0,33831.0
2022-03-17 07:00:00,21836.0,60.0,100.0,74.0,25141.0,16833.0,29933.0
2022-03-16 21:00:00,21830.0,60.0,100.0,38.0,13982.0,17284.0,22544.0
2022-03-11 02:00:00,21824.0,60.0,100.0,248.0,40776.0,23148.0,56996.0
2022-03-13 04:00:00,21831.0,60.0,100.0,92.0,33255.0,16957.0,34384.0
2022-03-17 07:00:00,21835.0,60.0,100.0,154.0,53631.0,15264.0,56763.0
2022-03-15 11:00:00,21833.0,60.0,100.0,18.0,19694.0,2967.0,20090.0
2022-03-12 21:00:00,21820.0,60.0,100.0,156.0,42112.0,19083.0,51445.0
2022-03-17 10:00:00,21834.0,60.0,100.0,275.0,48980.0,14792.0,53190.0
2022-03-12 14:00:00,21838.0,60.0,100.0,76.0,17053.0,16235.0,21048.0
2022-03-18 23:00:00,21823.0,60.0,100.0,361.0,42487.0,26335.0,60550.0
2022-03-11 13:00:00,21824.0,60.0,100.0,341.0,41428.0,24610.0,57000.0
2022-03-15 02:00:00,21829.0,60.0,100.0,72.0,29854.0,6899.0,30746.0
2022-03-11 21:00:00,21826.0,60.0,100.0,598.0,31231.0,29077.0,56756.0
2022-03-13 10:00:00,21835.0,60.0,100.0,145.0,45070.0,14777.0,50069.0
2022-03-13 04:00:00,21830.0,60.0,100.0,14.0,14010.0,16552.0,17405.0
2022-03-16 00:00:00,21821.0,60.0,100.0,25.0,38922.0,7535.0,39687.0
2022-03-19 01:00:00,21828.0,60.0,100.0,81.0,40616.0,27923.0,46553.0
2022-03-15 04:00:00,21826.0,60.0,100.0,137.0,39446.0,12225.0,43018.0
2022-03-15 16:00:00,21826.0,60.0,100.0,349.0,36716.0,31308.0,60844.0
2022-03-17 21:00:00,21832.0,60.0,100.0,60.0,25709.0,19400.0,36784.0
2022-03-12 01:00:00,21838.0,60.0,100.0,34.0,16962.0,19608.0,21565.0
2022-03-18 10:00:00,21834.0,60.0,100.0,275.0,50192.0,16535.0,57889.0
2022-03-18 13:00:00,21825.0,60.0,100.0,222.0,42294.0,20380.0,49005.0
2022-03-12 19:00:00,21828.0,60.0,100.0,167.0,43616.0,22136.0,59220.0
2022-03-12 18:00:00,21824.0,60.0,100.0,378.0,37761.0,34157.0,65775.0
2022-03-12 13:00:00,21821.0,60.0,100.0,48.0,64428.0,16706.0,64773.0
2022-03-18 12:00:00,21823.0,60.0,100.0,456.0,39600.0,28385.0,61245.0
2022-03-15 07:00:00,21828.0,60.0,100.0,104.0,48366.0,23550.0,53516.0
2022-03-15 23:00:00,21829.0,60.0,100.0,265.0,31973.0,20196.0,44536.0
2022-03-18 07:00:00,21826.0,60.0,100.0,320.0,42590.0,17101.0,46541.0
2022-03-17 05:00:00,21822.0,60.0,100.0,25.0,15841.0,1207.0,16192.0
2022-03-15 06:00:00,21828.0,60.0,100.0,105.0,42814.0,9489.0,45170.0
2022-03-13 13:00:00,21820.0,60.0,100.0,125.0,35290.0,20285.0,51123.0
2022-03-13 00:00:00,21828.0,60.0,100.0,113.0,42478.0,18827.0,49720.0
2022-03-17 10:00:00,21831.0,60.0,100.0,256.0,36846.0,20543.0,46533.0
2022-03-15 13:00:00,21838.0,60.0,100.0,72.0,16915.0,17769.0,27239.0
2022-03-13 13:00:00,21824.0,60.0,100.0,318.0,42742.0,21314.0,53715.0
2022-03-19 11:00:00,21826.0,60.0,100.0,381.0,38068.0,22403.0,52670.0
2022-03-19 08:00:00,21832.0,60.0,100.0,43.0,27370.0,26263.0,38700.0
2022-03-15 04:00:00,21823.0,60.0,100.0,111.0,39664.0,20267.0,51940.0
2022-03-16 19:00:00,21837.0,60.0,100.0,104.0,20782.0,18356.0,32057.0
2022-03-12 09:00:00,21826.0,60.0,100.0,354.0,38967.0,19943.0,50361.0
2022-03-15 17:00:00,21832.0,60.0,100.0,35.0,25834.0,5791.0,26660.0
2022-03-17 07:00:00,21825.0,60.0,100.0,176.0,46211.0,21475.0,55895.0
2022-03-17 03:00:00,21824.0,60.0,100.0,123.0,41561.0,14743.0,44280.0
2022-03-13 07:00:00,21825.0,60.0,100.0,168.0,45439.0,23508.0,65065.0
2022-03-13 03:00:00,21833.0,60.0,100.0,15.0,19161.0,8647.0,21623.0
2022-03-12 11:00:00,21832.0,60.0,100.0,42.0,26762.0,23109.0,37070.0
2022-03-18 09:00:00,21837.0,60.0,100.0,113.0,20643.0,7647.0,24686.0
2022-03-15 03:00:00,21830.0,60.0,100.0,10.0,13984.0,874.0,14264.0
2022-03-19 02:00:00,21822.0,60.0,100.0,33.0,16254.0,1544.0,16993.0
