begintime,sk_object,duration,integrity,M8036C3,M8036C4,M8036C5,M8036C6,M8036C0,M8036C1,M8036C2
2022-03-11 03:00:00,21604.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 09:00:00,21600.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 02:00:00,21608.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 15:00:00,21551.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0
2022-03-18 08:00:00,21630.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17 17:00:00,21564.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 04:00:00,21538.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,21558.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 07:00:00,21538.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 16:00:00,21591.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 01:00:00,21519.0,60.0,100.0,0.0,0.0,0.0,0.0,714.0,0.0,0.0
2022-03-17 02:00:00,21564.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 23:00:00,21549.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2022-03-13 09:00:00,21630.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18 15:00:00,21549.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,21535.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 02:00:00,21602.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 15:00:00,21591.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 16:00:00,21538.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 05:00:00,21602.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 03:00:00,21615.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 05:00:00,21576.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16 01:00:00,21551.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,357.0,0.0
2022-03-12 02:00:00,21528.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 01:00:00,21535.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 00:00:00,21621.0,60.0,100.0,0.0,0.0,0.0,0.0,356.0,0.0,0.0
2022-03-11 22:00:00,21543.0,60.0,100.0,0.0,0.0,0.0,0.0,56.0,787.0,5.0
2022-03-13 08:00:00,21588.0,60.0,100.0,0.0,0.0,0.0,0.0,737.0,817.0,0.0
2022-03-11 08:00:00,21513.0,60.0,100.0,0.0,0.0,0.0,0.0,373.0,356.0,0.0
2022-03-11 05:00:00,21510.0,60.0,100.0,0.0,0.0,0.0,0.0,598.0,1664.0,0.0
2022-03-12 12:00:00,21514.0,60.0,100.0,0.0,0.0,0.0,0.0,7375.0,7025.0,0.0
2022-03-12 12:00:00,21533.0,60.0,100.0,0.0,0.0,0.0,0.0,543.0,188.0,0.0
2022-03-12 23:00:00,21627.0,60.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2022-03-12 16:00:00,21611.0,60.0,100.0,0.0,0.0,0.0,0.0,287.0,1364.0,0.0
2022-03-13 02:00:00,21528.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 14:00:00,21547.0,60.0,100.0,0.0,0.0,0.0,0.0,266.0,267.0,0.0
2022-03-11 21:00:00,21529.0,60.0,100.0,0.0,0.0,395955.0,1.0,3127.0,3008.0,320.0
2022-03-11 13:00:00,21616.0,60.0,100.0,0.0,0.0,0.0,0.0,591.0,245.0,0.0
2022-03-14 05:00:00,21546.0,60.0,100.0,0.0,0.0,0.0,0.0,181.0,177.0,0.0
2022-03-13 09:00:00,21571.0,60.0,100.0,0.0,0.0,0.0,0.0,4924.0,5234.0,41.0
2022-03-14 17:00:00,21551.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0
2022-03-11 04:00:00,21518.0,60.0,100.0,0.0,0.0,0.0,0.0,712.0,0.0,0.0
2022-03-12 12:00:00,21536.0,60.0,100.0,0.0,0.0,0.0,0.0,920.0,2003.0,0.0
2022-03-13 19:00:00,21510.0,60.0,100.0,0.0,0.0,0.0,0.0,11639.0,12004.0,0.0
2022-03-14 16:00:00,21519.0,60.0,100.0,0.0,0.0,0.0,0.0,1019.0,303.0,0.0
2022-03-14 08:00:00,21619.0,60.0,100.0,0.0,0.0,0.0,0.0,34.0,392.0,0.0
2022-03-12 23:00:00,21554.0,60.0,100.0,0.0,0.0,0.0,0.0,882.0,165.0,12.0
2022-03-14 08:00:00,21540.0,60.0,100.0,0.0,0.0,0.0,0.0,131.0,148.0,4.0
2022-03-13 03:00:00,21564.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 17:00:00,21565.0,60.0,100.0,0.0,0.0,0.0,0.0,1370.0,316.0,0.0
2022-03-11 15:00:00,21609.0,60.0,100.0,0.0,0.0,0.0,0.0,128.0,121.0,0.0
2022-03-15 00:00:00,21579.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21590.0,60.0,100.0,0.0,0.0,0.0,0.0,337.0,397.0,0.0
2022-03-13 04:00:00,21528.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21546.0,60.0,100.0,0.0,0.0,0.0,0.0,1274.0,924.0,0.0
2022-03-13 14:00:00,21616.0,60.0,100.0,0.0,0.0,267956.0,1.0,645.0,358.0,27.0
2022-03-11 17:00:00,21571.0,60.0,100.0,0.0,0.0,0.0,0.0,4522.0,4836.0,33.0
2022-03-12 05:00:00,21544.0,45.0,75.0,0.0,0.0,0.0,0.0,784.0,778.0,42.0
2022-03-14 10:00:00,21529.0,60.0,100.0,0.0,0.0,0.0,0.0,2581.0,1508.0,0.0
2022-03-12 12:00:00,21541.0,60.0,100.0,0.0,0.0,0.0,0.0,1866.0,1159.0,0.0
