begintime,sk_object,duration,integrity,1593835805,1593835629,1593835804,1593835628,1593835647,1593835620,1593835637,1593835638,1593835639,1593835640,1593835648,1593835649,1593835650,1593835651,1593835801,1593835802
2022-02-03 00:00:00,629924.0,3600.0,100.0,,0.0,,1.8071262,32779.0,,,,,,32775.0,32777.0,,,,
2022-02-03 00:00:00,635174.0,3600.0,100.0,,0.0,,1.0950336,29999.0,,,,,,29998.0,30009.0,,,,
2022-02-03 00:00:00,642457.0,3600.0,100.0,,0.0,,0.70638776,29682.0,,,,,,29682.0,29758.0,,,,
2022-02-03 00:00:00,644294.0,3600.0,100.0,,0.0,,0.29151306,29845.0,,,,,,29845.0,29952.0,,,,
2022-02-03 00:00:00,644920.0,3600.0,100.0,,0.0,,0.93880111,33219.0,,,,,,33219.0,33219.0,,,,
2022-02-03 00:00:00,645834.0,3600.0,100.0,,0.0,,1.5156997,34355.0,,,,,,34355.0,34169.0,,,,
2022-02-03 00:00:00,645985.0,3600.0,100.0,,0.0,,1.8237784,30882.0,,,,,,30882.0,30893.0,,,,
2022-02-03 00:00:00,646452.0,3600.0,100.0,,0.0,,3.2160521,32234.0,,,,,,32233.0,32229.0,,,,
2022-02-03 00:00:00,647126.0,3600.0,100.0,,0.0,,1.0588043,33160.0,,,,,,33160.0,33158.0,,,,
2022-02-03 00:00:00,648789.0,3600.0,100.0,,0.0,,0.56477082,29617.0,,,,,,29615.0,29623.0,,,,
2022-02-03 00:00:00,648928.0,3600.0,100.0,,0.0,,0.49345416,31370.0,,,,,,31370.0,31372.0,,,,
2022-02-03 00:00:00,649104.0,3600.0,100.0,,0.0,,0.23833695,32527.0,,,,,,32527.0,32502.0,,,,
2022-02-03 00:00:00,649238.0,3600.0,100.0,,0.0,,0.29041862,31772.0,,,,,,31584.0,31695.0,,,,
2022-02-03 00:00:00,650485.0,3600.0,100.0,,0.0,,0.41310501,33180.0,,,,,,33180.0,33181.0,,,,
2022-02-03 00:00:00,651165.0,3600.0,100.0,,0.0,,1.1748247,32731.0,,,,,,32731.0,32728.0,,,,
2022-02-03 00:00:00,652188.0,3600.0,100.0,,0.0,,0.60401946,32366.0,,,,,,32363.0,32364.0,,,,
2022-02-03 00:00:00,652359.0,3600.0,100.0,,0.0,,0.28387722,31885.0,,,,,,31885.0,31873.0,,,,
2022-02-03 00:00:00,652388.0,3600.0,100.0,,0.0,,0.81175774,31750.0,,,,,,31750.0,31939.0,,,,
