begintime,sk_object,duration,M8010C65,M8010C36,M8010C37,M8010C38,M8010C39,M8010C40,M8010C41,M8010C42,M8010C43,M8010C44,M8010C45,M8010C46,M8010C47,M8010C48,M8010C49,M8010C50,M8010C51,M8010C52,M8010C53,M8010C54,M8010C55,M8010C56,M8010C57,M8010C58,M8010C59,M8010C60,M8010C61,M8010C62,M8010C63,M8010C64,M8010C66,M8010C67,M8010C68,M8010C69,M8010C70,M8010C71,M8010C72,M8010C73,M8010C74,M8010C75,M8010C123,M8010C76,M8010C77,M8010C78,M8010C79,M8010C80,M8010C81,M8010C82,M8010C83,M8010C84,M8010C85,M8010C86,M8010C87,M8010C88,M8010C89,M8010C90,M8010C91,M8010C92,M8010C93,M8010C94,M8010C95,M8010C96,M8010C97,M8010C98,M8010C99,M8010C100,M8010C112,M8010C113,M8010C114,M8010C115,M8010C116,M8010C117,M8010C118,M8010C119,M8010C120,M8010C121,M8010C122,M8010C124,M8010C125,M8010C126,M8010C127,M8010C128,M8010C129,M8010C130,M8010C131,M8010C132,M8010C133,M8010C134,M8010C135,M8010C136,M8010C137,M8010C138,M8010C139,M8010C140,M8010C141,M8010C142,M8010C143,M8010C144,M8010C145,M8010C146,M8010C147,M8010C148,M8010C149,M8010C150,M8010C151,M8010C152,M8010C153,M8010C154,M8010C155,M8010C156,M8010C157,M8010C158,M8010C159,M8010C160,M8010C161,M8010C162,M8010C163,M8010C164,M8010C165,M8010C166,M8010C167,M8010C168,M8010C169,M8010C170,M8010C171,M8010C172,M8010C173,M8010C174,M8010C175,M8010C176,M8010C177,M8010C178,M8010C179,M8010C180,M8010C181,M8010C188
2022-03-14 05:45:00,16634.0,15,,196.0,204.0,193.0,131.0,35.0,38.0,8.0,30.0,158.0,212.0,195.0,1411.0,4377.0,4738.0,5364.0,22245.0,-3189.0,5000.0,2959.0,0.0,0.0,6850.0,11870.0,0.0,80.0,18954.0,459.0,,,,1645.0,,,,0.0,0.0,0.0,,,0.0,7.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,136.0,163.0,26.0,51.0,75.0,1405.0,2337.0,15069.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.0,19230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 02:45:00,16606.0,15,,179.0,2.0,12.0,183.0,1593.0,708.0,3484.0,2845.0,4244.0,7337.0,6687.0,11901.0,16449.0,15482.0,9952.0,58993.0,-8416.0,1906.0,-1009.0,0.0,0.0,74879.0,29090.0,0.0,2971.0,105423.0,1079.0,,,,1652.0,,,,0.0,0.0,0.0,,,0.0,42.0,0.0,0.0,3.0,8.0,81.0,180.0,886.0,2673.0,4982.0,4160.0,4939.0,7118.0,6284.0,4302.0,26937.0,1351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14852.0,62497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 06:00:00,16612.0,15,,2.0,2.0,0.0,21.0,261.0,1609.0,1383.0,280.0,2118.0,1835.0,269.0,360.0,601.0,758.0,472.0,382.0,-4933.0,664.0,-701.0,0.0,0.0,4752.0,1156.0,0.0,849.0,7350.0,1621.0,,,,1777.0,,,,0.0,0.0,0.0,,,0.0,1.0,1.0,0.0,1.0,77.0,695.0,848.0,22.0,4.0,4.0,8.0,24.0,158.0,497.0,354.0,224.0,1185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4670.0,3046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 06:00:00,16613.0,15,,1.0,236.0,182.0,554.0,774.0,1048.0,1124.0,1396.0,1000.0,1970.0,744.0,1152.0,2000.0,4643.0,2206.0,17085.0,-10005.0,5000.0,-276.0,0.0,0.0,10724.0,4752.0,0.0,1249.0,16282.0,1860.0,,,,1805.0,,,,0.0,0.0,0.0,,,0.0,0.0,85.0,71.0,182.0,405.0,267.0,134.0,50.0,59.0,123.0,132.0,408.0,997.0,1916.0,983.0,8408.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7590.0,14285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 06:00:00,16614.0,15,,1.0,3.0,2.0,0.0,3.0,32.0,69.0,0.0,3.0,39.0,46.0,74.0,57.0,213.0,1358.0,7169.0,-7663.0,2399.0,-3251.0,0.0,0.0,666.0,2759.0,0.0,50.0,3578.0,138.0,,,,1800.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,26.0,32.0,28.0,50.0,221.0,4048.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,4414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 06:00:00,16615.0,15,,93.0,0.0,2.0,1.0,20.0,285.0,488.0,694.0,2306.0,971.0,1247.0,1070.0,1818.0,615.0,184.0,4522.0,-4584.0,2024.0,-845.0,0.0,0.0,4862.0,23.0,0.0,122.0,5183.0,205.0,,,,1796.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,63.0,90.0,64.0,45.0,68.0,27.0,215.0,252.0,163.0,46.0,239.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11724.0,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 06:00:00,16658.0,15,,9.0,5.0,4.0,45.0,173.0,63.0,469.0,402.0,169.0,1162.0,566.0,1172.0,999.0,1791.0,1614.0,10300.0,-3875.0,500.0,-687.0,0.0,0.0,2264.0,428.0,0.0,193.0,2965.0,414.0,,,,1746.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,7.0,101.0,1.0,17.0,339.0,57.0,328.0,163.0,287.0,448.0,717.0,732.0,5155.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2218.0,8368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 06:00:00,16659.0,15,,16.0,15.0,29.0,184.0,278.0,539.0,976.0,1700.0,896.0,2459.0,1091.0,535.0,153.0,128.0,102.0,772.0,-5098.0,1026.0,-1203.0,0.0,0.0,12013.0,1861.0,0.0,1402.0,14271.0,769.0,,,,1794.0,,,,0.0,0.0,0.0,,,0.0,0.0,2.0,12.0,64.0,79.0,203.0,379.0,636.0,301.0,46.0,16.0,29.0,49.0,67.0,48.0,389.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5085.0,2295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 06:00:00,16660.0,15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,94.0,135.0,244.0,514.0,426.0,273.0,1290.0,-5402.0,0.0,-2822.0,0.0,0.0,355.0,245.0,0.0,11.0,643.0,29.0,,,,1808.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,91.0,128.0,198.0,175.0,182.0,146.0,559.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 06:00:00,16661.0,15,,54.0,693.0,59.0,188.0,265.0,407.0,905.0,1403.0,1189.0,2219.0,1583.0,829.0,1143.0,860.0,1106.0,3595.0,-10092.0,5000.0,-118.0,0.0,0.0,5658.0,1796.0,0.0,365.0,7936.0,878.0,,,,1776.0,,,,0.0,0.0,0.0,,,0.0,6.0,0.0,9.0,57.0,107.0,106.0,271.0,816.0,330.0,455.0,244.0,252.0,375.0,353.0,264.0,1124.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6940.0,4760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
