NE Name,fdn,BTSID,BTSNAME,MOIndex,TransMode,className,name,neID
FTBSC02,"NE=280,BTSTRANS=345",345,ABUSTREET_BO,26_345,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=345,26
FTBSC02,"NE=280,BTSTRANS=352",352,BO_BATIAMA,26_352,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=352,26
FTBSC02,"NE=280,BTSTRANS=350",350,KENEMA_SESAYLANE,26_350,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=350,26
FTBSC02,"NE=280,BTSTRANS=351",351,KENEMA_LUMA,26_351,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=351,26
FTBSC02,"NE=280,BTSTRANS=354",354,KANGAMATOWN,26_354,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=354,26
FTBSC02,"NE=280,BTSTRANS=353",353,GEGBWEMA,26_353,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=353,26
FTBSC02,"NE=280,BTSTRANS=356",356,MOUSAIA,26_356,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=356,26
FTBSC02,"NE=280,BTSTRANS=357",357,KOIDUTECH,26_357,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=357,26
FTBSC02,"NE=280,BTSTRANS=359",359,TEMBAWA_KENEMA,26_359,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=359,26
FTBSC02,"NE=280,BTSTRANS=358",358,PROPOR_TOWN,26_358,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=358,26
FTBSC02,"NE=280,BTSTRANS=365",365,KPETEMA_ROADRUTILE,26_365,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=365,26
FTBSC02,"NE=280,BTSTRANS=361",361,DALAKURU,26_361,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=361,26
FTBSC02,"NE=280,BTSTRANS=363",363,GBOYAMA,26_363,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=363,26
FTBSC02,"NE=280,BTSTRANS=362",362,PENDUMA_DOVEFACTORY,26_362,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=362,26
FTBSC02,"NE=280,BTSTRANS=364",364,NIAGOREHUN_TOWN,26_364,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=364,26
FTBSC02,"NE=280,BTSTRANS=366",366,KOROMASILIA,26_366,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=366,26
FTBSC02,"NE=280,BTSTRANS=373",373,BLAMA_MASSAQUOI,26_373,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=373,26
FTBSC02,"NE=280,BTSTRANS=376",376,TUNGIE,26_376,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=376,26
FTBSC02,"NE=280,BTSTRANS=375",375,KPAKINDU_VILLAGE,26_375,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=375,26
FTBSC02,"NE=280,BTSTRANS=378",378,MANDU_TOWN,26_378,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=378,26
FTBSC02,"NE=280,BTSTRANS=377",377,DAMBALA_TOWN,26_377,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=377,26
FTBSC02,"NE=280,BTSTRANS=379",379,SOCFIN_MILL,26_379,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=379,26
FTBSC02,"NE=280,BTSTRANS=382",382,FUNUMBA_KOROTOWN,26_382,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=382,26
FTBSC02,"NE=280,BTSTRANS=383",383,NGEHUN_VILLAGE,26_383,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=383,26
FTBSC02,"NE=280,BTSTRANS=384",384,SERABU_II,26_384,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=384,26
FTBSC02,"NE=280,BTSTRANS=386",386,SENDUMEI,26_386,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=386,26
FTBSC02,"NE=280,BTSTRANS=387",387,TAILUBONGOR_TOWN,26_387,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=387,26
FTBSC02,"NE=280,BTSTRANS=388",388,BAOMAHUN,26_388,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=388,26
FTBSC02,"NE=280,BTSTRANS=385",385,MANJORO,26_385,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=385,26
FTBSC02,"NE=280,BTSTRANS=389",389,BAMBAKALEMA,26_389,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=389,26
FTBSC02,"NE=280,BTSTRANS=390",390,KOMAHUN,26_390,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=390,26
FTBSC02,"NE=280,BTSTRANS=391",391,GBANAHUN_VILLAGE,26_391,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=391,26
FTBSC02,"NE=280,BTSTRANS=392",392,MELEMA_JUNCTION,26_392,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=392,26
FTBSC02,"NE=280,BTSTRANS=393",393,KPETEWOMA_LUGBU,26_393,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=393,26
FTBSC02,"NE=280,BTSTRANS=406",406,BARLIE,26_406,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=406,26
FTBSC02,"NE=280,BTSTRANS=394",394,KOCHERO_TOWN,26_394,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=394,26
FTBSC02,"NE=280,BTSTRANS=410",410,KONGOHUN,26_410,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=410,26
FTBSC02,"NE=280,BTSTRANS=397",397,KOROMANDOR,26_397,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=397,26
FTBSC02,"NE=280,BTSTRANS=401",401,NJAGBWEMA_FIAMA,26_401,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=401,26
FTBSC02,"NE=280,BTSTRANS=404",404,MASSAH_VILLAGE,26_404,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=404,26
FTBSC02,"NE=280,BTSTRANS=400",400,BANKABI_VILLAGE,26_400,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=400,26
FTBSC02,"NE=280,BTSTRANS=402",402,TEBORKONKELA,26_402,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=402,26
FTBSC02,"NE=280,BTSTRANS=403",403,LAMINAYA_VILLAGE,26_403,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=403,26
FTBSC02,"NE=280,BTSTRANS=418",418,MATTEU_VILLAGE,26_418,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=418,26
FTBSC02,"NE=280,BTSTRANS=422",422,MATAMP,26_422,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=422,26
FTBSC02,"NE=280,BTSTRANS=411",411,GBADALAHA,26_411,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=411,26
FTBSC02,"NE=280,BTSTRANS=412",412,BAMATOKE,26_412,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=412,26
FTBSC02,"NE=280,BTSTRANS=414",414,KAMIENDOR,26_414,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=414,26
FTBSC02,"NE=280,BTSTRANS=416",416,KORWOMA_VILLAGE,26_416,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=416,26
FTBSC02,"NE=280,BTSTRANS=415",415,KONDEYA_LINE,26_415,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=415,26
FTBSC02,"NE=280,BTSTRANS=423",423,TANINAHUN,26_423,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=423,26
FTBSC02,"NE=280,BTSTRANS=428",428,NYAWURIA,26_428,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=428,26
FTBSC02,"NE=280,BTSTRANS=429",429,TONKOYAH,26_429,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=429,26
FTBSC02,"NE=280,BTSTRANS=427",427,KAMAYIBO,26_427,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=427,26
FTBSC02,"NE=280,BTSTRANS=424",424,GANDORHUN,26_424,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=424,26
FTBSC02,"NE=280,BTSTRANS=431",431,GBONTOLA,26_431,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=431,26
FTBSC02,"NE=280,BTSTRANS=442",442,METCHEM_GODERICH,26_442,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=442,26
FTBSC02,"NE=280,BTSTRANS=444",444,TALLA,26_444,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=444,26
FTBSC02,"NE=280,BTSTRANS=650",650,NUMBER2_BEACH,26_650,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=650,26
FTBSC02,"NE=280,BTSTRANS=451",451,GBAP,26_451,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=451,26
FTBSC02,"NE=280,BTSTRANS=432",432,NJALA_GAMBIA,26_432,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=432,26
FTBSC02,"NE=280,BTSTRANS=433",433,MANO_GEYA,26_433,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=433,26
FTBSC02,"NE=280,BTSTRANS=435",435,DAKAWALIE,26_435,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=435,26
FTBSC02,"NE=280,BTSTRANS=439",439,BANGAMBAYA,26_439,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=439,26
FTBSC02,"NE=280,BTSTRANS=440",440,SEREKOLIA,26_440,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=440,26
FTBSC02,"NE=280,BTSTRANS=443",443,GLOUCESTER,26_443,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=443,26
FTBSC02,"NE=280,BTSTRANS=453",453,BAOMA_KPENGE,26_453,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=453,26
FTBSC02,"NE=280,BTSTRANS=446",446,KONDEWAKORO,26_446,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=446,26
FTBSC02,"NE=280,BTSTRANS=449",449,GBAIMA_SMALLSEFADU,26_449,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=449,26
FTBSC02,"NE=280,BTSTRANS=450",450,KAMAKONI,26_450,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=450,26
FTBSC02,"NE=280,BTSTRANS=458",458,GBERIA_FOTUMBU,26_458,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=458,26
FTBSC02,"NE=280,BTSTRANS=461",461,BAKAR,26_461,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=461,26
FTBSC02,"NE=280,BTSTRANS=459",459,GBENIKORO,26_459,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=459,26
FTBSC02,"NE=280,BTSTRANS=466",466,NIAHUN_BO,26_466,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=466,26
FTBSC02,"NE=280,BTSTRANS=463",463,HAMADALI,26_463,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=463,26
FTBSC02,"NE=280,BTSTRANS=460",460,MADINA_DAMA,26_460,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=460,26
FTBSC02,"NE=280,BTSTRANS=465",465,MAMBO_HILL,26_465,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=465,26
FTBSC02,"NE=280,BTSTRANS=464",464,MABOIMA_VILLAGE,26_464,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=464,26
FTBSC02,"NE=280,BTSTRANS=478",478,KABBASA_LODGE,26_478,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=478,26
FTBSC02,"NE=280,BTSTRANS=483",483,MAMAWARIE,26_483,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=483,26
FTBSC02,"NE=280,BTSTRANS=469",469,MADINA_FULLAH,26_469,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=469,26
FTBSC02,"NE=280,BTSTRANS=477",477,MAKUTA,26_477,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=477,26
FTBSC02,"NE=280,BTSTRANS=470",470,MOYOWA_JONG,26_470,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=470,26
FTBSC02,"NE=280,BTSTRANS=491",491,NJAMA_KOWA,26_491,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=491,26
FTBSC02,"NE=280,BTSTRANS=475",475,YAMBAMA,26_475,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=475,26
FTBSC02,"NE=280,BTSTRANS=481",481,MABANG,26_481,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=481,26
FTBSC02,"NE=280,BTSTRANS=495",495,YARA,26_495,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=495,26
FTBSC02,"NE=280,BTSTRANS=473",473,GBENTU,26_473,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=473,26
FTBSC02,"NE=280,BTSTRANS=476",476,MAKONG,26_476,TER_TRANS,BSC6900GSMBTSTRANS,BTS Index=476,26
