begintime,sk_object,duration,integrity,67196184,67196183
2022-02-19,7526361.0,86400.0,100.0,0.0,0.0
2022-03-01,7526361.0,86400.0,100.0,0.0,0.0
2022-03-02,7526361.0,86400.0,100.0,0.0,0.0
2022-03-09,7526361.0,3600.0,4.166666666666667,0.0,0.0
2022-02-18,7526361.0,86400.0,100.0,0.0,0.0
2022-02-20,7526361.0,86400.0,100.0,0.0,0.0
2022-03-15,7526361.0,86400.0,100.0,0.0,0.0
2022-02-06,7526361.0,86400.0,100.0,0.0,0.0
2022-03-07,7526361.0,86400.0,100.0,0.0,0.0
2022-02-08,7526361.0,86400.0,100.0,0.0,0.0
2022-02-10,7526361.0,86400.0,100.0,0.0,0.0
2022-02-12,7526361.0,86400.0,100.0,0.0,0.0
2022-03-13,7526361.0,75600.0,87.5,0.0,0.0
2022-02-13,7526361.0,86400.0,100.0,0.0,0.0
2022-02-05,7526361.0,86400.0,100.0,0.0,0.0
2022-02-11,7526361.0,86400.0,100.0,0.0,0.0
2022-03-06,7526361.0,79200.0,91.66666666666667,0.0,0.0
2022-02-04,7526361.0,86400.0,100.0,0.0,0.0
2022-02-03,7526361.0,86400.0,100.0,0.0,0.0
2022-03-10,7526361.0,82800.0,95.83333333333333,0.0,0.0
2022-02-17,7526361.0,75600.0,87.5,0.0,0.0
2022-03-03,7526361.0,86400.0,100.0,0.0,0.0
2022-03-14,7526361.0,86400.0,100.0,0.0,0.0
2022-03-12,7526361.0,68400.0,79.16666666666667,0.0,0.0
2022-03-11,7526361.0,86400.0,100.0,0.0,0.0
