begintime,sk_object,duration,integrity,M51302C0,M51302C1,M51302C2,M51302C3,M51302C4,M51302C5,M51302C6
2022-03-17,239.0,6.0,0.4166666666666667,189.0,94635.0,119661147.0,44081.0,7180990.0,0.0,0.0
2022-03-17,219.0,7.0,0.4861111111111111,93.0,18529.0,1914810.0,14887.0,1960226.0,0.0,0.0
2022-03-17,227.0,6.0,0.4166666666666667,185.0,6981.0,660252.0,1050.0,1242073.0,0.0,0.0
2022-03-17,235.0,7.0,0.4861111111111111,93.0,63281.0,65987971.0,43956.0,11079203.0,0.0,0.0
2022-03-17,241.0,6.0,0.4166666666666667,60.0,7960.0,823850.0,5914.0,768004.0,0.0,0.0
2022-03-17,224.0,6.0,0.4166666666666667,189.0,26579.0,2143539.0,38528.0,56225966.0,0.0,0.0
2022-03-19,221.0,16.0,1.1111111111111112,281.0,1541274.0,1842298866.0,976537.0,252719617.0,0.0,0.0
2022-03-17,223.0,5.0,0.3472222222222222,174.0,318545.0,423818689.0,191180.0,47472677.0,0.0,0.0
2022-03-17,225.0,6.0,0.4166666666666667,189.0,7438.0,813906.0,4124.0,413196.0,0.0,0.0
2022-03-17,228.0,6.0,0.4166666666666667,60.0,2033.0,191400.0,37.0,3268.0,0.0,0.0
2022-03-17,229.0,5.0,0.3472222222222222,174.0,21702.0,2289076.0,16082.0,2062868.0,0.0,0.0
2022-03-17,220.0,6.0,0.4166666666666667,70.0,2877.0,278117.0,780.0,888301.0,0.0,0.0
2022-03-17,231.0,6.0,0.4166666666666667,55.0,1647.0,155022.0,27.0,2336.0,0.0,0.0
2022-03-17,237.0,6.0,0.4166666666666667,55.0,778.0,307517.0,992.0,221698.0,0.0,0.0
2022-03-15,221.0,2.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,238.0,2.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,242.0,16.0,1.1111111111111112,281.0,100429.0,11249240.0,63320.0,7188428.0,0.0,0.0
2022-03-17,230.0,6.0,0.4166666666666667,185.0,172073.0,144305859.0,138461.0,59936030.0,0.0,0.0
2022-03-17,240.0,5.0,0.3472222222222222,174.0,39871.0,3181500.0,55295.0,83036109.0,0.0,0.0
2022-03-15,242.0,2.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,86676.0,4.0,0.2777777777777778,73.0,174592.0,215293020.0,106724.0,31957047.0,0.0,0.0
2022-03-19,86675.0,4.0,0.2777777777777778,73.0,14030.0,1581856.0,8073.0,820342.0,0.0,0.0
2022-03-17,226.0,6.0,0.4166666666666667,70.0,1563.0,440661.0,1503.0,431550.0,0.0,0.0
2022-03-18,233.0,60.0,4.166666666666667,1769.0,131420.0,14878844.0,65834.0,4646680.0,0.0,0.0
2022-03-17,236.0,6.0,0.4166666666666667,185.0,27910.0,2943552.0,21600.0,2817284.0,0.0,0.0
2022-03-18,237.0,60.0,4.166666666666667,1772.0,5065.0,440418.0,326.0,17784.0,0.0,0.0
2022-03-19,238.0,16.0,1.1111111111111112,281.0,33672.0,2727248.0,47610.0,69363924.0,0.0,0.0
2022-03-17,222.0,6.0,0.4166666666666667,70.0,6120.0,685546.0,3163.0,263006.0,0.0,0.0
2022-03-19,86674.0,4.0,0.2777777777777778,73.0,3208.0,299921.0,1003.0,1299315.0,0.0,0.0
2022-03-17,234.0,6.0,0.4166666666666667,60.0,4755.0,4136901.0,4537.0,1032025.0,0.0,0.0
2022-03-18,231.0,60.0,4.166666666666667,1778.0,63483.0,5977524.0,428.0,407355.0,0.0,0.0
2022-03-12,221.0,10.0,0.6944444444444444,178.0,1112340.0,1188858360.0,769075.0,532202210.0,0.0,0.0
2022-03-12,228.0,5.0,0.3472222222222222,286.0,10328.0,978256.0,190.0,57313.0,0.0,0.0
2022-03-12,241.0,5.0,0.3472222222222222,286.0,24942.0,2835010.0,17904.0,2621848.0,0.0,0.0
2022-03-11,238.0,13.0,0.9027777777777778,428.0,16032.0,1525763.0,1960.0,2099540.0,0.0,0.0
2022-03-11,221.0,13.0,0.9027777777777778,428.0,5421291.0,5302850218.0,3903215.0,1059879035.0,0.0,0.0
2022-03-12,234.0,5.0,0.3472222222222222,286.0,826737.0,1051346367.0,447799.0,98556147.0,0.0,0.0
2022-03-12,238.0,10.0,0.6944444444444444,178.0,7128.0,667575.0,1424.0,1832114.0,0.0,0.0
2022-03-12,242.0,10.0,0.6944444444444444,178.0,50391.0,5538284.0,33168.0,4007904.0,0.0,0.0
2022-03-17,233.0,6.0,0.4166666666666667,55.0,3470.0,364440.0,2233.0,253518.0,0.0,0.0
2022-03-11,242.0,13.0,0.9027777777777778,427.0,187313.0,21292242.0,144080.0,15551020.0,0.0,0.0
2022-03-17,232.0,7.0,0.4861111111111111,93.0,15400.0,1231562.0,23315.0,33973714.0,0.0,0.0
