begintime,sk_object,duration,integrity,M51328C0,M51328C1,M51328C2,M51328C7,M51328C8,M51328C11,M51328C12,M51328C13,M51328C9,M51328C5
2022-03-17,326.0,6.0,0.4166666666666667,0.0,8094.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-18,326.0,60.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-17,323.0,7.0,0.4861111111111111,0.0,12028.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-12,324.0,10.0,0.6944444444444444,2.0,18358.0,0.0,0.0,2.0,0.0,0.0,0.0,,
2022-03-17,330.0,6.0,0.4166666666666667,0.0,18699.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-17,325.0,6.0,0.4166666666666667,0.0,9057.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-17,327.0,6.0,0.4166666666666667,0.0,8241.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-17,328.0,6.0,0.4166666666666667,0.0,4455.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-12,327.0,5.0,0.3472222222222222,0.0,12495.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11,324.0,13.0,0.9027777777777778,0.0,40405.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-19,86700.0,4.0,0.2777777777777778,0.0,9505.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-15,324.0,2.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-19,324.0,16.0,1.1111111111111112,108.0,29210.0,0.0,0.0,0.0,108.0,0.0,0.0,,
2022-03-17,329.0,5.0,0.3472222222222222,0.0,19106.0,0.0,0.0,0.0,0.0,0.0,0.0,,
