begintime,sk_object,duration,integrity,M40001C0
2022-03-17,179.0,6.0,0.4166666666666667,13.0
2022-03-17,170.0,6.0,0.4166666666666667,11.0
2022-03-19,145.0,14.0,0.9722222222222222,13.0
2022-03-17,174.0,6.0,0.4166666666666667,11.0
2022-03-17,119.0,6.0,0.4166666666666667,11.0
2022-03-17,118.0,6.0,0.4166666666666667,11.0
2022-03-17,175.0,7.0,0.4861111111111111,11.0
2022-03-12,158.0,5.0,0.3472222222222222,12.0
2022-03-17,134.0,6.0,0.4166666666666667,11.0
2022-03-12,125.0,5.0,0.3472222222222222,12.0
2022-03-12,169.0,10.0,0.6944444444444444,12.0
2022-03-11,169.0,13.0,0.9027777777777778,12.0
2022-03-11,127.0,13.0,0.9027777777777778,11.0
2022-03-12,177.0,5.0,0.3472222222222222,12.0
2022-03-12,126.0,5.0,0.3472222222222222,12.0
2022-03-12,183.0,10.0,0.6944444444444444,12.0
2022-03-12,111.0,10.0,0.6944444444444444,12.0
2022-03-11,157.0,13.0,0.9027777777777778,11.0
2022-03-11,145.0,13.0,0.9027777777777778,13.0
2022-03-11,192.0,13.0,0.9027777777777778,11.0
2022-03-17,160.0,6.0,0.4166666666666667,11.0
2022-03-17,171.0,6.0,0.4166666666666667,11.0
2022-03-11,183.0,13.0,0.9027777777777778,12.0
2022-03-17,123.0,6.0,0.4166666666666667,11.0
2022-03-17,168.0,6.0,0.4166666666666667,11.0
2022-03-19,169.0,14.0,0.9722222222222222,11.0
2022-03-17,128.0,6.0,0.4166666666666667,11.0
2022-03-12,116.0,10.0,0.6944444444444444,11.0
2022-03-12,146.0,10.0,0.6944444444444444,11.0
2022-03-17,140.0,6.0,0.4166666666666667,11.0
2022-03-17,156.0,6.0,0.4166666666666667,11.0
2022-03-11,163.0,13.0,0.9027777777777778,11.0
2022-03-17,112.0,7.0,0.4861111111111111,11.0
2022-03-17,131.0,6.0,0.4166666666666667,12.0
2022-03-17,138.0,6.0,0.4166666666666667,12.0
2022-03-17,139.0,6.0,0.4166666666666667,11.0
2022-03-17,180.0,6.0,0.4166666666666667,11.0
2022-03-17,142.0,7.0,0.4861111111111111,10.0
