begintime,sk_object,duration,integrity,M8010C65,M8010C36,M8010C37,M8010C38,M8010C39,M8010C40,M8010C41,M8010C42,M8010C43,M8010C44,M8010C45,M8010C46,M8010C47,M8010C48,M8010C49,M8010C50,M8010C51,M8010C52,M8010C53,M8010C54,M8010C55,M8010C56,M8010C57,M8010C58,M8010C59,M8010C60,M8010C61,M8010C62,M8010C63,M8010C64,M8010C66,M8010C67,M8010C68,M8010C69,M8010C70,M8010C71,M8010C72,M8010C73,M8010C74,M8010C75,M8010C123,M8010C76,M8010C77,M8010C78,M8010C79,M8010C80,M8010C81,M8010C82,M8010C83,M8010C84,M8010C85,M8010C86,M8010C87,M8010C88,M8010C89,M8010C90,M8010C91,M8010C92,M8010C93,M8010C94,M8010C95,M8010C96,M8010C97,M8010C98,M8010C99,M8010C100,M8010C112,M8010C113,M8010C114,M8010C115,M8010C116,M8010C117,M8010C118,M8010C119,M8010C120,M8010C121,M8010C122,M8010C124,M8010C125,M8010C126,M8010C127,M8010C128,M8010C129,M8010C130,M8010C131,M8010C132,M8010C133,M8010C134,M8010C135,M8010C136,M8010C137,M8010C138,M8010C139,M8010C140,M8010C141,M8010C142,M8010C143,M8010C144,M8010C145,M8010C146,M8010C147,M8010C148,M8010C149,M8010C150,M8010C151,M8010C152,M8010C153,M8010C154,M8010C155,M8010C156,M8010C157,M8010C158,M8010C159,M8010C160,M8010C161,M8010C162,M8010C163,M8010C164,M8010C165,M8010C166,M8010C167,M8010C168,M8010C169,M8010C170,M8010C171,M8010C172,M8010C173,M8010C174,M8010C175,M8010C176,M8010C177,M8010C178,M8010C179,M8010C180,M8010C181,M8010C188
2022-03-12,782.0,5.0,0.3472222222222222,,349.0,303.0,341.0,877.0,3196.0,14033.0,12209.0,20745.0,25135.0,42004.0,28235.0,35388.0,43757.0,42198.0,25874.0,71682.0,-10250.0,5000.0,-892.0,0.0,0.0,354179.0,68547.0,0.0,23793.0,428987.0,18896.0,,,,1833.0,,,,0.0,0.0,0.0,,,0.0,147.0,44.0,87.0,465.0,1022.0,2563.0,4876.0,8327.0,10424.0,18105.0,12013.0,13209.0,17448.0,18651.0,10736.0,23466.0,5166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82402.0,138838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,763.0,10.0,0.6944444444444444,,137.0,8.0,12.0,155.0,287.0,323.0,1306.0,5725.0,6388.0,10280.0,8856.0,13438.0,10878.0,9673.0,6962.0,22342.0,-6876.0,5000.0,-308.0,0.0,0.0,22821.0,13671.0,0.0,1757.0,37498.0,2208.0,,,,1670.0,,,,0.0,0.0,0.0,,,0.0,30.0,0.0,0.0,3.0,6.0,57.0,555.0,1976.0,3057.0,3906.0,3334.0,4248.0,4309.0,3712.0,3554.0,11592.0,886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15605.0,39257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,763.0,13.0,0.9027777777777778,,750.0,694.0,851.0,2175.0,4552.0,13136.0,17815.0,29005.0,56931.0,136606.0,100538.0,128949.0,133366.0,107190.0,59654.0,184766.0,-13500.0,5000.0,55.0,0.0,0.0,189427.0,153027.0,0.0,26405.0,348823.0,12846.0,,,,1491.0,,,,0.0,0.0,0.0,,,0.0,268.0,60.0,26.0,74.0,326.0,2571.0,5224.0,10891.0,27098.0,65694.0,42906.0,56618.0,68760.0,46362.0,18499.0,71987.0,5960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139303.0,408505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,772.0,5.0,0.3472222222222222,,1243.0,21.0,27.0,34.0,149.0,659.0,2068.0,3095.0,4337.0,15999.0,19888.0,39732.0,101495.0,44340.0,21968.0,49373.0,-7553.0,5000.0,399.0,0.0,0.0,122222.0,79050.0,0.0,3940.0,202420.0,14459.0,,,,1476.0,,,,0.0,0.0,0.0,,,0.0,9.0,8.0,1.0,23.0,6.0,35.0,190.0,327.0,1594.0,3947.0,9234.0,17720.0,51092.0,20925.0,10739.0,24611.0,1041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22852.0,126096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,746.0,10.0,0.6944444444444444,,51.0,46.0,84.0,161.0,435.0,937.0,1939.0,4752.0,15122.0,33560.0,29068.0,49686.0,73985.0,91821.0,77325.0,186257.0,-8527.0,5000.0,1276.0,0.0,0.0,85850.0,127623.0,0.0,9607.0,221938.0,14790.0,,,,1480.0,,,,0.0,0.0,0.0,,,0.0,8.0,25.0,17.0,51.0,119.0,296.0,922.0,2219.0,9156.0,16586.0,13569.0,19917.0,31956.0,35384.0,24322.0,89278.0,7653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75787.0,237349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,756.0,5.0,0.3472222222222222,,47.0,30.0,5.0,6.0,43.0,10.0,45.0,181.0,189.0,335.0,590.0,985.0,2223.0,1790.0,2069.0,9158.0,-3262.0,5000.0,1402.0,0.0,0.0,3825.0,4568.0,0.0,170.0,9449.0,1072.0,,,,1564.0,,,,0.0,0.0,0.0,,,0.0,12.0,1.0,0.0,1.0,0.0,1.0,19.0,163.0,96.0,139.0,222.0,461.0,1054.0,853.0,1026.0,3921.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2060.0,7822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,743.0,13.0,0.9027777777777778,,2455.0,9588.0,17429.0,60494.0,135822.0,236860.0,286303.0,366643.0,491064.0,777194.0,469518.0,613689.0,557078.0,326837.0,129970.0,225882.0,-13500.0,5000.0,-765.0,0.0,0.0,1858809.0,800657.0,0.0,329993.0,2705630.0,179985.0,,,,1781.0,,,,0.0,0.0,0.0,,,0.0,851.0,3381.0,6322.0,25519.0,48000.0,79329.0,102544.0,130461.0,176885.0,273280.0,161426.0,199792.0,164484.0,94568.0,32573.0,77501.0,52212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550346.0,1576272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,747.0,10.0,0.6944444444444444,,1051.0,231.0,201.0,402.0,874.0,1372.0,1989.0,5541.0,9548.0,16739.0,19587.0,27167.0,29562.0,29867.0,25011.0,82826.0,-13500.0,5000.0,329.0,0.0,0.0,72617.0,48703.0,0.0,6634.0,123528.0,1979.0,,,,1576.0,,,,0.0,0.0,0.0,,,0.0,105.0,24.0,2.0,25.0,62.0,107.0,443.0,2884.0,4343.0,9280.0,8275.0,12847.0,11873.0,10633.0,11499.0,36401.0,1932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33803.0,106197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,774.0,13.0,0.9027777777777778,,602.0,5130.0,7379.0,28728.0,80845.0,165779.0,235069.0,241401.0,237357.0,324704.0,155287.0,187535.0,149575.0,85360.0,32819.0,76924.0,-13500.0,5000.0,-979.0,0.0,0.0,1329750.0,476629.0,0.0,205136.0,1834192.0,150248.0,,,,1941.0,,,,0.0,0.0,0.0,,,0.0,147.0,1843.0,2719.0,9353.0,27197.0,50369.0,73935.0,76141.0,78849.0,88171.0,45307.0,43376.0,33437.0,29104.0,12909.0,17879.0,29149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827968.0,587546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,774.0,10.0,0.6944444444444444,,578.0,2057.0,3116.0,7066.0,14055.0,22586.0,32343.0,47310.0,48132.0,75593.0,45311.0,45296.0,42199.0,27864.0,14880.0,49707.0,-9000.0,5000.0,-672.0,0.0,0.0,205970.0,137506.0,0.0,38491.0,355165.0,28276.0,,,,1756.0,,,,0.0,0.0,0.0,,,0.0,127.0,903.0,1253.0,2133.0,4131.0,6922.0,9464.0,15855.0,20745.0,28985.0,16755.0,16720.0,13549.0,8232.0,4229.0,18827.0,10085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138494.0,165565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
