begintime,sk_object,duration,integrity,M8069C0,M8069C1
2022-03-11,22404.0,1440.0,100.0,0.0,0.0
2022-03-11,22401.0,1440.0,100.0,0.0,0.0
2022-03-12,22403.0,1440.0,100.0,0.0,0.0
2022-03-14,22415.0,1440.0,100.0,0.0,0.0
2022-03-11,22402.0,1440.0,100.0,0.0,0.0
2022-03-14,22405.0,1440.0,100.0,0.0,0.0
2022-03-12,22401.0,1440.0,100.0,0.0,0.0
2022-03-13,22409.0,1440.0,100.0,0.0,0.0
2022-03-15,22401.0,1440.0,100.0,0.0,0.0
2022-03-13,22414.0,1440.0,100.0,0.0,0.0
2022-03-11,22411.0,1440.0,100.0,0.0,0.0
2022-03-19,22403.0,1310.0,90.97222222222223,0.0,0.0
2022-03-11,22409.0,1440.0,100.0,0.0,0.0
2022-03-15,22403.0,1440.0,100.0,0.0,0.0
2022-03-18,22408.0,1380.0,95.83333333333333,0.0,0.0
2022-03-13,22401.0,1440.0,100.0,0.0,0.0
2022-03-14,22402.0,1440.0,100.0,0.0,0.0
2022-03-16,22397.0,1440.0,100.0,0.0,0.0
2022-03-16,22414.0,1440.0,100.0,0.0,0.0
2022-03-18,22404.0,1218.0,84.58333333333333,0.0,0.0
2022-03-17,22415.0,1380.0,95.83333333333333,0.0,0.0
2022-03-14,22404.0,1440.0,100.0,0.0,0.0
2022-03-18,22397.0,1440.0,100.0,0.0,0.0
2022-03-12,22409.0,1440.0,100.0,0.0,0.0
2022-03-17,22404.0,1380.0,95.83333333333333,0.0,0.0
2022-03-18,22400.0,1440.0,100.0,0.0,0.0
2022-03-17,22407.0,1380.0,95.83333333333333,0.0,0.0
2022-03-19,22411.0,1250.0,86.80555555555556,0.0,0.0
2022-03-14,22407.0,1440.0,100.0,0.0,0.0
2022-03-15,22400.0,1362.0,94.58333333333333,0.0,0.0
2022-03-17,22400.0,1380.0,95.83333333333333,0.0,0.0
2022-03-19,22397.0,1310.0,90.97222222222223,0.0,0.0
2022-03-15,22407.0,1363.0,94.65277777777777,0.0,0.0
2022-03-19,22399.0,1310.0,90.97222222222223,0.0,0.0
2022-03-17,22408.0,1375.0,95.48611111111111,0.0,0.0
