begintime,sk_object,duration,M8000C26,M8000C27,M8000C29,M8000C30,M8000C32,M8000C24,M8000C6,M8000C7,M8000C8,M8000C9,M8000C11,M8000C13,M8000C14,M8000C15,M8000C16,M8000C33,M8000C34,M8000C35,M8000C36,M8000C37,M8000C38,M8000C39,M8000C40,M8000C41,M8000C42,M8000C43,M8000C44,M8000C45,M8000C46
2022-03-11 00:15:00,16020.0,15,0.0,0.0,9050.0,12141.0,0.0,0.0,0.0,0.0,0.0,0.0,53477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16021.0,15,0.0,0.0,5760.0,7325.0,0.0,0.0,0.0,0.0,0.0,0.0,53479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16022.0,15,0.0,0.0,6010.0,7818.0,0.0,0.0,0.0,0.0,0.0,0.0,18595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16023.0,15,0.0,0.0,3987.0,5138.0,0.0,0.0,0.0,0.0,0.0,0.0,53467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16024.0,15,0.0,0.0,1378.0,1782.0,0.0,0.0,0.0,0.0,0.0,0.0,53468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16025.0,15,0.0,0.0,555.0,731.0,0.0,0.0,0.0,0.0,0.0,0.0,18595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16026.0,15,0.0,0.0,5311.0,6875.0,0.0,0.0,0.0,0.0,0.0,0.0,18596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16027.0,15,0.0,0.0,2345.0,3080.0,0.0,0.0,0.0,0.0,0.0,0.0,18596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16009.0,15,0.0,0.0,7137.0,9313.0,0.0,0.0,0.0,0.0,0.0,0.0,49251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16010.0,15,0.0,0.0,202.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,49259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16011.0,15,0.0,0.0,962.0,1164.0,0.0,0.0,0.0,0.0,0.0,0.0,49255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16012.0,15,0.0,0.0,3517.0,4444.0,0.0,0.0,0.0,0.0,0.0,0.0,14282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16013.0,15,0.0,0.0,601.0,791.0,0.0,0.0,0.0,0.0,0.0,0.0,49250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16014.0,15,0.0,0.0,1770.0,2262.0,0.0,0.0,0.0,0.0,0.0,0.0,17328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16015.0,15,0.0,0.0,6457.0,8479.0,0.0,0.0,0.0,0.0,0.0,0.0,17329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16016.0,15,0.0,0.0,2155.0,2813.0,0.0,0.0,0.0,0.0,0.0,0.0,49255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16017.0,15,0.0,0.0,669.0,879.0,0.0,0.0,0.0,0.0,0.0,0.0,49250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16018.0,15,0.0,0.0,5419.0,7099.0,0.0,0.0,0.0,0.0,0.0,0.0,49256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16019.0,15,0.0,0.0,4235.0,5593.0,0.0,0.0,0.0,0.0,0.0,0.0,17329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16020.0,15,0.0,0.0,8156.0,10515.0,0.0,0.0,0.0,0.0,0.0,0.0,49259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16021.0,15,0.0,0.0,5587.0,7108.0,0.0,0.0,0.0,0.0,0.0,0.0,49256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16022.0,15,0.0,0.0,6302.0,8266.0,0.0,0.0,0.0,0.0,0.0,0.0,17329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16023.0,15,0.0,0.0,4054.0,5203.0,0.0,0.0,0.0,0.0,0.0,0.0,49250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16024.0,15,0.0,0.0,1323.0,1647.0,0.0,0.0,0.0,0.0,0.0,0.0,49248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16025.0,15,0.0,0.0,520.0,676.0,0.0,0.0,0.0,0.0,0.0,0.0,17332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16026.0,15,0.0,0.0,5045.0,6550.0,0.0,0.0,0.0,0.0,0.0,0.0,17328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,16027.0,15,0.0,0.0,2297.0,3044.0,0.0,0.0,0.0,0.0,0.0,0.0,17328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16009.0,15,0.0,0.0,7179.0,9347.0,0.0,0.0,0.0,0.0,0.0,0.0,46438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16010.0,15,0.0,0.0,116.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,46430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16011.0,15,0.0,0.0,942.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,46433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16012.0,15,0.0,0.0,3209.0,4106.0,0.0,0.0,0.0,0.0,0.0,0.0,13104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16013.0,15,0.0,0.0,565.0,749.0,0.0,0.0,0.0,0.0,0.0,0.0,46441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16014.0,15,0.0,0.0,1595.0,2076.0,0.0,0.0,0.0,0.0,0.0,0.0,15831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16015.0,15,0.0,0.0,6670.0,8778.0,0.0,0.0,0.0,0.0,0.0,0.0,15834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16016.0,15,0.0,0.0,1961.0,2581.0,0.0,0.0,0.0,0.0,0.0,0.0,46432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16017.0,15,0.0,0.0,618.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,46438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16018.0,15,0.0,0.0,5408.0,7099.0,0.0,0.0,0.0,0.0,0.0,0.0,46432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16019.0,15,0.0,0.0,4516.0,5999.0,0.0,0.0,0.0,0.0,0.0,0.0,15835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16020.0,15,0.0,0.0,7832.0,10233.0,0.0,0.0,0.0,0.0,0.0,0.0,46430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16021.0,15,0.0,0.0,5438.0,7016.0,0.0,0.0,0.0,0.0,0.0,0.0,46432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16022.0,15,0.0,0.0,6388.0,8365.0,0.0,0.0,0.0,0.0,0.0,0.0,15830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16023.0,15,0.0,0.0,3708.0,4856.0,0.0,0.0,0.0,0.0,0.0,0.0,46442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16024.0,15,0.0,0.0,1379.0,1719.0,0.0,0.0,0.0,0.0,0.0,0.0,46444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16025.0,15,0.0,0.0,465.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,15833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16026.0,15,0.0,0.0,5544.0,7144.0,0.0,0.0,0.0,0.0,0.0,0.0,15831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,16027.0,15,0.0,0.0,2398.0,3132.0,0.0,0.0,0.0,0.0,0.0,0.0,15830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16009.0,15,0.0,0.0,6771.0,8907.0,0.0,0.0,0.0,0.0,0.0,0.0,43804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16010.0,15,0.0,0.0,83.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,43812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16011.0,15,0.0,0.0,849.0,1043.0,0.0,0.0,0.0,0.0,0.0,0.0,43813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16012.0,15,0.0,0.0,3174.0,4112.0,0.0,0.0,0.0,0.0,0.0,0.0,12175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16013.0,15,0.0,0.0,597.0,763.0,0.0,0.0,0.0,0.0,0.0,0.0,43794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16014.0,15,0.0,0.0,1625.0,2057.0,0.0,0.0,0.0,0.0,0.0,0.0,14863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16015.0,15,0.0,0.0,6456.0,8475.0,0.0,0.0,0.0,0.0,0.0,0.0,14859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16016.0,15,0.0,0.0,1897.0,2512.0,0.0,0.0,0.0,0.0,0.0,0.0,43812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16017.0,15,0.0,0.0,638.0,834.0,0.0,0.0,0.0,0.0,0.0,0.0,43804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16018.0,15,0.0,0.0,5379.0,7078.0,0.0,0.0,0.0,0.0,0.0,0.0,43813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16019.0,15,0.0,0.0,4451.0,5897.0,0.0,0.0,0.0,0.0,0.0,0.0,14858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16020.0,15,0.0,0.0,7931.0,10355.0,0.0,0.0,0.0,0.0,0.0,0.0,43815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16021.0,15,0.0,0.0,5191.0,6721.0,0.0,0.0,0.0,0.0,0.0,0.0,43813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16022.0,15,0.0,0.0,5979.0,7891.0,0.0,0.0,0.0,0.0,0.0,0.0,14864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16023.0,15,0.0,0.0,3834.0,5019.0,0.0,0.0,0.0,0.0,0.0,0.0,43794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16024.0,15,0.0,0.0,1215.0,1546.0,0.0,0.0,0.0,0.0,0.0,0.0,43796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16025.0,15,0.0,0.0,496.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,14854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16026.0,15,0.0,0.0,4745.0,6260.0,0.0,0.0,0.0,0.0,0.0,0.0,14863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,16027.0,15,0.0,0.0,2422.0,3233.0,0.0,0.0,0.0,0.0,0.0,0.0,14864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,16009.0,15,0.0,0.0,6699.0,8874.0,0.0,0.0,0.0,0.0,0.0,0.0,40851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,16010.0,15,0.0,0.0,152.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,40851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,16011.0,15,0.0,0.0,851.0,1059.0,0.0,0.0,0.0,0.0,0.0,0.0,40851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
