begintime,sk_object,duration,M8000C26,M8000C27,M8000C29,M8000C30,M8000C32,M8000C24,M8000C6,M8000C7,M8000C8,M8000C9,M8000C11,M8000C13,M8000C14,M8000C15,M8000C16,M8000C33,M8000C34,M8000C35,M8000C36,M8000C37,M8000C38,M8000C39,M8000C40,M8000C41,M8000C42,M8000C43,M8000C44,M8000C45,M8000C46
2022-03-11 00:00:00,16009.0,15,0.0,0.0,7521.0,9629.0,0.0,0.0,0.0,0.0,0.0,0.0,62160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16010.0,15,0.0,0.0,216.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,62159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16011.0,15,0.0,0.0,1076.0,1302.0,0.0,0.0,0.0,0.0,0.0,0.0,62159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16012.0,15,0.0,0.0,3904.0,4840.0,0.0,0.0,0.0,0.0,0.0,0.0,18672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16013.0,15,0.0,0.0,673.0,858.0,0.0,0.0,0.0,0.0,0.0,0.0,62157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16014.0,15,0.0,0.0,2121.0,2724.0,0.0,0.0,0.0,0.0,0.0,0.0,21346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16015.0,15,0.0,0.0,7141.0,9199.0,0.0,0.0,0.0,0.0,0.0,0.0,21348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16016.0,15,0.0,0.0,2341.0,3045.0,0.0,0.0,0.0,0.0,0.0,0.0,62159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16017.0,15,0.0,0.0,639.0,837.0,0.0,0.0,0.0,0.0,0.0,0.0,62159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16018.0,15,0.0,0.0,6160.0,7914.0,0.0,0.0,0.0,0.0,0.0,0.0,62159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16019.0,15,0.0,0.0,4990.0,6467.0,0.0,0.0,0.0,0.0,0.0,0.0,21349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16020.0,15,0.0,0.0,8495.0,10759.0,0.0,0.0,0.0,0.0,0.0,0.0,62158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16021.0,15,0.0,0.0,6887.0,8521.0,0.0,0.0,0.0,0.0,0.0,0.0,62159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16022.0,15,0.0,0.0,6550.0,8410.0,0.0,0.0,0.0,0.0,0.0,0.0,21346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16023.0,15,0.0,0.0,4065.0,5227.0,0.0,0.0,0.0,0.0,0.0,0.0,62156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16024.0,15,0.0,0.0,1470.0,1798.0,0.0,0.0,0.0,0.0,0.0,0.0,62157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16025.0,15,0.0,0.0,511.0,645.0,0.0,0.0,0.0,0.0,0.0,0.0,21338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16026.0,15,0.0,0.0,5486.0,6982.0,0.0,0.0,0.0,0.0,0.0,0.0,21346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,16027.0,15,0.0,0.0,2555.0,3336.0,0.0,0.0,0.0,0.0,0.0,0.0,21346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16009.0,15,0.0,0.0,7054.0,9132.0,0.0,0.0,0.0,0.0,0.0,0.0,53469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16010.0,15,0.0,0.0,228.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,53478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16011.0,15,0.0,0.0,814.0,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,53480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16012.0,15,0.0,0.0,3353.0,4238.0,0.0,0.0,0.0,0.0,0.0,0.0,15655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16013.0,15,0.0,0.0,595.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,53467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16014.0,15,0.0,0.0,1773.0,2298.0,0.0,0.0,0.0,0.0,0.0,0.0,18596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16015.0,15,0.0,0.0,6898.0,8978.0,0.0,0.0,0.0,0.0,0.0,0.0,18593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16016.0,15,0.0,0.0,2313.0,3032.0,0.0,0.0,0.0,0.0,0.0,0.0,53479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16017.0,15,0.0,0.0,631.0,831.0,0.0,1.0,0.0,0.0,0.0,0.0,53469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16018.0,15,0.0,0.0,5851.0,7602.0,0.0,0.0,0.0,0.0,0.0,0.0,53479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,16019.0,15,0.0,0.0,4471.0,5849.0,0.0,0.0,0.0,0.0,0.0,0.0,18591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
