begintime,sk_object,duration,integrity,M8027C0,M8027C1,M8027C2,M8027C3,M8027C4,M8027C5
2022-03-14,20808.0,1440.0,100.0,0.0,0.0,0.0,12.0,1.0,11.0
2022-03-17,20754.0,1440.0,100.0,355.0,355.0,251.0,1043.0,301.0,723.0
2022-03-16,20834.0,1440.0,100.0,22.0,22.0,22.0,666.0,28.0,633.0
2022-03-11,20749.0,1440.0,100.0,56.0,56.0,56.0,97.0,61.0,30.0
2022-03-16,20798.0,1440.0,100.0,404.0,399.0,131.0,2249.0,201.0,2037.0
2022-03-19,20780.0,1380.0,95.83333333333333,213.0,213.0,209.0,664.0,43.0,611.0
2022-03-16,20781.0,1399.0,97.15277777777777,6.0,6.0,6.0,8.0,4.0,4.0
2022-03-12,20773.0,1440.0,100.0,101.0,100.0,83.0,329.0,73.0,245.0
2022-03-18,20782.0,1440.0,100.0,161.0,159.0,157.0,1731.0,177.0,1530.0
2022-03-13,20793.0,1440.0,100.0,13.0,13.0,13.0,466.0,5.0,461.0
2022-03-18,20756.0,1440.0,100.0,1.0,1.0,1.0,7.0,0.0,7.0
2022-03-16,20771.0,1440.0,100.0,9.0,9.0,8.0,165.0,6.0,159.0
2022-03-19,20789.0,1380.0,95.83333333333333,40.0,40.0,40.0,195.0,49.0,138.0
2022-03-19,20793.0,1380.0,95.83333333333333,8.0,8.0,8.0,338.0,8.0,329.0
2022-03-17,20785.0,1440.0,100.0,45.0,45.0,44.0,706.0,56.0,645.0
2022-03-19,20822.0,1311.0,91.04166666666667,23.0,23.0,23.0,610.0,245.0,360.0
2022-03-18,20754.0,1440.0,100.0,399.0,399.0,300.0,1129.0,244.0,854.0
2022-03-17,20786.0,1375.0,95.48611111111111,700.0,698.0,694.0,423.0,133.0,285.0
2022-03-16,20773.0,1440.0,100.0,107.0,107.0,95.0,270.0,74.0,186.0
2022-03-17,20781.0,1380.0,95.83333333333333,0.0,0.0,0.0,15.0,6.0,9.0
2022-03-18,20803.0,1440.0,100.0,41.0,41.0,41.0,919.0,89.0,829.0
2022-03-11,20771.0,1440.0,100.0,14.0,14.0,12.0,158.0,8.0,145.0
2022-03-17,20784.0,1380.0,95.83333333333333,57.0,57.0,55.0,297.0,31.0,253.0
2022-03-15,20818.0,1440.0,100.0,16.0,16.0,16.0,25.0,21.0,3.0
2022-03-11,20808.0,1440.0,100.0,1.0,1.0,1.0,15.0,3.0,12.0
2022-03-15,20810.0,1440.0,100.0,26.0,26.0,26.0,261.0,12.0,245.0
2022-03-14,20798.0,1440.0,100.0,318.0,318.0,114.0,2103.0,206.0,1886.0
2022-03-15,20836.0,1440.0,100.0,113.0,113.0,113.0,548.0,84.0,448.0
2022-03-13,20784.0,1440.0,100.0,51.0,51.0,48.0,249.0,26.0,216.0
2022-03-14,20815.0,1422.0,98.75,105.0,102.0,101.0,1189.0,102.0,1068.0
2022-03-11,20792.0,1296.0,90.0,73.0,73.0,73.0,161.0,73.0,82.0
2022-03-19,20774.0,1380.0,95.83333333333333,24.0,24.0,24.0,216.0,22.0,193.0
2022-03-19,20812.0,1380.0,95.83333333333333,3.0,3.0,3.0,45.0,9.0,34.0
2022-03-12,20839.0,1440.0,100.0,216.0,214.0,210.0,943.0,86.0,850.0
2022-03-16,20805.0,1440.0,100.0,156.0,156.0,155.0,1038.0,187.0,829.0
2022-03-11,20782.0,1440.0,100.0,232.0,232.0,231.0,1950.0,278.0,1640.0
2022-03-19,20826.0,1380.0,95.83333333333333,20.0,20.0,20.0,33.0,21.0,8.0
2022-03-15,20782.0,1440.0,100.0,204.0,204.0,202.0,1577.0,211.0,1340.0
2022-03-18,20809.0,1440.0,100.0,60.0,60.0,60.0,401.0,21.0,374.0
2022-03-17,20775.0,1440.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-03-19,20748.0,1380.0,95.83333333333333,9.0,9.0,9.0,17.0,9.0,5.0
2022-03-18,20820.0,1380.0,95.83333333333333,72.0,72.0,70.0,206.0,52.0,149.0
2022-03-18,20777.0,1440.0,100.0,8.0,8.0,8.0,23.0,15.0,5.0
2022-03-15,20748.0,1440.0,100.0,7.0,7.0,7.0,11.0,3.0,6.0
2022-03-17,20835.0,1440.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0
2022-03-19,20781.0,1320.0,91.66666666666667,8.0,8.0,8.0,12.0,5.0,7.0
2022-03-18,20837.0,1203.0,83.54166666666667,14.0,14.0,13.0,51.0,18.0,29.0
2022-03-19,20833.0,1320.0,91.66666666666667,18.0,18.0,18.0,239.0,15.0,222.0
2022-03-15,20771.0,1440.0,100.0,13.0,13.0,11.0,134.0,3.0,129.0
2022-03-11,20820.0,1296.0,90.0,91.0,91.0,90.0,225.0,56.0,156.0
2022-03-18,20770.0,1440.0,100.0,29.0,29.0,29.0,350.0,245.0,87.0
2022-03-11,20793.0,1440.0,100.0,8.0,8.0,8.0,392.0,11.0,379.0
2022-03-15,20833.0,1363.0,94.65277777777777,17.0,17.0,17.0,182.0,20.0,160.0
2022-03-15,20752.0,1440.0,100.0,46.0,46.0,38.0,188.0,119.0,64.0
2022-03-17,20832.0,1440.0,100.0,99.0,99.0,99.0,154.0,25.0,126.0
2022-03-17,20763.0,1380.0,95.83333333333333,6.0,6.0,6.0,23.0,14.0,9.0
2022-03-13,20796.0,1440.0,100.0,70.0,70.0,69.0,437.0,45.0,387.0
2022-03-17,20804.0,1440.0,100.0,9.0,9.0,9.0,82.0,40.0,35.0
2022-03-16,20803.0,1440.0,100.0,42.0,42.0,42.0,934.0,85.0,844.0
2022-03-14,20785.0,1440.0,100.0,62.0,62.0,62.0,721.0,71.0,642.0
2022-03-14,20795.0,1440.0,100.0,23.0,23.0,23.0,62.0,38.0,13.0
2022-03-11,20788.0,1440.0,100.0,14.0,14.0,14.0,12.0,5.0,7.0
2022-03-17,20821.0,1380.0,95.83333333333333,1285.0,1261.0,840.0,1690.0,290.0,1372.0
2022-03-16,20815.0,1421.0,98.68055555555556,208.0,195.0,187.0,1183.0,100.0,1063.0
2022-03-12,20767.0,1440.0,100.0,2.0,2.0,2.0,4.0,3.0,1.0
2022-03-19,20830.0,1380.0,95.83333333333333,42.0,42.0,41.0,793.0,54.0,732.0
2022-03-15,20773.0,1440.0,100.0,118.0,118.0,108.0,298.0,66.0,223.0
2022-03-18,20811.0,1440.0,100.0,1.0,1.0,1.0,11.0,0.0,8.0
2022-03-18,20762.0,1440.0,100.0,118.0,118.0,115.0,831.0,133.0,687.0
2022-03-14,20807.0,1422.0,98.75,280.0,264.0,259.0,640.0,139.0,492.0
2022-03-13,20752.0,1440.0,100.0,66.0,66.0,48.0,254.0,153.0,92.0
2022-03-12,20834.0,1380.0,95.83333333333333,30.0,30.0,30.0,841.0,30.0,794.0
2022-03-18,20826.0,1440.0,100.0,20.0,20.0,20.0,25.0,15.0,10.0
2022-03-17,20797.0,1378.0,95.69444444444444,23.0,23.0,23.0,1.0,1.0,0.0
2022-03-17,20802.0,1380.0,95.83333333333333,6.0,6.0,6.0,42.0,2.0,39.0
2022-03-17,20748.0,1380.0,95.83333333333333,6.0,6.0,6.0,12.0,4.0,8.0
2022-03-16,20784.0,1440.0,100.0,52.0,52.0,51.0,177.0,19.0,156.0
2022-03-16,20809.0,1440.0,100.0,41.0,41.0,41.0,416.0,39.0,373.0
2022-03-11,20799.0,1440.0,100.0,98.0,98.0,98.0,71.0,12.0,58.0
