begintime,sk_object,1526727075,1526727076,1526727077,1526727078,1526727079,1526727080,duration
2022-03-01 00:00:00,809206.0,11220214257.0,1853453246.0,10095106.0,5341287.0,56680.0,57.0,PT3600S
2022-03-01 00:00:00,809207.0,7631684753.0,766771951.0,6924964.0,3716121.0,14594.0,13.0,PT3600S
2022-03-01 00:00:00,809269.0,15485495521.0,1810390956.0,13454585.0,6676193.0,24420.0,37.0,PT3600S
2022-03-01 00:00:00,810496.0,12855283779.0,1434115240.0,10426847.0,5702105.0,325.0,9.0,PT3600S
2022-03-01 00:00:00,810520.0,361344.0,273836.0,1101.0,1040.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,810562.0,21808333555.0,1443502151.0,18487296.0,9188217.0,25486.0,75.0,PT3600S
2022-03-01 00:00:00,810571.0,17852343520.0,5193415065.0,15992128.0,10044507.0,227.0,3.0,PT3600S
2022-03-01 00:00:00,810600.0,302647669.0,27888029.0,232492.0,79966.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,810607.0,1930314315.0,422301854.0,1844703.0,1123356.0,8.0,1.0,PT3600S
2022-03-01 00:00:00,810626.0,1003036193.0,55940503.0,856136.0,193609.0,71.0,1.0,PT3600S
2022-03-01 00:00:00,810637.0,15496576535.0,1270004729.0,13412263.0,7466329.0,21277.0,59.0,PT3600S
2022-03-01 00:00:00,810654.0,18359992655.0,2322726872.0,15694331.0,7758928.0,123309.0,174.0,PT3600S
2022-03-01 00:00:00,810667.0,24452407787.0,2338230222.0,21193473.0,12142532.0,23452.0,60.0,PT3600S
2022-03-01 00:00:00,810668.0,1089169018.0,234322847.0,994332.0,633087.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,810679.0,28121393885.0,3480880026.0,24251421.0,15033995.0,1411.0,6.0,PT3600S
2022-03-01 00:00:00,810683.0,20946530009.0,2419097170.0,17218267.0,9082059.0,5303.0,20.0,PT3600S
2022-03-01 00:00:00,810739.0,11373487629.0,1617826992.0,9726484.0,5527497.0,5544.0,30.0,PT3600S
2022-03-01 00:00:00,810741.0,13849589980.0,2567124808.0,12422787.0,7085061.0,6752.0,23.0,PT3600S
2022-03-01 00:00:00,810754.0,8238735135.0,1115933339.0,7091002.0,4424603.0,32052.0,33.0,PT3600S
2022-03-01 00:00:00,810777.0,35062045989.0,3688149429.0,29797396.0,17910443.0,78835.0,155.0,PT3600S
2022-03-01 00:00:00,810784.0,4992533234.0,617134389.0,4423420.0,2757411.0,80.0,1.0,PT3600S
2022-03-01 00:00:00,810789.0,12883604280.0,1060111224.0,10773393.0,4626479.0,24946.0,64.0,PT3600S
2022-03-01 00:00:00,810790.0,0.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,810811.0,22527205446.0,2434697204.0,19244469.0,10819955.0,182816.0,164.0,PT3600S
2022-03-01 00:00:00,810812.0,15698293380.0,979639873.0,12951205.0,5634534.0,4639.0,12.0,PT3600S
2022-03-01 00:00:00,810876.0,18290490900.0,1536241851.0,14966796.0,8356784.0,11129.0,12.0,PT3600S
2022-03-01 00:00:00,810914.0,3478940510.0,148797581.0,2827328.0,1139806.0,1820.0,2.0,PT3600S
2022-03-01 00:00:00,810922.0,10785169656.0,971632170.0,8846412.0,4781830.0,1895.0,27.0,PT3600S
2022-03-01 00:00:00,810926.0,5100663171.0,1206726747.0,4941524.0,3013647.0,185478.0,137.0,PT3600S
2022-03-01 00:00:00,810927.0,23427820462.0,1964061427.0,19867901.0,9409386.0,29576.0,99.0,PT3600S
2022-03-01 00:00:00,810948.0,13583037927.0,1698338943.0,11735479.0,6814021.0,87625.0,197.0,PT3600S
2022-03-01 00:00:00,810951.0,1155903162.0,317259671.0,1007213.0,577156.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,810952.0,2045524517.0,275023891.0,1838416.0,1059359.0,244.0,4.0,PT3600S
2022-03-01 00:00:00,810969.0,10200420498.0,1080442867.0,8709807.0,4993392.0,1495.0,6.0,PT3600S
2022-03-01 00:00:00,810982.0,30816042925.0,3138059402.0,27023593.0,15053585.0,64067.0,121.0,PT3600S
2022-03-01 00:00:00,810989.0,3890459944.0,215163347.0,3302253.0,1512763.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,810993.0,33178579162.0,5454659722.0,29006898.0,17414885.0,129813.0,147.0,PT3600S
2022-03-01 00:00:00,811013.0,23001935860.0,2568777287.0,19880190.0,11172975.0,251043.0,273.0,PT3600S
2022-03-01 00:00:00,811090.0,10258425316.0,1457707054.0,8916716.0,5176775.0,5548.0,27.0,PT3600S
2022-03-01 00:00:00,811101.0,21189873697.0,3168818611.0,18169593.0,10560280.0,34698.0,63.0,PT3600S
2022-03-01 00:00:00,811148.0,12850802103.0,3423408300.0,11942734.0,8708420.0,50067.0,97.0,PT3600S
2022-03-01 00:00:00,811156.0,4328091142.0,240376503.0,3425034.0,1710869.0,68.0,2.0,PT3600S
2022-03-01 00:00:00,811206.0,19561494241.0,1938654126.0,17194509.0,9414188.0,108759.0,140.0,PT3600S
2022-03-01 00:00:00,811312.0,17773949648.0,2764459147.0,15030803.0,8801962.0,14756.0,56.0,PT3600S
2022-03-01 00:00:00,811314.0,18520716154.0,3138719328.0,16637424.0,9844983.0,21566.0,81.0,PT3600S
2022-03-01 00:00:00,811334.0,14907275364.0,4522467971.0,13349675.0,9465207.0,7309.0,31.0,PT3600S
2022-03-01 00:00:00,811341.0,20877920130.0,1751521161.0,17496862.0,8232879.0,97363.0,164.0,PT3600S
2022-03-01 00:00:00,811358.0,2541614774.0,184936906.0,2134237.0,824315.0,915.0,1.0,PT3600S
2022-03-01 00:00:00,811383.0,5258228777.0,376420581.0,4430293.0,2665473.0,284.0,16.0,PT3600S
2022-03-01 00:00:00,811384.0,15310420821.0,2113435898.0,12903434.0,8375462.0,17672.0,22.0,PT3600S
2022-03-01 00:00:00,811389.0,18081552174.0,1337075770.0,15177064.0,7860691.0,3489.0,12.0,PT3600S
2022-03-01 00:00:00,811423.0,6627795281.0,1095463246.0,5863118.0,3264108.0,50145.0,67.0,PT3600S
2022-03-01 00:00:00,811447.0,22709651772.0,2071338828.0,19367186.0,10344200.0,7901.0,34.0,PT3600S
2022-03-01 00:00:00,811448.0,34864822634.0,5017378113.0,30138045.0,16138495.0,254394.0,417.0,PT3600S
2022-03-01 00:00:00,811449.0,10964547721.0,1007354883.0,9205031.0,5417160.0,5491.0,8.0,PT3600S
2022-03-01 00:00:00,811450.0,13283571148.0,2342616341.0,11406918.0,6818568.0,2972.0,23.0,PT3600S
2022-03-01 00:00:00,811451.0,1076040779.0,38961510.0,852904.0,260485.0,1023.0,2.0,PT3600S
2022-03-01 00:00:00,811452.0,28088928858.0,2832227950.0,24268223.0,14562888.0,33394.0,106.0,PT3600S
2022-03-01 00:00:00,811453.0,26150588729.0,3295720018.0,22779814.0,12732610.0,50195.0,65.0,PT3600S
2022-03-01 00:00:00,811454.0,1636777733.0,133044553.0,1384331.0,608893.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,811455.0,28716919091.0,3139751117.0,24795941.0,15110892.0,24769.0,58.0,PT3600S
2022-03-01 00:00:00,811456.0,978599649.0,142665668.0,878235.0,557391.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,811461.0,1110213425.0,59642678.0,952027.0,313441.0,60.0,1.0,PT3600S
2022-03-01 00:00:00,811462.0,3627964441.0,440958344.0,3210822.0,1800875.0,76.0,2.0,PT3600S
2022-03-01 00:00:00,811463.0,24427569744.0,2403820925.0,20815316.0,12066706.0,56833.0,90.0,PT3600S
2022-03-01 00:00:00,811465.0,8237395075.0,520834723.0,6871353.0,3776653.0,670.0,10.0,PT3600S
