begintime,sk_object,duration,integrity,M51373C0,M51373C1,M51373C2,M51373C3,M51373C4,M51373C5,M51373C6,M51373C7,M51373C8,M51373C9,M51373C10,M51373C11,M51373C12
2022-03-18 22:00:00,15824.0,60.0,100.0,2772.0,215688.0,0.0,0.0,2772.0,215688.0,62243.0,4534634.0,289.0,280000.0,0.0,0.0,0.0
2022-03-11 09:00:00,15786.0,60.0,100.0,2785.0,216728.0,0.0,0.0,2785.0,216728.0,7333917.0,8639356230.0,4850184.0,948586605.0,0.0,0.0,0.0
2022-03-11 02:00:00,15800.0,60.0,100.0,2783.0,216568.0,0.0,0.0,2783.0,216568.0,281928.0,24647488.0,171641.0,14676400.0,0.0,0.0,0.0
2022-03-11 00:00:00,15821.0,60.0,100.0,2787.0,216842.0,0.0,0.0,2787.0,216842.0,62465.0,4551248.0,390.0,280738.0,0.0,0.0,0.0
2022-03-11 09:00:00,15824.0,60.0,100.0,2786.0,216716.0,0.0,0.0,2786.0,216716.0,62327.0,4540778.0,272.0,275704.0,0.0,0.0,0.0
2022-03-11 19:00:00,15795.0,60.0,100.0,2776.0,215962.0,0.0,0.0,2776.0,215962.0,308459.0,28349206.0,205548.0,19714172.0,0.0,0.0,0.0
2022-03-11 10:00:00,15833.0,60.0,100.0,2746.0,213608.0,0.0,0.0,2746.0,213608.0,6994927.0,7564201065.0,4707261.0,1981377742.0,0.0,0.0,0.0
2022-03-11 21:00:00,15826.0,60.0,100.0,2784.0,216602.0,0.0,0.0,2784.0,216602.0,62133.0,4531200.0,360.0,315362.0,0.0,0.0,0.0
2022-03-11 11:00:00,15794.0,60.0,100.0,2780.0,216328.0,0.0,0.0,2780.0,216328.0,18965482.0,20597159467.0,13695432.0,3397767368.0,0.0,0.0,0.0
2022-03-11 19:00:00,15793.0,60.0,100.0,2781.0,216408.0,0.0,0.0,2781.0,216408.0,62365.0,4541650.0,438.0,526735.0,0.0,0.0,0.0
2022-03-11 12:00:00,15828.0,60.0,100.0,2784.0,216602.0,0.0,0.0,2784.0,216602.0,418599.0,37631546.0,223898.0,14193080.0,0.0,0.0,0.0
2022-03-11 01:00:00,15813.0,60.0,100.0,2786.0,216716.0,0.0,0.0,2786.0,216716.0,62426.0,4546010.0,441.0,529401.0,0.0,0.0,0.0
2022-03-11 00:00:00,15809.0,60.0,100.0,2784.0,216648.0,0.0,0.0,2784.0,216648.0,149444.0,13016600.0,92076.0,8080880.0,0.0,0.0,0.0
2022-03-11 00:00:00,15813.0,60.0,100.0,2786.0,216716.0,0.0,0.0,2786.0,216716.0,62389.0,4543298.0,451.0,534769.0,0.0,0.0,0.0
2022-03-11 16:00:00,15791.0,60.0,100.0,2553.0,198582.0,0.0,0.0,2553.0,198582.0,2272607.0,2387828322.0,1291871.0,409093666.0,0.0,0.0,0.0
2022-03-11 20:00:00,15791.0,60.0,100.0,3017.0,234736.0,0.0,0.0,3017.0,234736.0,3381197.0,3830202978.0,2155123.0,910270021.0,0.0,0.0,0.0
2022-03-11 21:00:00,15791.0,60.0,100.0,2777.0,216088.0,0.0,0.0,2777.0,216088.0,3573048.0,4202381486.0,1632522.0,308189690.0,0.0,0.0,0.0
2022-03-11 06:00:00,15798.0,60.0,100.0,2789.0,217048.0,0.0,0.0,2789.0,217048.0,234146.0,21183640.0,122911.0,7695464.0,0.0,0.0,0.0
2022-03-11 20:00:00,15808.0,60.0,100.0,2555.0,198788.0,0.0,0.0,2555.0,198788.0,55394.0,4033456.0,508.0,552849.0,0.0,0.0,0.0
2022-03-11 12:00:00,15790.0,60.0,100.0,2543.0,197874.0,0.0,0.0,2543.0,197874.0,329780.0,30194946.0,169401.0,8884708.0,0.0,0.0,0.0
