begintime,sk_object,duration,M8007C8,M8007C9,M8007C0,M8007C1,M8007C2,M8007C4,M8007C7,M8007C10,M8007C11,M8007C12,M8007C14,M8007C15,M8007C16,M8007C17,M8007C18,M8007C19,M8007C20,M8007C21,M8007C22,M8007C23,M8007C24,M8007C25,M8007C26,M8007C27,M8007C28,M8007C29
2022-03-11 21:47:00,616.0,13,458.0,1.0,602.0,600.0,2.0,0.0,459.0,344.0,342.0,2.0,43.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,617.0,13,988.0,8.0,1273.0,1267.0,6.0,3.0,996.0,850.0,848.0,2.0,48.0,645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,621.0,13,2634.0,8.0,2039.0,2025.0,14.0,12.0,2641.0,1662.0,1656.0,6.0,61.0,2356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,627.0,13,1184.0,4.0,978.0,968.0,10.0,1.0,1189.0,813.0,809.0,4.0,61.0,1418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,651.0,13,2037.0,23.0,1570.0,1563.0,6.0,7.0,2060.0,1308.0,1301.0,6.0,65.0,2091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,655.0,13,5097.0,16.0,4250.0,4221.0,30.0,18.0,5113.0,3498.0,3483.0,16.0,61.0,1544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,623.0,5,104.0,3.0,70.0,70.0,0.0,0.0,107.0,68.0,68.0,0.0,69.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,633.0,5,1400.0,0.0,851.0,851.0,0.0,0.0,1400.0,787.0,787.0,0.0,49.0,821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,636.0,5,34.0,0.0,21.0,21.0,0.0,0.0,34.0,21.0,21.0,0.0,52.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:55:00,637.0,5,101.0,0.0,78.0,78.0,0.0,0.0,101.0,74.0,74.0,0.0,60.0,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
