NE Name,fdn,BTSID,CABINETDESC,CN,IDTYPE,MOIndex,SRANMODE,TYPE,className,name,neID
FTBSC02,"NE=280,BTSCABINET=175_0",175,-,0,BYID,26_175_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=175, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=173_0",173,-,0,BYID,26_173_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=173, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=162_0",162,-,0,BYID,26_162_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=162, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=204_0",204,-,0,BYID,26_204_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=204, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=200_0",200,-,0,BYID,26_200_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=200, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=206_0",206,-,0,BYID,26_206_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=206, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=153_0",153,-,0,BYID,26_153_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=153, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=154_0",154,-,0,BYID,26_154_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=154, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=155_0",155,-,0,BYID,26_155_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=155, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=157_0",157,-,0,BYID,26_157_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=157, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=183_0",183,-,0,BYID,26_183_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=183, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=165_0",165,-,0,BYID,26_165_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=165, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=170_0",170,-,0,BYID,26_170_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=170, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=172_0",172,-,0,BYID,26_172_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=172, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=181_0",181,-,0,BYID,26_181_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=181, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=228_0",228,-,0,BYID,26_228_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=228, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=229_0",229,-,0,BYID,26_229_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=229, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=249_0",249,-,0,BYID,26_249_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=249, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=259_0",259,-,0,BYID,26_259_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=259, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=260_0",260,-,0,BYID,26_260_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=260, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=267_0",267,-,0,BYID,26_267_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=267, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=269_0",269,-,0,BYID,26_269_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=269, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=275_0",275,-,0,BYID,26_275_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=275, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=280_0",280,-,0,BYID,26_280_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=280, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=233_1",233, ,1,BYID,26_233_1,SUPPORT,VIRTUAL,BSC6900GSMBTSCABINET,"BTS Index=233, Cabinet No.=1",26
FTBSC02,"NE=280,BTSCABINET=263_1",263, ,1,BYID,26_263_1,SUPPORT,VIRTUAL,BSC6900GSMBTSCABINET,"BTS Index=263, Cabinet No.=1",26
FTBSC02,"NE=280,BTSCABINET=71_1",71, ,1,BYID,26_71_1,SUPPORT,VIRTUAL,BSC6900GSMBTSCABINET,"BTS Index=71, Cabinet No.=1",26
FTBSC02,"NE=280,BTSCABINET=217_1",217, ,1,BYID,26_217_1,SUPPORT,VIRTUAL,BSC6900GSMBTSCABINET,"BTS Index=217, Cabinet No.=1",26
FTBSC02,"NE=280,BTSCABINET=257_1",257, ,1,BYID,26_257_1,SUPPORT,VIRTUAL,BSC6900GSMBTSCABINET,"BTS Index=257, Cabinet No.=1",26
FTBSC02,"NE=280,BTSCABINET=91_1",91, ,1,BYID,26_91_1,SUPPORT,VIRTUAL,BSC6900GSMBTSCABINET,"BTS Index=91, Cabinet No.=1",26
FTBSC02,"NE=280,BTSCABINET=73_1",73, ,1,BYID,26_73_1,SUPPORT,VIRTUAL,BSC6900GSMBTSCABINET,"BTS Index=73, Cabinet No.=1",26
FTBSC02,"NE=280,BTSCABINET=74_1",74, ,1,BYID,26_74_1,SUPPORT,VIRTUAL,BSC6900GSMBTSCABINET,"BTS Index=74, Cabinet No.=1",26
FTBSC02,"NE=280,BTSCABINET=336_0",336,-,0,BYID,26_336_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=336, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=335_0",335,-,0,BYID,26_335_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=335, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=352_0",352,-,0,BYID,26_352_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=352, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=350_0",350,-,0,BYID,26_350_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=350, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=351_0",351,-,0,BYID,26_351_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=351, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=354_0",354,-,0,BYID,26_354_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=354, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=353_0",353,-,0,BYID,26_353_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=353, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=356_0",356,-,0,BYID,26_356_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=356, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=357_0",357,-,0,BYID,26_357_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=357, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=358_1",358, ,1,BYID,26_358_1,SUPPORT,VIRTUAL,BSC6900GSMBTSCABINET,"BTS Index=358, Cabinet No.=1",26
FTBSC02,"NE=280,BTSCABINET=358_0",358,-,0,BYID,26_358_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=358, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=363_0",363,-,0,BYID,26_363_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=363, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=364_0",364,-,0,BYID,26_364_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=364, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=366_0",366,-,0,BYID,26_366_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=366, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=373_0",373,-,0,BYID,26_373_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=373, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=397_0",397,-,0,BYID,26_397_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=397, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=401_0",401,-,0,BYID,26_401_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=401, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=404_0",404,-,0,BYID,26_404_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=404, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=400_0",400,-,0,BYID,26_400_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=400, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=402_0",402,-,0,BYID,26_402_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=402, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=403_0",403,-,0,BYID,26_403_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=403, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=418_0",418,-,0,BYID,26_418_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=418, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=414_0",414,-,0,BYID,26_414_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=414, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=415_0",415,-,0,BYID,26_415_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=415, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=385_0",385,-,0,BYID,26_385_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=385, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=428_0",428,-,0,BYID,26_428_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=428, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=429_0",429,-,0,BYID,26_429_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=429, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=72_1",72, ,1,BYID,26_72_1,SUPPORT,VIRTUAL,BSC6900GSMBTSCABINET,"BTS Index=72, Cabinet No.=1",26
FTBSC02,"NE=280,BTSCABINET=150_1",150, ,1,BYID,26_150_1,SUPPORT,VIRTUAL,BSC6900GSMBTSCABINET,"BTS Index=150, Cabinet No.=1",26
FTBSC02,"NE=280,BTSCABINET=433_0",433,-,0,BYID,26_433_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=433, Cabinet No.=0",26
FTBSC02,"NE=280,BTSCABINET=451_0",451,-,0,BYID,26_451_0,SUPPORT,BTS3900,BSC6900GSMBTSCABINET,"BTS Index=451, Cabinet No.=0",26
